"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Logical word learning: The case of kinship","https://scispace.com/paper/logical-word-learning-the-case-of-kinship-41onx5d5iv","2019","Posted Content","Psychonomic Bulletin & Review","Francis Mollica
Steven Piantadosi","10.31234/OSF.IO/A7TNB","https://link.springer.com/content/pdf/10.3758/s13423-021-02017-5.pdf","… novel predictions for the learning trajectories of these words. … the proposal from comparative cognition that these relations … data sets that either quantitatively measure children’s kinship …",""
"Learning and development: the problems of compatability, access, and induction","https://scispace.com/paper/hF2uN6bVikQJ","","","","AL Brown","","https://www.ideals.illinois.edu/items/18101/bitstreams/64775/data.pdf","… as a branch of comparative psychology and will focus on … about early cognition, other than language development, is … from achieving insights into qualitative growth mechanisms. How …",""
"What can we count in language, and what counts in language acquisition, cognition, and use?","https://scispace.com/paper/what-can-we-count-in-language-and-what-counts-in-language-zk8kqulk84","2012","Book Chapter","","Nick C. Ellis","","https://sites.lsa.umich.edu/nickellis-new/wp-content/uploads/sites/1284/2021/08/GriesDivjak_Ellis_Chapter2.pdf","… in that it is as quantitative as anything we have considered … use; and stage-like transitions due to underlying nonlinear pro… world'phenomenon (short path between any two nodes even …",""" Everything that can be counted does not necessarily count; everything that counts cannot necessarily be counted. "" (Albert Einstein)"
"A neural network model of learning mathematical equivalence","https://scispace.com/paper/a-neural-network-model-of-learning-mathematical-equivalence-j4xqi4id45","2014","Journal Article","Cognitive Science","Kevin W. Mickey
James L. McClelland","","https://escholarship.org/content/qt3xq6j3cs/qt3xq6j3cs.pdf","… The model demonstrated stage-like developmental … of mathematical equality: Comparative analysis of teacher guides … plorations in the microstructure of cognition (Vol. 1, pp. 318–362). …",""
"From similarity to uniqueness: Method and theory in comparative psychology","https://scispace.com/paper/from-similarity-to-uniqueness-method-and-theory-in-4gkm3da74d","2008","Book Chapter","","Ingar Brinck","10.4324/9780203889909-17","https://www.academia.edu/download/33395609/Learning_from_Animals_Chapter_8_1ST_PROOFS_2009.pdf","… what is special about human cognition. Using an experimental … evolution as cumulative and stage-like, adaptationism examines … qualitative differences in collaborative skills, culture, and …","Comparative psychology is a strongly interdisciplinary field that shares many of its experimental methods and observational techniques with ethology and developmental psychology. The great variety of theories that comparative psychology evokes to explain behavior generates a wide array of exciting and potentially fruitful accounts, but is also problematic. It increases the risk of error in the forms of inconsistent background assumptions, conceptual misunderstandings, unfalsifiable hypotheses and incoherent explanations, which in spite of perhaps being minor by themselves will impede scientific progress in the long run. Moreover, similarly to psychology at large, comparative psychology tends to emphasize empirical investigations to the disadvantage of the analysis and development of theories and concepts. Consequently, disagreements that have their roots elsewhere than in methodology and experimental design do not receive sufficient attention. Furthermore, while evidence about biological evolution (i.e., the behavior and cognition of ancient animals) is notoriously hard to find, the methodology for comparing the capacities of different species is under continuous development. This forces comparative psychology to rely on the adequacy of the theoretical and conceptual framework to a greater extent than normally in the empirical sciences. In view of investigating the background of the problems that contemporary comparative psychology is facing, the present chapter examines central parts of the methodology and explanatory framework of comparative psychology as well as its global objective. (Less)"
"Epistemic cognition in science","https://scispace.com/paper/epistemic-cognition-in-science-35pj9f27o1","2016","","","Andrew Elby
Chris Macrander
David Hammer","10.4324/9781315795225.CH8","https://www.researchgate.net/profile/Andrew-Elby/publication/320190736_Epistemic_Cognition_in_Science/links/59d3ccf94585150177f96c86/Epistemic-Cognition-in-Science.pdf","… epistemic cognition connects to productive approaches to learning … The stage-like progressions assumed in this early work … from universalist and comparative approaches and toward …",""
"Theories of cognitive development and learning and their implications for curriculum development and teaching","https://scispace.com/paper/8Ko17V-nacsJ","","","","S Strauss","","","… properties of stage-like development. For example, their … We can also use comparative terms, such as 'more', 'less' and '… about it and about our own cognition help foster learning. As a …",""
"The meaning of learning and knowing","https://scispace.com/paper/the-meaning-of-learning-and-knowing-ooqt5h713o","2010","Book","","Erik Jan van Rossum
Rebecca Hamer","","https://dspace.library.uu.nl/bitstream/handle/1874/43866/rossum.pdf?sequence=2&sa=U&ei=NXlkU4iwFea58AGY94CoDQ&ved=0CB4QFjAB&usg=AFQjCNFVoWD9qRD2k6AS9gLH8hIyhw4EzA","… shows not only the self but the path and its choices, the task and … , learning is seen in quantitative terms: learning more is … I think intelligence is the ability to learn easily (in the broadest …","The Meaning of Learning and Knowing contains three parts. In part 1 the authors describe their own six-stage developmental model of linked learning and teaching conceptions. This model is based on the written essays of over 600 students of higher education. The authors compare their model to five well known epistemological models (Ways of knowing of Baxter Magolda and Belenky et al., Orders of consciousness of Kegan, Epistemological theories of Kuhn and the scheme of intellectual development of Perry). In addition, the dimensions of the learning and teaching conceptions model are compared to more quantitative approaches to epistemology, referring to the EBQ of Schommer-Aikins, the ILS of Vermunt and Hofer’s personal theories. Through this the authors underpin their proposition that the model of learning and teaching conceptions provides a window onto a broader and more fundamental intellectual development that is of interest to society as well as to higher education. Finally, the authors link the empirically supported developmental epistemological model through possible developmental dynamics to a second tier of intellectual growth. Where the first five stages focus on learning to know, a second tier of five stages would seem to focus on learning to be. A second central proposition concerns the empirical evidence that teachers are none other than students grown up, implying that the developmental models developed within student thinking are equally valid for teacher thinking. The second part contains the empirical studies regarding the activating curriculum of the Hotelschool The Hague: Enterprising Learning. Longitudinal data of 224 students who experienced Enterprising Learning as well as the essays of 43 teachers of the Hotelschool who taught within this curriculum are the basis for an evaluation indicating that Enterprising Learning is more successful in facilitating epistemological growth than a traditional curriculum. In this section the authors explore in depth all the developments and in a separate section describe subtle in-category developments as well. The teacher data provided insight into teachers’ conceptions of learning and good teaching. The authors introduce two distinct types of destructive friction in education: disenchantment and nostalgia. In addition, while Enterprising Learning was more successful than the traditional curriculum, most of the students developed no more than one stage in four years and by far the majority remained less sophisticated than required in higher education. The distribution of the teachers’ learning conceptions found could provide a possible explanation for this relative lack of development, implying that to truly implement a developmental curriculum puts conditions on the epistemological sophistication of the teaching staff. In part 3 the consequences of student and teacher epistemological development on teaching and learning in higher education are discussed. Firstly, a case is made regarding the minimal epistemological sophistication that is necessary for higher education to attain its own espoused goal. Secondly, some avenues are explored regarding staff development: educating our educators. In the final chapter the main research questions are recapped, a number of more generic conclusions are drawn regarding the nature of the development and new avenues of research are proposed."
"Children′ s thinking: Cognitive development and individual differences","https://scispace.com/paper/ccVCTRV24_YJ","","","","DF Bjorklund","","","… In addition to describing developmental differences in cognition, … Or does representation develop in a stage-like manner, with the … But strictly quantitative changes in knowledge play a …",""
"Development of spatial cognition and cognitive development","https://scispace.com/paper/development-of-spatial-cognition-and-cognitive-development-7t5hd2cg6a","1982","Journal Article","New Directions for Child and Adolescent Development","Nora S. Newcombe","10.1002/CD.23219821508","","… (A fourth stage-like account, that children change with age in … More quantitative or continuous explanations of devel… One array of matchsticks is then rearranged to form a path with turns. …","Study of the development of spatial cognition has become a semiautonomous subfield in the study of cognitive development. But, as well as generating knowledge about the nature of spatial representation and behavior in children and adults, the study of spatial cognition raises fundamental, and perennial, questions about the nature of cognitive development and the methodology of cognitive-developmental research."
