"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment"
"Rapid change in lexical development in comprehension and production","https://scispace.com/paper/rapid-change-in-lexical-development-in-comprehension-and-baknfxbt3t","1992","Journal Article","Developmental Psychology","J. Steven Reznick
Beverly A. Goldfield","10.1037/0012-1649.28.3.406","","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses bi‑monthly comprehension scores to track each infant, identifies comprehension and production spurts, highlights timing variability across children, but does not compare step‑function versus gradual models.","Twenty-four infants were given word comprehension tests at 2-month intervals from 14 to 22 months. For each word, the child observed 2 slides and was prompted to look at 1 named by the experimenter. Visual fixation following the prompt was compared with fixation during a preprompt baseline to calculate a word comprehension score reflecting increase of attention to the referent independent of initial salience. The month-to-month change in comprehension scores revealed a spurt or surge for some but not all children, with the largest number of spurts occurring in the 20-22 month interval. For a subset of children (n=18), parents maintained diaries of spojen words. For a statistically significant number of children, the presence of a comprehension spurt was associated with the presence of a production spurt",""
"Vocabulary Development in Italian Children: A Longitudinal Evaluation of Quantitative and Qualitative Aspects.","https://scispace.com/paper/vocabulary-development-in-italian-children-a-longitudinal-4bpab56hys","2001","Journal Article","Journal of Child Language","Laura D'Odorico
Stefania Carubbi
Nicoletta Salerni
Vincenzo Calvo","10.1017/S0305000901004676","","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides monthly individual CDI data and spurt analysis across 42 Italian infants, highlighting variability but lacks fine‑grained daily measures and formal model comparisons.","In this study vocabulary development of a sample of 42 Italian children was evaluated through monthly administration of the Italian version of the CDI. Data collection started at 1;0-1;1 for 32 children and at 1;3-1;4 for the remaining subjects and continued until children's vocabulary reached 200 words. At fixed stages of vocabulary size (50, 100 and 200 words), individual differences in percentile scores and vocabulary composition were examined. Individual growth curves were analysed in order to verify the presence of a vocabulary spurt and the type of lexical items which contributed most to rapid acceleration in vocabulary growth. Stylistic differences in vocabulary composition were examined regarding the 'referential-expressive' distinction, controlling vocabulary size. Data have shown that general trends in vocabulary development are quite similar to those obtained for other languages using CDI adaptations. Moreover, all children in this sample eventually exhibited a vocabulary spurt, even if some can be defined as 'late spurters'. The type of lexical items which are learned during the spurt depend on both infant vocabulary size and referential score. About 28% of infants in this sample were defined 'referential' when their vocabulary size was about 50 words, but the stylistic differences disappeared at the 100- and 200-word stages. Composition of vocabulary did not differ in relation to precocity in reaching different stages of vocabulary development. The only exception was that infants who reached the 50-word stage first also had a vocabulary with a lower proportion of function words.",""
"Early lexical development: A new perspective of the naming explosion","https://scispace.com/paper/Mtuvo8ApkRgJ","","","","M Dapretto","","","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes naming explosion trajectories and highlights variability across children; uses longitudinal data but lacks daily/weekly granularity; does not compare step vs gradual models.","",""
"The language development of children with Down syndrome: First words to two-word phrases","https://scispace.com/paper/the-language-development-of-children-with-down-syndrome-34j7xc45k3","1994","Journal Article","Down Syndrome Research and Practice","Bonamy R Oliver
Sue Buckley","10.3104/REPORTS.33","https://scispace.com/pdf/the-language-development-of-children-with-down-syndrome-34j7xc45k3.pdf","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides month‑by‑month vocab counts for several children, notes spurt timing and variability, but lacks fine‑grained daily data and does not compare step‑function versus gradual models.","A longitudinal study was conducted to investigate the early language development of children with Down syndrome. Using parental records of their children's speech, the study investigated very early language development, from first words to the consolidation of two-word phrases. Seventeen children were studied, all with Down syndrome and the age range of these subjects when the study began was one year to four years. The mean age for reaching the ten word stage was 27.3 months, a delay of around 12 months. The results showed that the children with Down syndrome studied here learned very similar words to those of typically developing children. The results also indicated that, as with typically developing children, some children with Down syndrome experienced a vocabulary explosion. The mean age for this language explosion was 30 months, with a mean vocabulary of 24.4 words. However, it was clear that there was a wide range of individual differences with some children showing no explosion. The mean age for two-word phrase consolidation was 36.9 months, suggesting a delay of around 18 months. The results indicated that, having reached the ten word stage, children with Down syndrome proceed in their language development at a slower rate to a two-word stage than typically developing children. Detailed individual profiles are included to illustrate the wide range of individual differences observed in the rate of language acquisition in this group.",""
"The development of early vocabulary networks","https://scispace.com/paper/8-16T1dF26gJ","","","","JAF Kalinowski","","https://ediss.uni-goettingen.de/bitstream/handle/11858/16342/Dissertation_Kalinowski_TheDevelopmentOfEarlyVocabularyNetworks.pdf?sequence=1&isAllowed=y","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes spurt leading to 200‑word size; discusses timing variability across children; uses longitudinal dataset but lacks fine‑grained daily/weekly data; no step‑vs‑gradual model comparison.","",""
"Rapid Word Learning in Trilingual Children: One Spurt or Three?","https://scispace.com/paper/rapid-word-learning-in-trilingual-children-one-spurt-or-nl931wb54b","2016","","","Aaron Albin
Lisa Gershkoff-Stowe","","https://scispace.comwww.lingref.com/cpp/gasla/13/paper3272.pdf","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes multiple spurt patterns in trilingual children, highlighting individual variability; discusses abrupt vs gradual models without direct comparison; lacks fine‑grained daily data per child.","Longitudinal studies that chart the nature and use of children's earliest words consistently note a common pattern of development. Children start out slowly adding one word at a time but then show a sudden acceleration in the rate of learning towards the end of the second year (Bates et al., 1994; Bates, Bretherton, & Snyder, 1988; Bloom, 1973; Dromi, 1987; Gershkoff-Stowe & Smith, 1997; Mervis & Bertrand, 1994). To illustrate, a child with a typical trajectory might produce approximately 10 words at 12 months, 50 words at 18 months, and 500 words at 24 months (Fenson et al., 1994). This translates to a rate of 0.83 words/month from 0-12 months, 6.67 words/month from 12-18 months, and 75 words per month from 18-24 months. In this hypothetical example, the acceleration in rate is exponential, since the change from 0.83 to 6.67 is an 800% increase, and the change from 6.67 to 75 is a 1125% increase. This 'explosion' in the size of a child's productive lexicon is commonly referred to as the vocabulary spurt. Why the vocabulary spurt occurs, and what metric should be used to identify it, are issues that have been extensively debated in the literature. Indeed, whether the phenomenon exists at all is still a matter of controversy. One problem is that not all children experience a spurt. For example, Goldfield & Reznick (1990) used maternal diaries to track the lexical development of 18 children, beginning when they were 14 months of age until each child reached the 75-word mark. They found considerable variation in individual growth curves, with some children showing a steady, linear increase in new word acquisitions and others exhibiting the sharp increase characteristic of the spurt. A second problem is that a lexical spurt may not be limited to a particular developmental period. For instance, in a recent study, Dandurand & Shultz (2011) used densely-recorded observations to detect statistically significant shifts in linearity in the vocabulary data of 20 children. Parents kept daily records of their children's vocabulary acquisitions beginning at 15 months of age until each child reached the 90-word mark. Using a technique based on Functional Data Analysis, Dandurand & Shultz found that most children experienced multiple spurts at different ages and of varying degrees of intensity. Finally, a third problem associated with studying the vocabulary spurt concerns the methods researchers use to detect nonlinearities in children's word learning. Bloom (2000) has argued that changes in vocabulary growth reflect a gradual continuous increase in the number of words acquired rather than an abrupt change in rate. Furthermore, the criteria used for detecting a vocabulary spurt, according to Bloom, lack objectivity and precision. For example, many researchers require children to attain some arbitrary number of words (e.g., 10 new object words in a 3-week period) rather than to assess the rate of change itself. A similar argument has been made by Ganger & Brent (2004) who questioned whether a 'spurt' refers to a nonlinearity in the overall size of the child's lexicon or in the rate of word learning.",""
"A Look into Vocabulary Spurt in a Typically Developing Child and a Child with a Developmental Language Disorder","https://scispace.com/paper/a-look-into-vocabulary-spurt-in-a-typically-developing-child-30kxxs9u6n","2014","","","Abiot Yenealem Derbie","","","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses CLAN to track each child's lexicon over months, confirming a spurt in the TD child and denying it in the DLD child; no step‑function vs gradual model comparison; contrasts two individual cases, highlighting variability.","Vocabulary spurt is a swift increase of lexicon in the process of language acquisition of children‟s. The goal of the present research, thus, was to test the replicability and refutability of the claim in both typically and atypically developing children‟s. For this, one typically developing child and one child with developmental language disorder from Child Language Data Exchange System/CHILDES (MacWhinney, 2000) were taken. The data was longitudinal. Computerized Language Analysis (CLAN) v.30 for Windows was employed to analyze the non-elicited spontaneous speech of the typically developing child and the child with developmental language disorder. Number of lexicon across age (in months) was calculated. Based on observed regression line of number of lexicon produced, the present study unveils the existence of VS in typically developing child, while the presence of VS in the child with developmental language disorder is refuted.",""
"Lexical acceleration coincides with the onset of combinatorial speech","https://scispace.com/paper/lexical-acceleration-coincides-with-the-onset-of-4h11qlw0ow","1998","Journal Article","Language","Moshe Anisfeld
Erica S. Rosenberg
Mara J. Hoberman
Don Gasparini","10.1177/014272379801805303","","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides weekly individual vocab counts for 5 children, showing lexical acceleration aligned with word‑combination onset; lacks explicit naming‑explosion framing and no step‑vs‑gradual model comparison, though notes timing differences across children.","Five children whose ages at the beginning of the study ranged from 12 to 17 months were observed weekly for 8-10 months. For each subject the cumulative numbers of both new words and new word- combinations were plotted as a function of week of observation. An exponential function was fitted to the lexical curves, and lexical acceleration was defined as an upward deviation of the observed curves from the fitted curves. It was found that lexical accelerations occurred at the time the subjects began to produce word- combinations. It is suggested that combinatorial speech, requiring greater specificity of expression (than holophrastic speech), motivates the learning of new words. At the same time, the sensitivity to sentential speech facilitates the mapping of word meanings.",""
"Object naming, vocabulary growth, and the development of word retrieval abilities","https://scispace.com/paper/object-naming-vocabulary-growth-and-the-development-of-word-1x2dq6u2qw","2002","Journal Article","Journal of Memory and Language","Lisa Gershkoff-Stowe","10.1006/JMLA.2001.2830","","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses detailed longitudinal tracking of children's vocabularies to examine naming explosions; identifies spurt timing but lacks fine‑grained daily data and formal step‑vs‑gradual model comparison, though it notes variability across children.","",""
"Análisis de la explosión del vocabulario en infantes hispano hablantes","https://scispace.com/paper/analisis-de-la-explosion-del-vocabulario-en-infantes-hispano-1q0zzy23yn","2015","Journal Article","Revista de Psicología y Ciencias del Comportamiento de la Unidad Académica de Ciencias Jurídicas y Sociales","Eduardo Hernández Padilla
Elda Alicia Alva Canto","10.29365/RPCC.20150529-35","https://scispace.com/pdf/analisis-de-la-explosion-del-vocabulario-en-infantes-hispano-1q0zzy23yn.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a 10‑new‑noun definition to examine naming explosions in Spanish‑speaking infants, but lacks fine‑grained, long‑term individual trajectories and does not compare step‑function versus gradual models; mentions variability across children only briefly.","The vocabulary spurt produced by eight infants was registered weekly during a 16-months period and analyzed. The verbal utterances of the infants were observed and recorded during everyday activities in natural surroundings. The results confirm the occurrence of vocabulary spurts in all the subjects. The children were divided into two groups, those of high production and those of low production. The differences in patterns of response were noted from the age of 27/28 months and suggest different word learning strategies in the two groups. The results support the apparent universality of the vocabulary spurt.",""
"The size and composition of the productive holophrastic lexicon: German–Italian bilingual acquisition vs. Italian monolingual acquisition","https://scispace.com/paper/the-size-and-composition-of-the-productive-holophrastic-52hbjze38o","2011","Journal Article","International Journal of Bilingual Education and Bilingualism","Astrid Klammler
Stefan Schneider","10.1080/13670051003692840","","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses detailed weekly observations of two children to track word counts; identifies a clear vocabulary spurt after 50 words; does not compare step‑function vs gradual models; contrasts bilingual and monolingual trajectories, highlighting some individual variation.","In the present study, the natural and simultaneous first language acquisition of a German–Italian bilingual boy and an Italian monolingual girl from 1;8 to 2;1 are analyzed and compared. The investigation focuses on the rate of acquisition and the size and composition of the productive lexicons. At the end of the observation period, the bilingual boy has acquired twice as many words as the monolingual child. The rate of acquisition of both children markedly increases (vocabulary spurt) after their lexicons have reached the size of 50 words. The data reveal a noun preference (noun bias) in the lexicons of the bilingual and the monolingual child. The comparison of the Italian lexicons of the bilingual child and of the monolingual child do not show striking differences regarding word categories. In both lexicons, common nouns, proper nouns, and onomatopoeic words are the most important word categories, whereas verbs play a marginal role.",""
"The Reorganization of Communicative Behaviors around the Onset of the Vocabulary Spurt: A Dynamic Systems Approach","https://scispace.com/paper/the-reorganization-of-communicative-behaviors-around-the-2n81fgkxjh","2008","","","Meaghan V. Parladé","","","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses detailed home video recordings to pinpoint spurt timing and behavioral reorganization. Shows greater system instability for infants with larger vocabulary jumps, but lacks fine‑grained longitudinal counts and model comparisons.","This study investigated the reorganization of communicative behaviors during the window of time surrounding the vocabulary spurt by considering the relationship between language, gesture, and affect as the communicative system undergoes a period of instability. Eighteen typically developing infants were videotaped with a primary caregiver at home one month before, at, and one month after the onset of the vocabulary spurt. There were significant differences between the vocabulary spurt session and surrounding sessions in terms of the production and temporal patterning of expressive behaviors. Specifically, the coordination of communicative behaviors occurred less frequently; speech was particularly unlikely to appear in coordination with other behaviors; and the use of earlier well-practiced configurations (e.g., affect combined with meaningless vocalizations) increased specifically at the spurt session. In addition, infants who experienced a more dramatic transition in vocabulary development showed evidence of greater system-wide instability at the vocabulary spurt onset. Findings underscore the importance of examining the communicative system as a whole and using a milestone-based dynamic systems approach to studying developmental change.",""
"Vocabulary growth in late talkers: Lexical development from 2; 0 to 3; 0","https://scispace.com/paper/0g3emfId1fwJ","","","","L Rescorla
J Mirak
L Singh","","https://repository.brynmawr.edu/cgi/viewcontent.cgi?article=1008&context=psych_pubs","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses longitudinal vocab counts from 2;0‑3;0, notes naming explosion, but lacks fine‑grained daily data and formal step‑vs‑gradual model comparison; mentions variability across children.","",""
"Aquisição lexical inicial por crianças falantes de português brasileiro: discussão do fênomeno da explosão do vocabulário e da atuação da hipótese do viés nominal","https://scispace.com/paper/aquisicao-lexical-inicial-por-criancas-falantes-de-portugues-2mooa85k1k","2008","Dissertation","","Deisi Cristina Gollo Marques Vidor","","https://scispace.com/pdf/aquisicao-lexical-inicial-por-criancas-falantes-de-portugues-2mooa85k1k.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses semi‑annual lexical counts from a single child to show a pre‑2‑year vocabulary explosion, but lacks fine‑grained daily data, model comparisons, or cross‑child variability.","O presente estudo integra-se as pesquisas realizadas no CEAAL - Centro de Estudos sobre Aquisicao e Aprendizagem da Linguagem da PUCRS, discutindo a aquisicao do lexico por criancas falantes de portugues brasileiro. Especificamente, este estudo visa a responder sobre a existencia do fenomeno de explosao de vocabulario (e a idade em que o mesmo acontece) e a atuacao da hipotese do vies nominal durante a aquisicao lexical inicial nesta lingua especifica. Para isso, foram analisados dados coletados em audio de quatro criancas monolingues, com idades entre um e tres anos, de forma longitudinal. Esses dados foram transcritos, classificados e analisados linguistica e estatisticamente, a fim de caracterizar o lexico inicial destas criancas. No que se refere a explosao de vocabulario, constatou-se que a maioria das criancas estudadas apresentou esse periodo de crescimento vertiginoso no numero de itens lexicais em torno dos dois anos de idade, quando seus vocabularios variavam entre 0-100 palavras. Caracteristicamente, este fenomeno foi marcado por um aumento nas palavras de conteudo, em especial da classe dos substantivos. Quanto a hipotese do vies nominal, os dados desta pesquisa apontam para a atuacao da versao fraca desta hipotese, caracterizada pela prevalencia de substantivos em relacao aos verbos nos periodos iniciais de aquisicao lexical. Com isso, corroboram-se os achados descritos na literatura para outras linguas, em especial as ocidentais, e busca-se ampliar a discussao da aquisicao lexical atraves de dados do portugues brasileiro que possam fomentar a discussao a respeito do que e universal e do que e especifico de cada lingua no processo de aquisicao da linguagem",""
"Word-Spurt: A Milestone in Early Language Development——A Longitudinal Study on Five Mandarin-Speaking Children","https://scispace.com/paper/word-spurt-a-milestone-in-early-language-development-a-qjr8u1hpv4rh","","","","Zeng Tao
Duan Niuniu","10.16719/j.cnki.1671-6981.2014.03.004","","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses longitudinal tracking of five Mandarin children to identify a vocabulary spurt around 18 months; provides aggregate timing but lacks daily/weekly granularity and model comparisons, yet notes variability across children.","本文通过对五名汉语儿童的长期跟踪调查,旨在从词汇增长、句法出现和语义发展三方面发掘词汇飞跃时期儿童的语言特征.结果显示:儿童在18个月左右词汇迅猛增长,出现词汇飞跃现象;标志句法出现的词语组合和词汇飞跃在时间上紧密相连;词汇飞跃期儿童语义发展显著,体现为过度延伸词的逐渐减少及下位层次词的逐渐增加.词汇飞跃是汉语儿童早期语言发展的里程碑,表明其在词汇、句法和语义多个语言层面的飞跃.",""
