"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Emergence of complex dynamics of choice due to repeated exposures to extinction learning","https://scispace.com/paper/emergence-of-complex-dynamics-of-choice-due-to-repeated-2bmiv1qjbp","2021","Posted Content","bioRxiv","José R. Donoso
Julian Packheiser
Roland Pusch
Zhiyin Lederer
Thomas Walther
Metin Uengoer
Harald Lachnit
Onur Güntürkün
Sen Cheng","10.1101/2020.04.17.046136","https://link.springer.com/content/pdf/10.1007/s10071-021-01521-4.pdf","… Here, we studied the behavior of pigeons across several … (1) during extinction, pigeons preferred the unrewarded alternative … importance of studying the trial-by-trial dynamics of learning …","Extinction learning, the process of ceasing an acquired behavior in response to altered reinforcement contingencies, is not only essential for survival in a changing environment, but also plays a fundamental role in the treatment of pathological behaviors. During therapy and other forms of training involving extinction, subjects are typically exposed to several sessions with a similar structure. The effects of this repeated exposure are not well understood. Here, we studied the behavior of pigeons across several sessions of a discrimination learning task in context A, extinction in context B, and a return to context A to test the context-dependent return of the learned responses (ABA renewal). By focusing on individual learning curves across animals, we uncovered a session-dependent variability of behavior: (1) During extinction, pigeons preferred the unrewarded alternative choice in one-third of the sessions, predominantly during the first one. (2) In later sessions, abrupt transitions of behavior at the onset of context B emerged, and (3) the renewal effect decayed as sessions progressed. We show that the observed results can be parsimoniously accounted for by a computational model based only on associative learning between stimuli and actions. Our work thus demonstrates the critical importance of studying the trial-by-trial dynamics of learning in individual sessions, and the power of 9simple9 associative learning processes."
"Acquisition of peak responding: what is learned?","https://scispace.com/paper/acquisition-of-peak-responding-what-is-learned-14cnbhou8p","2009","Journal Article","Behavioural Processes","Fuat Balcı
Charles R. Gallistel
Brian D. Allen
Krystal M. Frank
Jacqueline M. Gibson
Daniela Brunner","10.1016/J.BEPROC.2008.09.010","https://pmc.ncbi.nlm.nih.gov/articles/PMC2634850/pdf/nihms89341.pdf","… the conditioning … trial-by-trial analysis, they depend on the more basic start and stop values (spread = stop-start and peak = (start + stop)/2), which we estimated using a change-point …",""
"The acquisition of conditioned responding.","https://scispace.com/paper/the-acquisition-of-conditioned-responding-4yoif5fddc","2011","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Justin A. Harris","10.1037/A0021883","https://scholar.archive.org/work/uudpddbqavfafbtjkujuiwufsm/access/wayback/http://ses.library.usyd.edu.au/bitstream/2123/7782/2/Harris%20JEPABP%20vol37%20pp151_164%20Acquisition%20of%20CR.pdf","… for these trial-by-trial elevation scores for each individual rat. Two … change point was identified for each rat (very occasionally the most significant change point would occur when the rat's …","This report analyzes the acquisition of conditioned responses in rats trained in a magazine approach paradigm. Following the suggestion by Gallistel, Fairhurst, and Balsam (2004), Weibull functions were fitted to the trial-by-trial response rates of individual rats. These showed that the emergence of responding was often delayed, after which the response rate would increase relatively gradually across trials. The fit of the Weibull function to the behavioral data of each rat was equaled by that of a cumulative exponential function incorporating a response threshold. Thus, the growth in conditioning strength on each trial can be modeled by the derivative of the exponential--a difference term of the form used in many models of associative learning (e.g., Rescorla & Wagner, 1972). Further analyses, comparing the acquisition of responding with a continuously reinforced stimulus (CRf) and a partially reinforced stimulus (PRf), provided further evidence in support of the difference term. In conclusion, the results are consistent with conventional models that describe learning as the growth of associative strength, incremented on each trial by an error-correction process."
"Deconstructing the law of effect","https://scispace.com/paper/deconstructing-the-law-of-effect-5767p1o6j8","2005","Journal Article","Games and Economic Behavior","Charles R. Gallistel","10.1016/J.GEB.2004.06.012","https://www.academia.edu/download/72397120/DeconLawEffect.pdf","… our experiment were rats with … change-point (probability density versus session time). We took the location of the mode of the probability density function for the behavioral change point …",""
"Learning to decide: a neurocognitive perspective in rats: the role of rat prefrontal noradrenaline in adaptive behavior","https://scispace.com/paper/bFjidjUf7YYJ","","","","H Plat","","https://theses.hal.science/tel-05457529/file/PLAT_HADRIEN_2025.pdf","… We show that rat behavior is best explained by a metareinforcement learning model with volatility-dependent learning rates, that orbitofrontal noradrenaline seems to track these …",""
"Mice take calculated risks","https://scispace.com/paper/mice-take-calculated-risks-2n2ahw3u5b","2012","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Aaron Kheifets
Charles R. Gallistel","10.1073/PNAS.1205131109","https://www.pnas.org/doi/pdf/10.1073/pnas.1205131109","… the experienced sequence into trials before a change and trials after a change, with the new estimate of p S based only on the relatively few trials between the estimated change point …","Animals successfully navigate the world despite having only incomplete information about behaviorally important contingencies. It is an open question to what degree this behavior is driven by estimates of stochastic parameters (brain-constructed models of the experienced world) and to what degree it is directed by reinforcement-driven processes that optimize behavior in the limit without estimating stochastic parameters (model-free adaptation processes, such as associative learning). We find that mice adjust their behavior in response to a change in probability more quickly and abruptly than can be explained by differential reinforcement. Our results imply that mice represent probabilities and perform calculations over them to optimize their behavior, even when the optimization produces negligible material gain."
"Kinetics of matching.","https://scispace.com/paper/kinetics-of-matching-2hqetaux31","1994","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Terence A. Mark
Charles R. Gallistel","10.1037/0097-7403.20.1.79","","Six male rats responded on concurrent variable interval (VI) schedules of brain stimulation reward in 2-trial sessions. Between trials, there was a 16-fold reversal in the relative rate of …","Rats responded on concurrent variable interval schedules of brain stimulation reward in 2-trial sessions. Between trials, there was a 16-fold reversal in the relative rate of reward. In successive, narrow time windows, the authors compared the ratio of the times spent on the 2 levers to the ratio of the rewards received. Time-allocation ratios tracked wide, random fluctuations in the reward ratio. The adjustment to the midsession reversal in relative rate of reward was largely completed within 1 interreward interval on the leaner schedule. Both results were unaffected by a 16-fold change in the combined rates of reward. The large, rapid, scale-invariant shifts in time-allocation ratios that underlie matching behavior imply that the subjective relative rate of reward can be determined by a very few of the most recent interreward intervals and that this estimate can directly determine the ratio of the expected stay durations."
"Cognitive assessment of mice strains heterozygous for cell-adhesion genes reveals strain-specific alterations in timing","https://scispace.com/paper/cognitive-assessment-of-mice-strains-heterozygous-for-cell-1jkjru6ole","2014","Journal Article","Philosophical Transactions of the Royal Society B","Charles R. Gallistel
Valter Tucci
Patrick M. Nolan
Melitta Schachner
Igor Jakovcevski
Aaron Kheifets
Luendro Barboza","10.1098/RSTB.2012.0464","","… measures from cumulative records of trial-by-trial statistics. For instrumental conditioning, it is the … The first positive change point in the probability of circadian anticipatory activity was …","We used a fully automated system for the behavioural measurement of physiologically meaningful properties of basic mechanisms of cognition to test two strains of heterozygous mutant mice, Bfc (batface) and L1, and their wild-type littermate controls. Both of the target genes are involved in the establishment and maintenance of synapses. We find that the Bfc heterozygotes show reduced precision in their representation of interval duration, whereas the L1 heterozygotes show increased precision. These effects are functionally specific, because many other measures made on the same mice are unaffected, namely: the accuracy of matching temporal investment ratios to income ratios in a matching protocol, the rate of instrumental and classical conditioning, the latency to initiate a cued instrumental response, the trials on task and the impulsivity in a switch paradigm, the accuracy with which mice adjust timed switches to changes in the temporal constraints, the days to acquisition, and mean onset time and onset variability in the circadian anticipation of food availability."
"Is matching innate?","https://scispace.com/paper/is-matching-innate-rcw4xumls2","2007","Journal Article","Journal of the Experimental Analysis of Behavior","Charles R. Gallistel
Adam Philip King
Daniel A. Gottlieb
Fuat Balcı
E. B. Papachristos
Matthew Szalecki
Kimberly S. Carbone","10.1901/JEAB.2007.92-05","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1901/jeab.2007.92-05","… (Keller & Gollub; Leon & Gallistel), which means that increasing … We used the change-point algorithm to parse the cumulative … points found by the change-point algorithm with a logit …","Experimentally naive mice matched the proportions of their temporal investments (visit durations) in two feeding hoppers to the proportions of the food income (pellets per unit session time) derived from them in three experiments that varied the coupling between the behavioral investment and food income, from no coupling to strict coupling. Matching was observed from the outset; it did not improve with training. When the numbers of pellets received were proportional to time invested, investment was unstable, swinging abruptly from sustained, almost complete investment in one hopper, to sustained, almost complete investment in the other—in the absence of appropriate local fluctuations in returns (pellets obtained per time invested). The abruptness of the swings strongly constrains possible models. We suggest that matching reflects an innate (unconditioned) program that matches the ratio of expected visit durations to the ratio between the current estimates of expected incomes. A model that processes the income stream looking for changes in the income and generates discontinuous income estimates when a change is detected is shown to account for salient features of the data."
"Complex dynamics of choice during operant extinction and a “simple” associative learning account","https://scispace.com/paper/complex-dynamics-of-choice-during-operant-extinction-and-a-6nbm0a67z2","2020","Posted Content","bioRxiv","José R. Donoso
Julian Packheiser
Roland Pusch
Zhiyin Lederer
Thomas Walther
Onur Güntürkün
Sen Cheng","10.1101/2020.04.17.046136","https://www.biorxiv.org/content/10.1101/2020.04.17.046136.full.pdf","… the critical importance of studying the trial-by-trial dynamics of learning in … pigeon-model, showing strong preference for the alternative choice (sessions 1 and 4), an abrupt transition at …","Extinction learning, the process of ceasing an acquired behavior in response to altered reinforcement contingencies, is essential for survival in a changing environment. So far, research has mostly neglected the learning dynamics and variability of behavior during extinction learning and instead focused on a few response types that were studied by population averages. Here, we take a different approach by analyzing the trial-by-trial dynamics of operant extinction learning in both pigeons and a computational model. The task involved discriminant operant conditioning in context A, extinction in context B, and a return to context A to test the context-dependent return of the conditioned response (ABA renewal). By studying single learning curves across animals under repeated sessions of this paradigm, we uncovered a rich variability of behavior during extinction learning: (1) Pigeons prefer the unrewarded alternative choice in one-third of the sessions, predominantly during the very first extinction session an animal encountered. (2) In later sessions, abrupt transitions of behavior at the onset of context B emerge, and (3) the renewal effect decays as sessions progress. While these results could be interpreted in terms of rule learning mechanisms, we show that they can be parsimoniously accounted for by a computational model based only on associative learning between stimuli and actions. Our work thus demonstrates the critical importance of studying the trial-by-trial dynamics of learning in individual sessions, and the unexpected power of simple associative learning processes."
