"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Implicit learning.","https://scispace.com/paper/implicit-learning-1iozqi9v","2022","Book Chapter","","Ángela Lara García","10.1093/oso/9780197501573.003.0001","https://scholar.archive.org/work/red3kywezfhfxafs7aamdgudnm/access/wayback/http://www.wjh.harvard.edu/~pal/pdfs/pdfs/seger94.pdf","… is that the knowledge gained in implicit learning is not fully … of artificial grammar learning, subjects typically study 15–25 … of sequence learning involve spatially separate stimulus …","Abstract This chapter presents a broad-based overview of the history of implicit learning and related functions. It focuses on the work of Arthur S. Reber, who carried out the first experiments in the middle 1960s (hence the subtitle of the volume) examining the process by which knowledge of a complexly structured domain, in this case an artificial grammar, comes to be acquired without awareness of either the process or the products of learning. In addition, it outlines how these studies slowly became highly cited ones and how they link up with a variety of other domains in the social sciences. Importantly, it delves into how the study of the cognitive unconscious fits within classic models of evolutionary biology and blends easily with the cellular basis of consciousness, a recently proposed theory by Reber that ties together implicit functions with the origins of minds, arguing that feelings, awareness, and sentience are an inherent feature of all life. "
"The neuroscience of implicit learning","https://scispace.com/paper/the-neuroscience-of-implicit-learning-1j4ifs0pla","2020","Journal Article","Language Learning","John N. Williams","10.1111/LANG.12405","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/lang.12405","… : artificial grammar learning (AGL), sequence learning, and … in AGL studies is not entirely driven by implicit knowledge. In … show intact PD sequence learning under specific procedural …",""
"Implicit learning and reading: Insights from typical children and children with developmental dyslexia using the artificial grammar learning (AGL) paradigm","https://scispace.com/paper/implicit-learning-and-reading-insights-from-typical-children-441mdvypo2","2014","Journal Article","Research in Developmental Disabilities","Elpis V. Pavlidou
Elpis V. Pavlidou
Joanne Williams","10.1016/J.RIDD.2014.03.040","https://www.academia.edu/download/33608841/Pavlidou_et_al._2014.pdf","We examined implicit learning in school-aged children with and without developmental dyslexia based on the proposal that implicit learning plays a significant role in mastering fluent …",""
"Awareness and learning under incidental learning conditions","https://scispace.com/paper/awareness-and-learning-under-incidental-learning-conditions-18jhtsd0xt","2017","Journal Article","Language Awareness","John Rogers","10.1080/09658416.2017.1287711","https://www.researchgate.net/profile/John-Rogers-14/publication/313863814_Awareness_and_learning_under_incidental_learning_conditions/links/5bab0ff4299bf13e604c9c76/Awareness-and-learning-under-incidental-learning-conditions.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail&_rtd=e30%3D","… both implicit and explicit knowledge from incidental exposure. … an artificial grammar results in a largely tacit knowledge base (… to stress that the present study represents a single data-set, …","Recent years have witnessed a strong and increasing interest in the incidental learning of second language grammar. While much of this research has focused on the acquisition of second language word order or noun-determiner systems, relatively fewer studies have examined the learning of second language morphology. Results of studies that have examined the incidental learning of case-marking systems in particular have indicated that participants developed some, but not very much, knowledge of the target case-markers and, further, that the resulting knowledge from this exposure was partly implicit and partly explicit in nature. The present experiment set out to build upon the previous research in this area with the aim of taking a finer-grained look at the subjective measures used to assess implicit and explicit knowledge.In the present experiment, participants were trained on a semi-artificial language system under incidental learning conditions. Learning was measured via a grammaticality judgement..."
"The self-organising consciousness: A framework for implicit learning","https://scispace.com/paper/WoCHleSdZ_gJ","","","","P Perruchet
A Vinter","","","… 487) concluded:"" We view sequence learning as occurring in … To summarise:(1) empirical data provide evidence of a close … for the formation of specific representations. As is the case for …",""
"Defining consciousness in the context of incidental sequence learning: Theoretical considerations and empirical implications","https://scispace.com/paper/defining-consciousness-in-the-context-of-incidental-sequence-21k5un7jzn","2010","Journal Article","Psychological Research-psychologische Forschung","Dennis Rünger
Peter A. Frensch","10.1007/S00426-008-0225-8","https://www.academia.edu/download/45682062/Runger_D.__Frensch_P._A._Defining_consci20160516-21628-sys8yu.pdf","… surrounding consciousness in the implicit learning literature (eg, … conscious sequence knowledge thus defined, a participant’s … mental contents as conscious that an individual can report …","The notion that sequential regularities can be learned implicitly without ensuing conscious knowledge has sparked off a prolific research program within cognitive psychology. However, there is continuing dissent among researchers about the very existence of the phenomenon. This is, at least in part, due to a failure to ground research on implicit sequence learning in conceptual definitions of “consciousness” and “conscious sequence knowledge.” In this article the authors take up a definition of consciousness according to which conscious mental contents are characterized by their global availability to cognitive processes (e.g., Baars in: A cognitive theory of consciousness Cambridge University Press, 1988; in: In the theater of consciousness: the workspace of the mind Oxford University Press, 1997). It is argued that unlike recognition tests or generate tasks, verbal report is a sensitive and specific measure of conscious (i.e., globally available) sequence knowledge. Finally, it is shown that the choice between two commonly used measures of conscious sequence knowledge can profoundly affect the outcome of a sequence learning experiment."
"What triggers explicit awareness in implicit sequence learning? Implications from theories of consciousness","https://scispace.com/paper/what-triggers-explicit-awareness-in-implicit-sequence-g5ls94e2r5","2021","Journal Article","Psychological Research-psychologische Forschung","Sarah Esser
Clarissa Lustig
Hilde Haider","10.1007/S00426-021-01594-3","https://link.springer.com/content/pdf/10.1007/s00426-021-01594-3.pdf","… , conscious knowledge can arise in an implicit learning situation… situations in which individuals learn sequential deterministic … data on the transition from implicit to explicit knowledge. We …","This article aims to continue the debate on how explicit, conscious knowledge can arise in an implicit learning situation. We review hitherto existing theoretical views and evaluate their compatibility with two current, successful scientific concepts of consciousness: The Global Workspace Theory and Higher-Order Thought Theories. In this context, we introduce the Unexpected Event Hypothesis (Frensch et al., Attention and implicit learning, John Benjamins Publishing Company, 2003) in an elaborated form and discuss its advantage in explaining the emergence of conscious knowledge in an implicit learning situation."
"Extrapolating from reaction times of acceptability judgments to implicit and explicit learning in artificial grammar learning experiments","https://scispace.com/paper/FrONpn6wFd4J","","","","TY Chen","","https://lngproc.hss.nthu.edu.tw/www/files/2024_Chen_Festschrift.pdf","… the awareness of acquired linguistic knowledge in adult AGL … individual AGL studies that are the sources of our data used … RT as the awareness measure, implicit learning means a …",""
"The role of implicit learning in L2 morphosyntax: an artificial-grammar language learning experiment","https://scispace.com/paper/Ves7UPEs_N4J","","","","Y Yang","","https://ora.ox.ac.uk/objects/uuid:fbad95c8-dee5-4fb4-ace8-5fca013eadf8/files/dvh53ww606","… specific research questions that motivated the present study … measure participants’ awareness of learning (This study will be … The concurrent data gathered showed no implicit learning …",""
"Theories of artificial grammar learning.","https://scispace.com/paper/theories-of-artificial-grammar-learning-z6dj6o16vw","2007","Journal Article","Psychological Bulletin","Emmanuel M. Pothos","10.1037/0033-2909.133.2.227","https://www.researchgate.net/profile/Emmanuel-Pothos/publication/6467360_Theories_of_Artificial_Grammar_Learning/links/544f800e0cf26dda08915156/Theories-of-Artificial-Grammar-Learning.pdf","… and neuroscience data. The author concludes that satisfactory … of knowledge we already have, whereas implicit learning … demonstrations of AGL with amnesic individuals that we can …","Artificial grammar learning (AGL) is one of the most commonly used paradigms for the study of implicit learning and the contrast between rules, similarity, and associative learning. Despite five decades of extensive research, however, a satisfactory theoretical consensus has not been forthcoming. Theoretical accounts of AGL are reviewed, together with relevant human experimental and neuroscience data. The author concludes that satisfactory understanding of AGL requires (a) an understanding of implicit knowledge as knowledge that is not consciously activated at the time of a cognitive operation; this could be because the corresponding representations are impoverished or they cannot be concurrently supported in working memory with other representations or operations, and (b) adopting a frequency-independent view of rule knowledge and contrasting rule knowledge with specific similarity and associative learning (co-occurrence) knowledge."
