"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Analysis and Design of Behavioral Experiments to Characterize Population Learning","https://scispace.com/paper/analysis-and-design-of-behavioral-experiments-to-308o17yt5m","2005","Journal Article","Journal of Neurophysiology","Anne C. Smith
Mark R. Stefani
Bita Moghaddam
Emery N. Brown","10.1152/JN.00765.2004","https://scispace.com/pdf/analysis-and-design-of-behavioral-experiments-to-308o17yt5m.pdf","In population learning studies, between-subject response differences are an important source of variance that must be characterized to identify accurately the features of the learning process commo...","Title: Analysis and Design of Behavioral Experiments to Characterize Population Learning Authors: Anne C Smith,Mark R Stefani,Bita Moghaddam,Emery N Brown INTRODUCTION:
 Two important challenges are at the center of research to accurately characterize learning as a dynamic process from performance measures recorded in behavioral experiments. First, the most common performance measure is the subject's binary sequence of correct and incorrect responses recorded across the trials in the experiment. Learning is established by using the sequence of trial responses to show that the subject can perform the previously unfamiliar task with a greater reliability than would be expected by chance. Developing optimal algorithms to characterize learning from binary responses is an active research question . INTRODUCTION:
 Second, significant between-subject variation in responses is typical in learning studies. As a consequence, learning experiments often require multiple subjects to execute the same task to characterize the features of the learning process common to the population . Instead of formally characterizing between-and within-subject variation, current analyses of population learning compute only simple proportions of correct responses within a fixed number of trials, across multiple subjects. Furthermore, these analyses use definitions of learning that have been shown to be suboptimal ). These shortcomings of current population analyses of learning have not been addressed. INTRODUCTION:
 Use of random effect models to estimate population and individual characteristics from the time series measurements of multiple subjects executing the same protocol is an established paradigm in statistics . For learning studies, the random effects approach offers an efficient way to estimate the population curve, as well the individual learning curve for each subject. Although random-effects models have been widely applied in medical, epidemiological, and sample survey research, they have not been used to analyze population learning in behavioral experiments. INTRODUCTION:
 We introduced a state-space framework for conducting dynamic analyses of learning in behavioral experiments from time series of binary responses . The framework provided an estimate of the learning curve and its confidence intervals, gave a precise definition of the learning trial, and characterized learning more accurately and reliably in simulated and actual learning experiments than several currently accepted methods. To develop a dynamic approach to characterize simultaneously population and individual learning performance from time series of binary responses, we extend this framework by defining a state-space model with random effects. We present definitions of the learning curve, learning trial and the ideal observer curve for the population and individuals, and dynamic estimates of between-and within-group differences in learning. We illustrate the new approach by analyzing learning in a group of control rats and a group of rats treated with an NMDA (N-methyl-D-aspartate) receptor antagonist in a set-shift task. We also show how the paradigm may be used to design learning experiments optimally. INTRODUCTION:
 Address for reprint requests and other correspondence: E. N. Brown, Neuroscience Statistics Research Laboratory, Department of Anesthesia and Critical Care, Massachusetts General Hospital, 55 Fruit Street, Clinics 3, Boston, MA 02114-2696 (E-mail: brown@neurostat.mgh.harvard.edu). INTRODUCTION:
 The costs of publication of this article were defrayed in part by the payment of page charges. The article must therefore be hereby marked ""advertisement"" in accordance with 18 U.S.C. Section 1734 solely to indicate this fact."
"Mice in a labyrinth: Rapid learning, sudden insight, and efficient exploration","https://scispace.com/paper/mice-in-a-labyrinth-rapid-learning-sudden-insight-and-4nnr7126ox","2021","Posted Content","bioRxiv","Matthew Rosenberg
Tony Zhang
Pietro Perona
Markus Meister","10.1101/2021.01.14.426746","https://scispace.com/pdf/mice-in-a-labyrinth-rapid-learning-sudden-insight-and-4nnr7126ox.pdf","Animals learn certain complex tasks remarkably fast, sometimes after a single experience. What behavioral algorithms support this efficiency? Many contemporary studies based on two-alternative-forced-choice (2AFC) tasks observe only slow or incomplete learning. As an alternative, we study the unconstrained behavior of mice in a complex labyrinth and measure the dynamics of learning and the behaviors that enable it. A mouse in the labyrinth makes ~2000 navigation decisions per hour. The animal quickly discovers the location of a reward in the maze and executes correct 10-bit choices after only 10 reward experiences – a learning rate 1000-fold higher than in 2AFC experiments. Many mice improve discontinuously from one minute to the next, suggesting moments of sudden insight about the structure of the labyrinth. The underlying search algorithm does not require a global memory of places visited and is largely explained by purely local turning rules.","learn these simple tasks. For example, the mouse with the steering wheel requires about 10,000 experiences before performance saturates. It never gets particularly good, with a typical hit rate only 2/3 of the way from random to perfect. Munn:
 All this training takes 3-6 weeks; in the case of monkeys several months. The rate of learning, measured in task complexity per unit time, is surprisingly low: < 1 bit/month compared to ~10 bits/h observed in the labyrinth. The difference is a factor of 6,000. Similarly when measured in complexity learned per reward experience: The 2AFC mouse may need 5,000 rewards to learn a contingency table with 1 bit complexity, the mouse in the maze needs ~10 rewards to learn 10 bits. Given these differences in learning rate spanning many orders of magnitude, it seems likely that whatever neural process underlies ultra-slow 2AFC learning is different from the implementation of fast learning in the labyrinth and other complex environments. Munn:
 Furthermore, the ultra-slow mode of learning may have little relevance for an animal's natural condition. In the month that the 2AFC mouse requires to finally report the location of a light, its relative in the wild has developed from a baby to having its own babies. Along the way, that wild mouse had to make many decisions, often involving high stakes, without the benefit of 10,000 trials of practice. Sudden insight:
 The dynamics of the learning process are often conceived as a continuously growing association between stimuli and actions, with each reinforcing experience making an infinitesimal contribution. The reality can be quite different. When a child first learns to balance on a bicycle, performance goes from abysmal to astounding within a few seconds. The timing of such a discontinuous step in performance seems impossible to predict but easy to recognize after the fact. Sudden insight:
 From the early days of animal learning experiments there have been warnings against the tendency to average learning curves across subjects . The average of many discontinuous curves will certainly look continuous and incremental, but that reassuring shape may miss the essence of the learning process. A recent reanalysis of many Sudden insight:
 Pavlovian conditioning experiments suggested that discontinuous steps in performance are the rule rather than the exception ). Here we found that the same applies to navigation in a complex labyrinth. While the average learning curve presents like a continuous function (Figure ), the individual records of water rewards show that each animal improves rather quickly but at different times (Figure ). Sudden insight:
 Owing to the unstructured nature of the experiment, the mouse may adopt different policies for getting to the water port. In at least half the animals we observed a discontinuous change in that policy, namely when the animal started using efficient direct paths within the maze (Figure , Figure -figure supplement 2). This second switch happened considerably after the animal started collecting rewards, and did not greatly affect the reward rate. Furthermore, the animals never reverted to the less efficient policy, just as a child rarely unlearns to balance a bicycle."
"Visuospatial information foraging describes search behavior in learning latent environmental features","https://scispace.com/paper/visuospatial-information-foraging-describes-search-behavior-3uwnh8rl","2022","Journal Article","Dental science reports","David L. Barack
Akram Bakkour
Daphna Shohamy
C. Daniel Salzman","10.1038/s41598-023-27662-9","https://scispace.com/pdf/visuospatial-information-foraging-describes-search-behavior-3uwnh8rl.pdf","Abstract In the real world, making sequences of decisions to achieve goals often depends upon the ability to learn aspects of the environment that are not directly perceptible. Learning these so-called latent features requires seeking information about them. Prior efforts to study latent feature learning often used single decisions, used few features, and failed to distinguish between reward-seeking and information-seeking. To overcome this, we designed a task in which humans and monkeys made a series of choices to search for shapes hidden on a grid. On our task, the effects of reward and information outcomes from uncovering parts of shapes could be disentangled. Members of both species adeptly learned the shapes and preferred to select tiles expected to be informative earlier in trials than previously rewarding ones, searching a part of the grid until their outcomes dropped below the average information outcome—a pattern consistent with foraging behavior. In addition, how quickly humans learned the shapes was predicted by how well their choice sequences matched the foraging pattern, revealing an unexpected connection between foraging and learning. This adaptive search for information may underlie the ability in humans and monkeys to learn latent features to support goal-directed behavior in the long run. ","maximizing choices computed for each trial, and then these performances were averaged and the standard error of the mean (s.e.m.) computed and plotted (Fig. , first agent: blue points and error bars; second agent: green points and error bars). Methods:
 We assessed participants' learning curves for each shape by plotting the total number of choices required to finish revealing a shape across all trials for that shape to the optimal number of choices for that shape. For most choices in a trial, there was more than one optimal choice, the choice that maximized the expected reward. To determine the optimal number of choices, we averaged for each shape 1000 simulated trials of an optimal chooser, which always chose one of the expected reward maximizing tiles. These are plotted as the thick blue lines in Fig.  and the values were: upper-left 'L': 5.4400; square: 5.0690; middle-right tetris: 5.4490; lower 'L': 5.0480; 'H': 8.0400. To statistically assess changes in these learning curves, we used ordinary least squares to regress number of choices to finish revealing a shape against the trial number for that shape. Methods:
 To quantify how quickly participants learned, we used a changepoint detection test on the mean and variance of choices for each separately  . The changepoint detection test (cf. Gallistel 2001) takes the cumulative sum of the number of choices used to finish a shape and looks for changes in the rate of accumulation. During learning, participants would take many choices to finish revealing a shape. The cumulative sum over these trials would rise correspondingly quickly. Once shapes were learned, however, the cumulative sum would rise more slowly as fewer choices are required to finish revealing a shape. At each successive trial, this cumulative sum is calculated, and the log-odds of a change in slope are computed and tested against a changepoint detection threshold (set to 4, corresponding to p < 0.001). The changepoint detection test was run on the set of trials for each shape separately. In addition to changes in the mean number of trials to finish revealing a shape, a change in the variance of the number of choices over some window may also signal learning; as participants learn, they will become less variable in the number of choices needed to finish a shape. After running the changepoint detection www.nature.com/scientificreports/ test on the cumulative sum of choices, the value of the best-fit line through each detected changepoint interval was subtracted from the number of choices on each trial. The result is a vector of residuals for the number of choices to finish revealing a shape. The variance over a moving window of 5 trials was then computed for these vectors, and the changepoint detection test performed on the cumulative sum of that variance (cf. Inclan and Tiao 1994). Monkeys but not humans learned the shapes over multiple days. This variance was not calculated for those sets of 5 trials that spanned days. However, changes in biological and psychological processes irrelevant to learning, such as arousal, wakefulness, and so forth, can spuriously contribute to the calculated variances."
"An ensemble code in medial prefrontal cortex links prior events to outcomes during learning","https://scispace.com/paper/an-ensemble-code-in-medial-prefrontal-cortex-links-prior-dhokiv5ex2","2018","Journal Article","Nature Communications","Silvia Maggi
Silvia Maggi
Adrien Peyrache
Mark D. Humphries
Mark D. Humphries","10.1038/S41467-018-04638-2","https://scispace.com/pdf/an-ensemble-code-in-medial-prefrontal-cortex-links-prior-dhokiv5ex2.pdf","The prefrontal cortex is implicated in learning the rules of an environment through trial and error. But it is unclear how such learning is related to the prefrontal cortex’s role in short-term memory. Here we ask if the encoding of short-term memory in prefrontal cortex is used by rats learning decision rules in a Y-maze task. We find that a similar pattern of neural ensemble activity is selectively recalled after reinforcement for a correct decision. This reinforcement-selective recall only reliably occurs immediately before the abrupt behavioural transitions indicating successful learning of the current rule, and fades quickly thereafter. We could simultaneously decode multiple, retrospective task events from the ensemble activity, suggesting the recalled ensemble activity has multiplexed encoding of prior events. Our results suggest that successful trial-and-error learning is dependent on reinforcement tagging the relevant features of the environment to maintain in prefrontal cortex short-term memory.","to the cued arm; go to the left arm; go to the uncued arm. To maintain consistent context across all sessions, the light cues were lit in a pseudo-random sequence across trials, whether they were relevant to the rule or not. Methods:
 The data analysed here were from a total set of 53 experimental sessions taken from the study of Peyrache et al.  , representing a set of training sessions from naive until either the final training session, or until choice became habitual across multiple consecutive sessions (consistent selection of one arm that was not the correct arm). In this data-set, each rat learnt at least two rules, and the four rats respectively contributed 14, 14, 11 and 14 sessions. The learning, rule change, and ""other"" sessions for each rat were intermingled. We used 50 sessions here, omitting one session for missing position data, one in which the rat always chose the right arm (in a dark arm rule) preventing further decoding analyses (see below), and one for missing spike data in a few trials. Tetrode recordings were obtained from the first session for each rat. They were spike-sorted only within each recording session for conservative identification of stable single units. In the sessions we analyse here, the populations ranged in size from 15-55 units. Spikes were recorded with a resolution of 0.1 ms. Simultaneous tracking of the rat's position was recorded at 30 Hz. Methods:
 Behavioural analysis. A learning trial was defined following the criteria of the original study  as the first of three correct trials after which the performance was at least 80% correct for the remainder of a session. Only ten sessions contained a trial which met these criteria, and so were labelled ""learning"" sessions. We checked that these identified trials corresponded to an abrupt change in behaviour by computing the cumulative reward curve, then fitting a piecewise linear regression model: a robust regression line fitted to the reward curve before the learning trial, and another fitted to the reward curve after the learning trial. The slopes of the two lines thus gave us the rate of reward accumulation before (r before ) and after (r after ) the learning trial. Methods:
 To identify other possible learning trials within each learning session, we fitted this piecewise linear regression model to each trial in turn (allowing a minimum of five trials before and after each tested trial). We then found the trial at which the increase in slope (r after − r before ) was maximised, indicating the point of steepest inflection in the cumulative reward curve. The two sets of learning trials largely agreed: we checked our results using this set too. Methods:
 Amongst the other sessions, we searched for signs of incremental learning by again fitting the piecewise linear regression model to each trial in turn, and looking for any trial for which (r after − r before ) was positive. We found 22 sessions falling in this category in addition to the 10 learning sessions. We called those new sessions ""minor-learning"" (Supplementary Fig. )."
"An ensemble code in medial prefrontal cortex links prior events to outcomes during learning","https://scispace.com/paper/an-ensemble-code-in-medial-prefrontal-cortex-links-prior-2etknl9jya","2017","Posted Content","bioRxiv","Silvia Maggi
Adrien Peyrache
Mark D. Humphries","10.1101/187948","https://scispace.com/pdf/an-ensemble-code-in-medial-prefrontal-cortex-links-prior-2etknl9jya.pdf","The prefrontal cortex is implicated in learning the rules of an environment through trial and error. But it is unclear how such learning is related to the prefrontal cortex9s role in short-term memory. Here we asked if the encoding of short-term memory in prefrontal cortex was used by rats learning decision rules in a Y-maze task. We found that neural ensembles in prefrontal cortex selectively recalled the same pattern of activity after reinforcement for a correct decision. This reinforcement-selective recall only reliably occurred immediately before the abrupt behavioural transitions indicating successful learning of the current rule, and faded quickly thereafter. We could simultaneously decode multiple, retrospective task events from the ensemble activity, suggesting the recalled ensemble activity had multiplexed encoding of prior events. Our results suggest that successful trial-and-error learning is dependent on reinforcement tagging the relevant features of the environment to maintain in prefrontal cortex short-term memory.","to the cued arm; go to the left arm; go to the uncued arm. To maintain consistent context across all sessions, the light cues were lit in a pseudo-random sequence across trials, whether they were relevant to the rule or not. Methods:
 The data analysed here were from a total set of 53 experimental sessions taken from the study of Peyrache et al.  , representing a set of training sessions from naive until either the final training session, or until choice became habitual across multiple consecutive sessions (consistent selection of one arm that was not the correct arm). In this data-set, each rat learnt at least two rules, and the four rats respectively contributed 14, 14, 11 and 14 sessions. The learning, rule change, and ""other"" sessions for each rat were intermingled. We used 50 sessions here, omitting one session for missing position data, one in which the rat always chose the right arm (in a dark arm rule) preventing further decoding analyses (see below), and one for missing spike data in a few trials. Tetrode recordings were obtained from the first session for each rat. They were spike-sorted only within each recording session for conservative identification of stable single units. In the sessions we analyse here, the populations ranged in size from 15-55 units. Spikes were recorded with a resolution of 0.1 ms. Simultaneous tracking of the rat's position was recorded at 30 Hz. Methods:
 Behavioural analysis. A learning trial was defined following the criteria of the original study  as the first of three correct trials after which the performance was at least 80% correct for the remainder of a session. Only ten sessions contained a trial which met these criteria, and so were labelled ""learning"" sessions. We checked that these identified trials corresponded to an abrupt change in behaviour by computing the cumulative reward curve, then fitting a piecewise linear regression model: a robust regression line fitted to the reward curve before the learning trial, and another fitted to the reward curve after the learning trial. The slopes of the two lines thus gave us the rate of reward accumulation before (r before ) and after (r after ) the learning trial. Methods:
 To identify other possible learning trials within each learning session, we fitted this piecewise linear regression model to each trial in turn (allowing a minimum of five trials before and after each tested trial). We then found the trial at which the increase in slope (r after − r before ) was maximised, indicating the point of steepest inflection in the cumulative reward curve. The two sets of learning trials largely agreed: we checked our results using this set too. Methods:
 Amongst the other sessions, we searched for signs of incremental learning by again fitting the piecewise linear regression model to each trial in turn, and looking for any trial for which (r after − r before ) was positive. We found 22 sessions falling in this category in addition to the 10 learning sessions. We called those new sessions ""minor-learning"" (Supplementary Fig. )."
"Active Avoidance Conditioning in Certain Anura","https://scispace.com/paper/active-avoidance-conditioning-in-certain-anura-2k2k7mx1ir","1974","","","Frank James Cann","","https://scispace.com/pdf/active-avoidance-conditioning-in-certain-anura-2k2k7mx1ir.pdf","","chan3e in the trend towards longer exit times during the later trials. Group IIIA varied insignificantly from Group III. Thus one may interpret this to mean that the room li3hts had little effect on the perception of the flashi.ng cs. I . .:
 Figure  compares the level of spontaneous crossings of the first five trials, trials one thru five, to the last five trials, trials six thru ten. It can be readily seen that in all cases (except for the control) the level of spontaneous crossings increased during the second half of the session; proof that these changes are significant is depicted in Table . [ ____________________________ _ Groups with the room lights on were pooled with the others since the changes observed were in the same direction. LEGEND FOR TABLE 11:
 The upper portion of the table supplies the statistical evaluation of the occurrence of spontaneous crossings in trials one thru five and trials six thru ten for results depicted in Figure . The lower portion of the table supplies the statistical evaluation for the same groups but comparing days one thru eight and days nine thru sixteen, as described in Figure . The Binomial t-test was used. Groups 2 and 2A had no cs. Groups l and lA had the CS overhead in the safe chamber. Groups 3 and 3A had the flashing CS in the safe chamber at eye level. N.S. equals not significant and SIG equals statistically significant if p was <0.05. Only one group showed learning on a daily trial basis, that is Group 3 and JA. However only the groups with the CS showed adaptive learning on a daily basis as depicted in the lower part of the table. Active adaptive learning was considered to occur when the frequency of occurrence of spontaneous crossings was significantly increased either on a trial or a daily basis. LEGEND FOR TABLE 11:
 Although there is much research, there is still little knowledge about the actual biological mechanisms of learning. LEGEND FOR TABLE 11:
 It is even difficult to develop a rigorous definition of the process. Any personal difinition of learning is dependent upon one's training. For example, an experimental psychologist might try breaking down learning into its component parts. On the other hand, a general systems theory approach would be holistic, in that all of the various parts of an organism would be included, and learning would be considered to be a property of the entire biological or even abstract mechanical system. At present, perhaps the definition of learning ought to be general enough to encompass all forms of learning such as imprinting, one trial learning, insight learning and latent learning. The animal psychologist in his definition might try to be too specific, to exclude other processes that resemble learning such as habitation, fatigue, maturation, changes in receptors and effectors. LEGEND FOR TABLE 11:
 The general system's scientist however, might include in his definition such processes as mechanisms of learning, and then would incorporate these processes into their appropriate hierarchial position with respect to-all of the other mechanistic processes that ultimately are responsible for learning."
"One Giant Leap for Categorizers: One Small Step for Categorization Theory.","https://scispace.com/paper/one-giant-leap-for-categorizers-one-small-step-for-46tbsx6p16","2015","Journal Article","PLOS ONE","J. David Smith
Shawn W. Ell","10.1371/JOURNAL.PONE.0137334","https://scispace.com/pdf/one-giant-leap-for-categorizers-one-small-step-for-46tbsx6p16.pdf","We explore humans’ rule-based category learning using analytic approaches that highlight their psychological transitions during learning. These approaches confirm that humans show qualitatively sudden psychological transitions during rule learning. These transitions contribute to the theoretical literature contrasting single vs. multiple category-learning systems, because they seem to reveal a distinctive learning process of explicit rule discovery. A complete psychology of categorization must describe this learning process, too. Yet extensive formal-modeling analyses confirm that a wide range of current (gradient-descent) models cannot reproduce these transitions, including influential rule-based models (e.g., COVIS) and exemplar models (e.g., ALCOVE). It is an important theoretical conclusion that existing models cannot explain humans’ rule-based category learning. The problem these models have is the incremental algorithm by which learning is simulated. Humans descend no gradient in rule-based tasks. Very different formal-modeling systems will be required to explain humans’ psychology in these tasks. An important next step will be to build a new generation of models that can do so.","forward learning curves have serious weaknesses as descriptions of learning. Estes warned early on that mean curves could arise from an infinite variety of individual curves. He concluded that averaged data generally cannot address the form of individual learning functions. This theme is often echoed . Forward learning curves:
 Given our focus on rule-based category learning and the psychological transitions therein, we state clearly the problem that forward learning curves pose in our area. Rule learning may occur suddenly by rule discovery, but participants may discover their rules at different times. By graphing average performance at each block, one likely displays the average of rule-using and rule-lacking participants, providing an empirical picture of what no participant was doing. By modeling averaged performance, one models something that has no basis in the psychology of any human mind. Forward learning curves:
 To illustrate this problem, we produced a simulation in which hypothetical participants learned instantly through a process that in a human we would call rule discovery, but in which different hypothetical participants achieved their rule discovery at different blocks in the task. More specifically, the true, underlying probability of a correct categorization response (hereafter referred to as competence) by the hypothetical participants was manipulated so that it suddenly surged from chance to optimal accuracy across successive trial blocks. Forward learning curves:
 In the simulation, 50 hypothetical participants completed 100 6-trial blocks of categorization performance. The block during which the surge in competence occurred was normally distributed (M = 50, SD = 32) thereby allowing for variability in the block during which hypothetical participants had their ""insight"". Prior to the surge in accuracy, the competence of each hypothetical participant was set near chance correct-categorization performance (normally distributed, M = .5, SD = .08). The surge in accuracy was modeled by resetting competence to be near 1.0 (SD = .08, with a maximum level of 1.0). These variations in competence ensured that performance was not always precisely at chance or ceiling. Note that no actual task was simulated. Rather, each hypothetical participant was assumed to respond, on average, at an accuracy rate equal to their competence (e.g., a hypothetical participant with a competence of .54 would be correct on .54 of the trials, on average). Our intention was only to examine the forward learning curve that emerges when the competence of individual learners increases suddenly but at different blocks for different participants. Forward learning curves:
 The results were averaged-block by block-across hypothetical participants and the resulting forward learning curve is shown in Fig 1  The learning curve misstates the course of learning and the underlying psychology of every hypothetical participant. And though one could model this aggregate curve with a model like ALCOVE, one would be modeling aggregated performance levels that bore no relation to the performance of any hypothetical participant. One sees that the forward-aggregate curve cannot be used to explore the psychology of rulebased category learning-if humans show psychological transitions of the kind considered in this simulation. Forward learning curves:
 But there is a tension here. Fig s curve would seem to be very friendly to the gradual state changes that drive many formal models of categorization. Therefore, modelers may gravitate to forward learning curves and the gradual acquisitions they seem to reveal. They may do so even considering rule-based category tasks for which forward curves might be inappropriate. Resolving this tension is an important goal of the present article, for we will understand human categorization more clearly on resolving it."
"Functional data analysis with application to MS and cervical vertebrae data","https://scispace.com/paper/functional-data-analysis-with-application-to-ms-and-cervical-4e912hv1ag","2011","","","Kate Yaraee","10.7939/R3H944","https://scispace.com/pdf/functional-data-analysis-with-application-to-ms-and-cervical-4e912hv1ag.pdf","","method known as change point detection. Conclusions and future study: Chapter 3: Application of FDA to animal models (MS data) As a first step in our data analysis, we visualize the raw data and detect any unusual behaviour or possible outliers. Converting raw data to smoothed curves:
 We model discrete data as functions or curves that are assumed to give rise to discretepoin tsusingthesplinesm oothingmethod. W esm oothedeac hdataset,activit y , crossings, rearing, and grooming separately since we analysed each dataset independently. Seven basis functions of the B-spline basis system of order 4, cubic B-spline Functional T-test:
 Functional T-test is an extension of classical T-test, where the t-statistic is a function of time. The t-statistic is then the maximum of all values of  (). The formula is denoted by: Functional T-test:
 with the () and [()] introduced as in Chapter 1. Functional T-test is used to compare the means of two groups over time. To conduct this, we use a pointwise 005 critical value using the permutation test and the maximum 005 critical value as reference lines. Then we compare them with the result from the observed t-statisitc. Functional T-test:
 The procedure for permutation test to obtain the t-statistic for observed values, the pointwise 005 critical value, and the maximum 005 critical value is as follows: Functional T-test:
 1. Let  and  denote the number of samples per curve and number of permutation, respectively; Functional T-test:
 2. rearrange the labels of the curves  =1 0 0 0times and calculate the  () at  =1 0 1time points every time, the result is a  ×  matrix and is called Analysis of activity scores:
 The top left panel in Figure .  There is a slow change in the EAE group throughout the study period with a slight jump in the trend at around day 7. Analysis of activity scores:
 Next, we analyze phase-plane plots which are informative in the sense that we will be looking at the rate of change in the function as function itself changes over time. Analysis of activity scores:
 The means of EAE and CFA curves are plotted along with the traceable time points in Figure .4.2."
"Abrupt learning and retinal size specificity in illusory-contour perception","https://scispace.com/paper/abrupt-learning-and-retinal-size-specificity-in-illusory-2804isk9hx","1997","Journal Article","Current Biology","Nava Rubin
Ken Nakayama
Robert Shapley","10.1016/S0960-9822(06)00217-X","https://www.cns.nyu.edu/~nava/mypapers/Rubin_etal_CurrBio1997.pdf","","difficulty ... [they] must neither be so easy so that the animal solves the problem at once, thus not allowing to analyze the solution; nor so hard that the animal fails to solve it except by rote learning in a long series of trials."" When is abrupt learning observed?:
 In order to find this 'right degree of difficulty', before running the experiments described in this paper, we ran a pilot study on a large group of subjects (n = 34), which was aimed at characterizing the distribution of performance in our subject population. We varied the degree of difficulty of the stimuli (among subjects) by changing various stimulus parameters (primarily exposure duration and curvature). Each subject received a block of difficult trials followed by one or more blocks of easier stimuli; subjects were tested in 1-4 sessions. Under those different conditions, the onset of learning varied from abrupt to more gradual, or did not occur at all. Thus, with the very same task and training protocol, abrupt learning occurs only under certain parametric conditions. Subsequently, the stimuli for the test and training blocks were selected to match the goal formulated by Hebb ('not too easy' and 'not too difficult', respectively) for our subject population. When is abrupt learning observed?:
 (The subjects who participated in the two experiments were different from the ones used in the pilot study.) Fifteen of the subjects who participated in the pilot experiment, all of whom showed robust learning (either gradual or abrupt), were tested for transfer across retinal size. None of them showed transfer. The fact that stimulusspecific learning can occur across a continuum of learning rates supports the idea that abrupt and incremental learning may not have distinct underlying mechanisms. Experiment 2: specificity of the learning to the training procedure:
 The purpose of the second experiment was to test the specificity of the learning to the particular training stimuli. We asked whether the abrupt transition to perceiving illusory contours and the improvement associated with it require the large-curvature stimuli to be of the same support ratio (see Materials and methods) as the test stimuli, or whether any kind of 'easier' stimuli could serve for training."
"Age affects procedural paired-associates learning in the grey mouse lemur (Microcebus murinus)","https://scispace.com/paper/age-affects-procedural-paired-associates-learning-in-the-2pl1fahoul","2021","Journal Article","Scientific Reports","Daniel Schmidtke","10.1038/S41598-021-80960-Y","https://scispace.com/pdf/age-affects-procedural-paired-associates-learning-in-the-2pl1fahoul.pdf","The ability to associate memorized objects with their location in space gradually declines during normal aging and can drastically be affected by neurodegenerative diseases. This study investigates object-location paired-associates learning (PAL) in the grey mouse lemur (Microcebus murinus), a nonhuman primate model of brain aging. Touchscreen-based testing of 6 young adults (1–5 years) and 6 old adults (> 7 years) in the procedural rodent dPAL-task revealed significant age-related performance decline, evident in group differences in the percentage of correct decision during learning and the number of sessions needed to reach a predefined criterion. Response pattern analyses suggest decreased susceptibility to relative stimulus-position biases in young animals, facilitating PAL. Additional data from a subset of “overtrained” individuals (n = 7) and challenge sessions using a modified protocol (sPAL) further suggest that learning criteria routinely used in animal studies on PAL can underestimate the endpoint at which a stable performance is reached and that more conservative criteria are needed to improve construct validity of the task. To conclude, this is the first report of an age effect on dPAL and corroborates the role of mouse lemurs as valuable natural nonhuman primate models in aging research.","from the slowest to the fastest learner, were quite similar at C 1 , C 2 , and the simulated steps in between, with animals occasionally changing ranks at the centre positions, but not the extremes (Fig. , Video S1). Suitability of C 1 as a learning criterion. A closer examination of the individual learning curves to C 1:
 Error patterns during sPAL challenge sessions. Once C 2 had been reached, the seven overtrained individuals were additionally challenged with a modi ed protocol, the sPAL task. In this task, the distractor stimulus of a given trial, i.e. the item presented at an incorrect location, was the same item as the respective S + . erefore, response strategies based on learned item constellations or sequences inevitably fail in the sPAL task. To avoid that the animals learn during the challenge, sPAL sessions were limited to 120 trials. Individual sPAL performance was compared to the performance during the last 120 trials completed in the dPAL protocol. During the last 120 trials of dPAL, individual percentages correct varied between a minimum of 79.17% and a maximum of 89.17% (median = 81.67%). During the sPAL challenges, individual percentages correct varied between a minimum of 69.17% and a maximum of 82.5% (median = 76.67%; Fig. ). ere was no signi cant di erence between individual dPAL and sPAL performances (two-tailed, paired exact Wilcoxon signed rank test, n = 7, V = 25, p = 0.078, alpha = 0.05; Fig. ). While ve individuals showed a moderate performance decline in the sPAL challenge, two showed a small performance increase in the sPAL challenge when compared to their nal dPAL performance. e individual error pro les during sPAL were highly homogeneous, with a signi cant overrepresentation (one-tailed binomial tests, p exp = 0.33, alpha = 0.05; for individual statistics see supporting Table ) of errors in those trials in which the S + was the stimulus with its rewarded location at the centre position (SC 9 and SC 10 ; Fig. ) in six of the seven individuals (and a trend towards a similar pattern in the seventh animal; supporting Table )."
