"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment"
"Conceptual learning by miniature brains","https://scispace.com/paper/conceptual-learning-by-miniature-brains-47bquqp0ed","2013","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Aurore Avarguès-Weber
Martin Giurfa
Martin Giurfa","10.1098/RSPB.2013.1907","","- **Relevance Score:** 27/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Reviews bee concept learning, cites Giurfa paradigms, discusses multiple concepts, but lacks original trial‑by‑trial data, transfer experiments, and integrated individual‑level analysis.","Concepts act as a cornerstone of human cognition. Humans and non-human primates learn conceptual relationships such as ‘same’, ‘different’, ‘larger than’, ‘better than’, among others. In all cases, the relationships have to be encoded by the brain independently of the physical nature of objects linked by the relation. Consequently, concepts are associated with high levels of cognitive sophistication and are not expected in an insect brain. Yet, various works have shown that the miniature brain of honeybees rapidly learns conceptual relationships involving visual stimuli. Concepts such as ‘same’, ‘different’, ‘above/below of’ or ‘left/right are well mastered by bees. We review here evidence about concept learning in honeybees and discuss both its potential adaptive advantage and its possible neural substrates. The results reviewed here challenge the traditional view attributing supremacy to larger brains when it comes to the elaboration of concepts and have wide implications for understanding how brains can form conceptual relations.","INDIVIDUAL_BEES: Unclear
TRIAL_DATA: Unclear
DATA_ACCESS: None
SUDDEN_TRANSFER: Unclear
N_BEES: Unclear
N_TRIALS: Unclear
PRIORITY: Low"
"Bees and abstract concepts","https://scispace.com/paper/bees-and-abstract-concepts-9biaz0ezab","2021","Journal Article","Current opinion in behavioral sciences","Michael F. Brown
Bridget P Austin","10.1016/J.COBEHA.2020.12.002","","- **Relevance Score:** 27/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Reviews same/different discrimination and transfer studies, cites Giurfa paradigms, but lacks original trial‑by‑trial data, individual‑level integration, and multi‑concept experiments; provides some methodological overview.","Empirical work related to abstract concepts in honey bee and bumble bee discrimination performance is reviewed. Experiments showing behavioral transfer of numerosity discrimination, relational learning, and same/different discrimination are described. In each case, the attribution of such results to abstract conceptual representations is consistent with the data, but alternative explanations also exist. The complex, sophisticated discrimination abilities of bees challenge some of the explanations applied to corresponding abilities in humans and other non-human animals.","INDIVIDUAL_BEES: Unclear
TRIAL_DATA: Unclear
DATA_ACCESS: None
SUDDEN_TRANSFER: Unclear
N_BEES: Unclear
N_TRIALS: Unclear
PRIORITY: Low"
"Learning of Abstract Concepts and Rules by the Honeybee","https://scispace.com/paper/learning-of-abstract-concepts-and-rules-by-the-honeybee-tw2v5pieze35","","","","Shaowu Zhang","10.46867/ijcp.2006.19.03.04","","- **Relevance Score:** 27/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Reviews abstract rule learning and cites Giurfa; lacks raw trial data, offers limited transfer details, and provides general methodological overview.","Despite the tiny brain of the honeybee, some remarkable higher cognitive functions have emerged from this assembly of about one million neurons. Work on the honeybee over the past decade is beginning to suggest that insects may not be the simple, reflexive creatures that they were once believed to be. Bees display perceptual and ""cognitive"" capacities that are surprisingly rich, complex and flexible. This article reviews the recent progress on the honeybee's ability to learn and use abstract rules and concepts, to categorize visual objects in various ways, and to memorize task-specific information while navigating through their environment. This review is not intended to be exhaustive. Rather, it highlights important advances in our understanding of the processes underlying the bee's remarkable behaviors.","INDIVIDUAL_BEES: Unclear
TRIAL_DATA: Unclear
DATA_ACCESS: None
SUDDEN_TRANSFER: Unclear
N_BEES: Not available in metadata.
N_TRIALS: Not available in metadata.
PRIORITY: Low"
"Free-flying honeybees extrapolate relational size rules to sort successively visited artificial flowers in a realistic foraging situation.","https://scispace.com/paper/free-flying-honeybees-extrapolate-relational-size-rules-to-3xkf9sn22c","2017","Journal Article","Animal Cognition","Scarlett R. Howard
Scarlett R. Howard
Aurore Avarguès-Weber
Jair E. Garcia
Adrian G. Dyer
Adrian G. Dyer","10.1007/S10071-017-1086-6","","- **Relevance Score:** 27/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Shows size‑rule transfer to novel sizes and cites Avargues‑Weber’s work; provides individual performance curves; links learning to transfer but not abrupt shifts; includes experimental details; does not address same/different concepts or multi‑concept mastery.","Learning and applying relational concepts to solve novel tasks is considered an indicator of cognitive-like ability. It requires the abstraction of relational concepts to different objects independent to the physical nature of the individual objects. Recent research has revealed the honeybee's ability to rapidly learn and manipulate relations between visual stimuli such as 'same/different', 'above/below', or 'larger/smaller' despite having a miniature-sized brain. While honeybees can solve problems using rule-based relative size comparison, it remains unresolved as to whether bees can apply size rules when stimuli are encountered successively, which requires reliance on working memory for stimuli comparison. Additionally, the potential ability of bees to extrapolate acquired information to novel sizes beyond training sets remains to be investigated. We tested whether individual free-flying honeybees could learn 'larger/smaller' size rules when visual stimuli were presented successively, and whether such rules could then be extrapolated to novel stimulus sizes. Honeybees were individually trained to a set of four sizes such that individual elements might be correct, or incorrect, depending upon the alternative stimulus. In a learning test, bees preferred the correct size relation for their respective learning group. Bees were also able to successfully extrapolate the learnt relation during transfer tests by maintaining the correct size relationships when considering either two smaller, or two larger, novel stimulus sizes. This performance demonstrates that an insect operating in a complex environment has sufficient cognitive capacity to learn rules that can be abstracted to novel problems. We discuss the possible learning mechanisms which allow their success.","INDIVIDUAL_BEES: Yes
TRIAL_DATA: Unclear
DATA_ACCESS: None
SUDDEN_TRANSFER: Yes
N_BEES: Not available in metadata.
N_TRIALS: Not available in metadata.
PRIORITY: Not available in metadata."
"Conceptualization of relative size by honeybees.","https://scispace.com/paper/conceptualization-of-relative-size-by-honeybees-1fzzl8txtt","2014","Journal Article","Frontiers in Behavioral Neuroscience","Aurore Avarguès-Weber
Daniele d’Amaro
Marita Metzler
Adrian G. Dyer","10.3389/FNBEH.2014.00080","https://scispace.com/pdf/conceptualization-of-relative-size-by-honeybees-1fzzl8txtt.pdf","- **Relevance Score:** 27/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Shows transfer of learned size rule to novel colors/shapes, demonstrating abstract relational learning. Learns “smaller vs larger” relation, aligning with relational concept criteria though not same/different. Lacks individual trial data.","The ability to process visual information using relational rules allows for decisions independent of the specific physical attributes of individual stimuli. Until recently, the manipulation of relational concepts was considered as a prerogative of large mammalian brains. Here we show that individual free flying honeybees can learn to use size relationship rules to choose either the larger or smaller stimulus as the correct solution in a given context, and subsequently apply the learnt rule to novel colors and shapes providing that there is sufficient input to the long wavelength (green) photoreceptor channel. Our results add a novel, size-based conceptual rule to the set of relational concepts that honeybees have been shown to master and underline the value of bees as an animal model for studying the emergence of conceptualization abilities.","INDIVIDUAL_BEES: No
TRIAL_DATA: No
DATA_ACCESS: Figures
SUDDEN_TRANSFER: Yes
N_BEES: 26
N_TRIALS: 80
PRIORITY: High"
"Bumblebees Learn a Relational Rule but Switch to a Win-Stay/Lose-Switch Heuristic After Extensive Training.","https://scispace.com/paper/bumblebees-learn-a-relational-rule-but-switch-to-a-win-stay-4apzyp20mu","2020","Journal Article","Frontiers in Behavioral Neuroscience","HaDi MaBouDi
Cwyn Solvi
Cwyn Solvi
Lars Chittka","10.3389/FNBEH.2020.00137","https://scispace.com/pdf/bumblebees-learn-a-relational-rule-but-switch-to-a-win-stay-4apzyp20mu.pdf","- **Relevance Score:** 23/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses bumblebees, not honeybees, so concept learning relevance low; provides detailed per‑bee trial data and apparatus description; tests rule transfer but species difference limits direct applicability; does not cite Giurfa or test multiple concepts.","Mapping animal performance in a behavioral task to underlying cognitive mechanisms and strategies is rarely straightforward, since a task may be solvable in more than one manner. Here, we show that bumblebees perform well on a concept-based visual discrimination task but spontaneously switch from a concept-based solution to a simpler heuristic with extended training, all while continually increasing performance. Bumblebees were trained in an arena to find rewards on displays with shapes of different sizes where they could not use low-level visual cues. One group of bees was rewarded at displays with larger shapes and another group at displays with smaller shapes. Analysis of total choices shows bees increased their performance over 30 bouts to above chance. However, analyses of first and sequential choices suggest that after approximately 20 bouts, bumblebees changed to a win-stay/lose-switch strategy. Comparing bees' behavior to a probabilistic model based on a win-stay/lose-switch strategy further supports the idea that bees changed strategies with extensive training. Analyses of unrewarded tests indicate that bumblebees learned and retained the concept of relative size even after they had already switched to a win-stay, lost-shift strategy. We propose that the reason for this strategy switching may be due to cognitive flexibility and efficiency.","INDIVIDUAL_BEES: Yes
TRIAL_DATA: Yes
DATA_ACCESS: Repository
SUDDEN_TRANSFER: No
N_BEES: 18
N_TRIALS: 30 bouts (training) / 180 choices (training phase) / 120s (tests)
PRIORITY: High"
"Rapid learning dynamics in individual honeybees during classical conditioning.","https://scispace.com/paper/rapid-learning-dynamics-in-individual-honeybees-during-2ayuax1wrw","2014","Journal Article","Frontiers in Behavioral Neuroscience","Evren Pamir
Evren Pamir
Paul Szyszka
Ricarda Scheiner
Martin P. Nawrot","10.3389/FNBEH.2014.00313","https://scispace.com/pdf/rapid-learning-dynamics-in-individual-honeybees-during-2ayuax1wrw.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides detailed per‑bee CR sequences and heterogeneous learning model, but focuses on classical conditioning dynamics, not abstract same/different concepts, transfer, or Giurfa paradigms; mentions olfactory conditioning without specific Y‑maze details.","Associative learning in insects has been studied extensively by a multitude of classical conditioning protocols. However, so far little emphasis has been put on the dynamics of learning in individuals. The honeybee is a well-established animal model for learning and memory. We here studied associative learning as expressed in individual behavior based on a large collection of data on olfactory classical conditioning (25 datasets, 3,298 animals). We show that the group-averaged learning curve and memory retention score confound three attributes of individual learning: the ability or inability to learn a given task, the generally fast acquisition of a conditioned response in learners, and the high stability of the conditioned response during consecutive training and memory retention trials. We reassessed the prevailing view that more training results in better memory performance and found that 24h memory retention can be indistinguishable after single-trial and multiple-trial conditioning in individuals. We explain how inter-individual differences in learning can be accommodated within the Rescorla-Wagner theory of associative learning. In both data-analysis and modeling we demonstrate how the conflict between population-level and single-animal perspectives on learning and memory can be disentangled.","INDIVIDUAL_BEES: Yes
TRIAL_DATA: Yes
DATA_ACCESS: Figures
SUDDEN_TRANSFER: Yes
N_BEES: 3298
N_TRIALS: 1-12 (per animal, depending on dataset)
PRIORITY: High"
"Control of performance by short-term memory in honeybees","https://scispace.com/paper/control-of-performance-by-short-term-memory-in-honeybees-137gb68ejv","1998","Journal Article","Animal Learning & Behavior","P. A. Couvillon
N. M. Arincorayan
M. E. Bitterman","10.3758/BF03199240","https://scispace.com/pdf/control-of-performance-by-short-term-memory-in-honeybees-137gb68ejv.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Offers detailed per‑bee trial data on memory‑driven performance, but lacks same/different concept learning, transfer tests, or Giurfa‑based paradigms.","Individual honeybees foraging at a laboratory window were trained with a correction method to choose between blue and yellow targets, one of which contained sucrose solution There were two trials on each visit, with the locus of the sucrose predictable only on the second Animals differentially rewarded on Trial 2 for choosing the rewarded color of Trial 1, for choosing the alternative color, or for choosing the target in the rewarded position of Trial 1 independently of its color, all showed a small but persistent preference for the rewarded color, with no significant preference for the rewarded position When the positions of the colored targets were the same on Trial 2 as on Trial 1 (color and position confounded), there was a more substantial but equally persistent preference on Trial 2 for the rewarded color-position of Trial 1, whether the animals were differentially rewarded for perseveration or for alternation The results provide further evidence of unlearned control of performance by short-term memory in honeybees but no indication of learned control","INDIVIDUAL_BEES: No
TRIAL_DATA: No
DATA_ACCESS: Figures
SUDDEN_TRANSFER: No
N_BEES: 48
N_TRIALS: 24 training visits (each with 2 trials)
PRIORITY: Medium"
"Bumblebees learn a relational rule but switch to a win-stay/lose-switch heuristic after extensive training","https://scispace.com/paper/bumblebees-learn-a-relational-rule-but-switch-to-a-win-stay-2hxzirq45o","2020","Posted Content","bioRxiv","HaDi MaBouDi
Cwyn Solvi
Lars Chittka","10.1101/2020.05.08.085142","https://scispace.com/pdf/bumblebees-learn-a-relational-rule-but-switch-to-a-win-stay-2hxzirq45o.pdf","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses bumblebee win‑stay/lose‑switch paradigm, not honeybee same/different learning; provides individual trial data and detailed Y‑maze methods, but lacks concept transfer or Giurfa references.","Mapping animal performance in a behavioural task to underlying cognitive mechanisms and strategies is rarely straightforward, since a task may be solvable in more than one manner. Here, we show that bumblebees perform well on a concept-based visual discrimination task, but spontaneously switch from a concept-based solution to a simpler heuristic with extended training, all while continually increasing performance. Bumblebees were trained in an arena to find reward on displays with shapes of different sizes where they could not use low-level visual cues. One group of bees was rewarded at displays with bigger shapes and another group at displays with smaller shapes. Analysis of total choices shows bees increased their performance over 30 bouts to above chance. However, analyses of first and sequential choices suggest that after approximately 20 bouts, bumblebees changed to a win-stay/lose-switch strategy. Comparing bees9 behaviour to a probabilistic model based on a win-stay/lose-switch strategy further supports the idea that bees changed strategies with extensive training. Analyses of unrewarded tests indicate bumblebees learned and retained the concept of relative size even after they had already switched to a win-stay, lost-shift strategy. We propose that the reason for this strategy switching may be due to cognitive flexibility and efficiency.","INDIVIDUAL_BEES: Yes
TRIAL_DATA: Yes
DATA_ACCESS: Repository
SUDDEN_TRANSFER: No
N_BEES: 18
N_TRIALS: 30 bouts
PRIORITY: High"
"Individual consistency in the learning abilities of honey bees: cognitive specialization within sensory and reinforcement modalities","https://scispace.com/paper/individual-consistency-in-the-learning-abilities-of-honey-1e53ybrc","2023","Journal Article","Animal Cognition","Valerie Finke
Ricarda Scheiner
Martin Giurfa
Aurore Avarguès-Weber","10.1007/s10071-022-01741-2","https://scispace.com/pdf/individual-consistency-in-the-learning-abilities-of-honey-1e53ybrc.pdf","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses individual consistency measures, providing per‑bee performance snapshots, but does not test same/different relational rules or transfer. Cites Giurfa's paradigms; includes general methodological notes without detailed Y‑maze or multi‑concept training.","The question of whether individuals perform consistently across a variety of cognitive tasks is relevant for studies of comparative cognition. The honey bee (Apis mellifera) is an appropriate model to study cognitive consistency as its learning can be studied in multiple elemental and non-elemental learning tasks. We took advantage of this possibility and studied if the ability of honey bees to learn a simple discrimination correlates with their ability to solve two tasks of higher complexity, reversal learning and negative patterning. We performed four experiments in which we varied the sensory modality of the stimuli (visual or olfactory) and the type (Pavlovian or operant) and complexity (elemental or non-elemental) of conditioning to examine if stable correlated performances could be observed across experiments. Across all experiments, an individual's proficiency to learn the simple discrimination task was positively and significantly correlated with performance in both reversal learning and negative patterning, while the performances in reversal learning and negative patterning were positively, yet not significantly correlated. These results suggest that correlated performances across learning paradigms represent a distinct cognitive characteristic of bees. Further research is necessary to examine if individual cognitive consistency can be found in other insect species as a common characteristic of insect brains. ","INDIVIDUAL_BEES: Yes
TRIAL_DATA: Yes
DATA_ACCESS: Repository
SUDDEN_TRANSFER: No
N_BEES: Experiment 1: 33, Experiment 2: 22, Experiment 3: 140, Experiment 4: 89
N_TRIALS: Experiment 1: 30 trials (reversal learning), 120 trials (negative patterning); Experiment 2: 20 trials (reversal learning), 20 trials (negative patterning); Experiment 3: Not specified for acquisition, 16 trials (reversal learning), 32 trials (negative patterning); Experiment 4: 10 trials (reversal learning), 20 trials (negative patterning)
PRIORITY: High"
