"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Conceptualization of above and below relationships by an insect","https://scispace.com/paper/conceptualization-of-above-and-below-relationships-by-an-4d29xtzg50","2011","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Aurore Avarguès-Weber
Adrian G. Dyer
Martin Giurfa
Martin Giurfa","10.1098/RSPB.2010.1891","","… is the honeybee Apis mellifera [11]. Honeybees are appealing to study whether abstract rule … Here, we studied whether honeybees learn an above/below relationship between visual …","Relational rules such as ‘same’ or ‘different’ are mastered by humans and non-human primates and are considered as abstract conceptual thinking as they require relational learning beyond perceptual generalization. Here, we investigated whether an insect, the honeybee (Apis mellifera), can form a conceptual representation of an above/below spatial relationship. In experiment 1, bees were trained with differential conditioning to choose a variable target located above or below a black bar that acted as constant referent throughout the experiment. In experiment 2, two visual stimuli were aligned vertically, one being the referent, which was kept constant throughout the experiment, and the other the target, which was variable. In both experiments, the distance between the target and the referent, and their location within the visual field was systematically varied. In both cases, bees succeeded in transferring the learned concept to novel stimuli, preserving the trained spatial relation, thus showing an ability to manipulate this relational concept independently of the physical nature of the stimuli. Absolute location of the referent into the visual field was not a low-level cue used by the bees to solve the task. The honeybee is thus capable of conceptual learning despite having a miniature brain, showing that such elaborated learning form is not a prerogative of vertebrates."
"Honeybees foraging for numbers","https://scispace.com/paper/honeybees-foraging-for-numbers-41bj1uuwic","2019","Journal Article","Journal of Comparative Physiology A-neuroethology Sensory Neural and Behavioral Physiology","Martin Giurfa","10.1007/S00359-019-01344-2","","… Here I review the capacities of honeybees to … concept learning, non-linear discriminations and various forms of social learning (Menzel and Giurfa 2001; Benard et al. 2006; Giurfa …","The capacity to process numbers can be found in many vertebrate species, which share similar behavioral and neural mechanisms for number estimation. Honeybees possess a miniature brain but exhibit remarkable cognitive abilities, including the capacity to perform numerosity judgments in a foraging context. Honeybee foragers can count up to four landmarks en route to the goal and use this information to decide where to land. They also learn to match visual images based on item number and may use absolute or relative numerosity. They can be trained to choose item arrays based on rules such as ‘smaller than’, in which case their performance reveals the existence of zero as a conceptual low end of a succession of positive numbers. Moreover, in symbolic-matching protocols, they learn to master visual discriminations based on subtracting or adding one item to a perceived sample, depending on the color of the sample array. Here I review the works on numeric processing in bees and discuss them from a cognitive and ecological perspective. I conclude that these abilities exhibit distinctive features of the vertebrates’ numeric systems, and argue in favor of an evolutionary convergence of numeric abilities in many animal species, including vertebrates, and invertebrates."
"Different mechanisms underlie implicit visual statistical learning in honey bees and humans","https://scispace.com/paper/different-mechanisms-underlie-implicit-visual-statistical-4h7dz1rnla","2020","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Aurore Avarguès-Weber
Valerie Finke
Márton Nagy
Tūnde Szabó
Tūnde Szabó
Daniele d’Amaro
Adrian G. Dyer
Adrian G. Dyer
József Fiser","10.1073/PNAS.1919387117","https://www.pnas.org/doi/pdf/10.1073/pnas.1919387117","… The honey bee’s recognition system is based on spatial … In addition, bees demonstrate high-level performance in … , showing capacity to manipulate relational concept learning, such as “…","The ability of developing complex internal representations of the environment is considered a crucial antecedent to the emergence of humans’ higher cognitive functions. Yet it is an open question whether there is any fundamental difference in how humans and other good visual learner species naturally encode aspects of novel visual scenes. Using the same modified visual statistical learning paradigm and multielement stimuli, we investigated how human adults and honey bees (Apis mellifera) encode spontaneously, without dedicated training, various statistical properties of novel visual scenes. We found that, similarly to humans, honey bees automatically develop a complex internal representation of their visual environment that evolves with accumulation of new evidence even without a targeted reinforcement. In particular, with more experience, they shift from being sensitive to statistics of only elemental features of the scenes to relying on co-occurrence frequencies of elements while losing their sensitivity to elemental frequencies, but they never encode automatically the predictivity of elements. In contrast, humans involuntarily develop an internal representation that includes single-element and co-occurrence statistics, as well as information about the predictivity between elements. Importantly, capturing human visual learning results requires a probabilistic chunk-learning model, whereas a simple fragment-based memory-trace model that counts occurrence summary statistics is sufficient to replicate honey bees’ learning behavior. Thus, humans’ sophisticated encoding of sensory stimuli that provides intrinsic sensitivity to predictive information might be one of the fundamental prerequisites of developing higher cognitive abilities."
"Visual cognition in social insects","https://scispace.com/paper/visual-cognition-in-social-insects-4v5tjwp2jo","2011","Journal Article","Annual Review of Entomology","Aurore Avarguès-Weber
Nina Deisig
Martin Giurfa","10.1146/ANNUREV-ENTO-120709-144855","https://www.academia.edu/download/50477161/Visual_cognition_in_social_insects20161122-3176-1wvqhcq.pdf","… In any case, honey bees show positive transfer of learning from a trained to a novel set of stimuli, and their performances are consistent with the definition of categorization. Visual …","Visual learning admits different levels of complexity, from the formation of a simple associative link between a visual stimulus and its outcome, to more sophisticated performances, such as object categorization or rules learning, that allow flexible responses beyond simple forms of learning. Not surprisingly, higher-order forms of visual learning have been studied primarily in vertebrates with larger brains, while simple visual learning has been the focus in animals with small brains such as insects. This dichotomy has recently changed as studies on visual learning in social insects have shown that these animals can master extremely sophisticated tasks. Here we review a spectrum of visual learning forms in social insects, from color and pattern learning, visual attention, and top-down image recognition, to interindividual recognition, conditional discrimination, category learning, and rule extraction. We analyze the necessity and sufficiency of simple associations to account for complex visual learning in Hymenoptera and discuss possible neural mechanisms underlying these visual performances."
"The concepts of 'sameness' and 'difference'in an insect","https://scispace.com/paper/WknqBkMEXpsJ","","","","M Giurfa
S Zhang
A Jenett
R Menzel
MV Srinivasan","","https://www.academia.edu/download/69575982/3507358220210913-25535-1hpzwi.pdf","… The honeybee Apis mellifera constitutes a traditional model … For example, honeybees can interpolate visual information 3 , … Here we show that honeybees can form ‘sameness’ and ‘…",""
"Exploration of the visual cognitive capacities of the bees","https://scispace.com/paper/E4FMBavSKA4J","","","","A Avarguès-Weber","","https://hal.science/tel-05023836/document","… Giurfa, M* (2018) Transfer of visual learning between a virtual and a real environment in honey bees… to Toulouse to do my PhD with Martin Giurfa. I wished to pursue his disruptive and …",""
"Categorization of visual stimuli in the honeybee Apis mellifera","https://scispace.com/paper/categorization-of-visual-stimuli-in-the-honeybee-apis-7sckrx57e3","2006","Journal Article","Animal Cognition","Julie Benard
Silke Stach
Martin Giurfa","10.1007/S10071-006-0032-9","https://www.cs.helsinki.fi/group/cosco/Teaching/CoscoSeminar/spring2007/articles/benard-2006.pdf","… (Giurfa 2003). Here we focus on experiments in honeybees that demonstrate such a positive transfer from … generalization abilities for visual features, honeybees can also be granted with …","Categorization refers to the classification of perceptual input into defined functional groups. We present and discuss evidence suggesting that stimulus categorization can also be found in an invertebrate, the honeybee Apis mellifera, thus underlining the generality across species of this cognitive process. Honeybees show positive transfer of appropriate responding from a trained to a novel set of visual stimuli. Such a transfer was demonstrated for specific isolated features such as symmetry or orientation, but also for assemblies (layouts) of features. Although transfer from training to novel stimuli can be achieved by stimulus generalization of the training stimuli, most of these transfer tests involved clearly distinguishable stimuli for which generalization would be reduced. Though in most cases specific experimental controls such as stimulus balance and discriminability are still required, it seems appropriate to characterize the performance of honeybees as reflecting categorization. Further experiments should address the issue of which categorization theory accounts better for the visual performances of honeybees."
"Article I","https://scispace.com/paper/article-i-2mcc4t3b3o","2024","Book Chapter","","Schmahl Stefanie","10.1093/law/9780192855114.003.0019","https://www.researchgate.net/profile/Aurore-Avargues-Weber/publication/279657534_Cognition_visuelle_chez_l'abeille_Apis_mellifera_categorisation_par_extraction_de_configurations_spatiales_et_de_concepts_relationnels/links/58ecbc650f7e9b81aedcf991/Cognition-visuelle-chez-labeille-Apis-mellifera-categorisation-par-extraction-de-configurations-spatiales-et-de-concepts-relationnels.pdf#page=143","… Individual honeybees learned to classify visual targets using above/below and right/left … whether honeybees can form abstract concepts based on spatial relationships such as above/…","This chapter elaborates on Article I. It starts with the premise of the Convention responding to the difficulty of handling refugees subsequent to the Second World War. However, the refugee crisis expanded beyond the Western sphere and affected regions such as Asia and Africa. Thus, the 1967 Protocol achieved the formal, but not the substantive, universalization of the 1951 Convention definition of refugee status. The chapter cites that the 1967 Protocol liberated the 1951 Convention from temporal and geographical limitations, which also equalised the legal status of future refugees independent from the dateline of January 1951. It explains the subsequent result of the 1951 Convention and the 1967 Protocol as the Magna Carta for refugees. "
"Prospective and retrospective learning in honeybees","https://scispace.com/paper/prospective-and-retrospective-learning-in-honeybees-cnvhohx4b8","2006","Journal Article","International Journal of Comparative Psychology","Martin Giurfa
Julie Benard","","https://escholarship.org/content/qt9p4925dn/qt9p4925dn.pdf","… We focus on non-elemental forms of learning in honeybees in order to answer the question … Consequently, because animals, including honeybees, solve these three types of problems, …","We focus on non-elemental forms of learning in honeybees in order to answer the question of whether retrospective learning can be found in an insect. We analyze three different forms of learn- ing: category learning, rule learning and backward blocking. We provide examples showing that hon- eybees demonstrate these three forms of learning and propose that causal retrospection underlies them to different extents. We argue that an elemental associative account explains category learning whereas rule learning may require retrospection. Backward blocking, on the other hand, admits inter- pretations based on prospective learning. Consequently, because animals, including honeybees, solve these three types of problems, distinguishing between species on the basis of these capacities is inap- propriate. Experience-dependent plasticity in animals relies on different forms of as- sociative learning, from elemental to non-elemental ones (Mackintosh, 1994; Pearce, 1997). Such forms of learning allow animals to establish predictions about changes in a complex environment and can therefore be described as prospective learning . Prospective learning is considered to be different from retrospective learning because they refer, respectively, to the ability to go from causes to effects (prospective learning) and to the ability to go from effects to causes (retrospective learning). It has been claimed that the very notion of explanation entails retrospective abilities and that only humans are capable of that type of reasoning (Reboul, 2005; Vonk, 2005). It is argued that prospective learning requires extracting predictive relationships between perceptible entities in the world while retrospection allows going beyond the observable and learning about stimuli that are not present. There is a rigorous debate as to whether non-humans animals are capable of causal retro- spection (see, for instance, http://www.interdisciplines.org/causality). For instance, the following example, taken from Reboul (2005), compares a dog and a child viewing a rainy day through a glass window, and intends to differentiate between animals and humans based on the distinction between prospective and retrospec- tive reasoning: ""Abigael, the child, is curled in an armchair reading a book; Tolkien, the dog, has sneaked into another armchair and both are casting melan- choly eyes at the rain beating on the windows…Abigael may have a mentalist ex- planation to the effect that I believe that rain makes one wet and that I don't like to get wet which is why I choose to stay indoors when it rains. This explanation, pre- sumably, is not something that it would make sense to attribute to Tolkien…It seems to me that the difference lies in the fact that Abigael has an explanation for the association whereas Tolkien is left with the association, naked as it were"" (Re- boul, 2005)."
"Learning of abstract concepts and rules by the honeybee","https://scispace.com/paper/learning-of-abstract-concepts-and-rules-by-the-honeybee-4m27zjfo7r","2006","Journal Article","International Journal of Comparative Psychology","Shaowu Zhang","","https://escholarship.org/content/qt3nr4d3r6/qt3nr4d3r6.pdf","… After these maze experiments, we initiated a series of experiments to specifically investigate the use of a symbolic matching rule by honeybees, which we will describe later in this …","Despite the tiny brain of the honeybee, some remarkable higher cognitive functions have emerged from this assembly of about one million neurons. Work on the honeybee over the past decade is be- ginning to suggest that insects may not be the simple, reflexive creatures that they were once believed to be. Bees display perceptual and ""cognitive"" capacities that are surprisingly rich, complex and flexible. This article reviews the recent progress on the honeybee's ability to learn and use abstract rules and concepts, to categorize visual objects in various ways, and to memorize task-specific infor- mation while navigating through their environment. This review is not intended to be exhaustive. Rather, it highlights important advances in our understanding of the processes underlying the bee's remarkable behaviors. The worker honeybee possesses a tiny brain that occupies a volume of about one cubic millimeter, weighs about one milligram and contains not more than a million neurons. Nevertheless, this creature, by virtue of its lifestyle, is a spectacu- larly suitable organism for studying the principles of pattern recognition and navi- gation, as well as of learning in a more general sense (von Frisch, 1971, 1993; Menzel, 1990). Gathering nectar and pollen is the raison d'etre of a forager's exis- tence. Since the species of flowers that are in bloom, say, this week are likely to be replaced by a different species at a different location next week, the bee needs, and has indeed evolved, an impressive ability to learn colors, odors, shapes and routes quickly and accurately (Chittka, Vorobyev, Shmida, & Menzel 1993; Lehrer, Hor- ridge, Zhang, & Gadagkar, 1995; Vorobyev & Menzel, 1999; Wehner, 1981). A bee can learn a new odor in just a few visits, a new color in about half an hour (af- ter it has made about five visits to collect a food reward), a new pattern in about half a day (after 20-30 rewarded visits), and a new route to a food source in about 3-4 visits (provided the route is not through a complex labyrinth). The underlying navigational skills that make this learning possible require extensive, perceptual, information processing, and storage mechanisms which, in turn, allow bees to dis- play perceptual and ""cognitive"" abilities that are surprisingly rich, complex and flexible (Collett & Collett, 2002; Giurfa, 2003; Menzel & Muller, 1996; Srinivasan & Zhang, 1998, Zhang & Srinivasan, 2004a, 2004b). The present article reviews recent studies that have challenged the percep- tual capacities of honeybees by asking if bees can, for instance, learn abstract rules by which to navigate mazes, learn and generalize abstract concepts, categorize complex visual objects, or acquire and memorize task-specific information when faced with a complex problem. This review discusses some key examples of recent"
