"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Fluency and the integration of semiotic resources in interactional learning processes","https://scispace.com/paper/fluency-and-the-integration-of-semiotic-resources-in-3srz396pu0","2017","Journal Article","","Friederike Kern
Sören Ohlhus","10.1080/19463014.2017.1328701","","… In addition, fluency can provide a window on the progressive nature of a longitudinal learning … Most importantly, they allow a longitudinal insight into the learning process over several …","Fluency plays an important and largely unreflected role as a diagnostic tool in learning interactions In our paper, we present a case study of videographed remedial lessons in mathematics, addressing the question of how useful the concept of fluency is for a description of learning as an observable and accountable interactive process The concept of fluency in discourse and specifically in learning interactions is discussed and elaborated on the basis of our findings In the reconstruction of interactive learning processes, fluency proves to be a phenomenon towards which both tutors and pupils orient themselves, while relying on different aspects of fluency in their coordinated effort to establish a global schema of calculation steps In addition, fluency can provide a window on the progressive nature of a longitudinal learning process As the pupil’s performance of the technique to be learned becomes more and more fluent, this can serve as an indication of the planning processes involved, allowi"
"Access to Psychiatric Care for Late Life Hoarding Patients","https://scispace.com/paper/access-to-psychiatric-care-for-late-life-hoarding-patients-4gl14naib7","2024","Journal Article","American Journal of Geriatric Psychiatry","Asher Etheridge
Mary Dozier","10.1016/j.jagp.2024.01.134","","… Multiple regression using all associated factors found more Verbal Fluency repetition errors (… with trial-by-trial feedback (WCST), we found better performance in those with lower insight. …",""
"On the difficulty of mending metacognitive illusions: A priori theories, fluency effects, and misattributions of the interleaving benefit.","https://scispace.com/paper/on-the-difficulty-of-mending-metacognitive-illusions-a-1f81mfivw5","2016","Journal Article","Journal of Experimental Psychology: General","Veronica X. Yan
Elizabeth Ligon Bjork
Robert A. Bjork","10.1037/XGE0000177","https://bjorklab.psych.ucla.edu/wp-content/uploads/sites/13/2016/11/YanBjorkBjork2016.pdf","… In the test phase, participants were tested on one new painting per artist, with trial-by-trial feedback. Finally, they were asked to make the metacognitive judgment about which schedule …","Interleaving exemplars of to-be-learned categories-rather than blocking exemplars by category-typically enhances inductive learning. Learners, however, tend to believe the opposite, even after their own performance has benefited from interleaving. In Experiments 1 and 2, the authors examined the influence of 2 factors that they hypothesized contribute to the illusion that blocking enhances inductive learning: Namely, that (a) blocking creates a sense of fluent extraction during study of the features defining a given category, and (b) learners come to the experimental task with a pre-existing belief that blocking instruction by topic is superior to intermixing topics. In Experiments 3-5, the authors attempted to uproot learners' belief in the superiority of blocking through experience-based and theory-based debiasing techniques by (a) providing detailed theory-based information as to why blocking seems better, but is not, and (b) explicitly drawing attention to the link between study schedule and subsequent performance, both of which had only modest effects. Only when they disambiguated test performance on the 2 schedules by separating them (Experiment 6) did the combination of experience- and theory-based debiasing lead a majority of learners to appreciate interleaving. Overall, the results indicate that 3 influences combine to make altering learners' misconceptions difficult: the sense of fluency that can accompany nonoptimal modes of instruction; pre-existing beliefs learners bring to new tasks; and the willingness, even eagerness, to believe that 1 is unique as a learner-that what enhances others' learning differs from what enhances one's own learning. (PsycINFO Database Record"
"Communicative efficiency and executive function in normally aging and older adults with a mild acquired brain injury","https://scispace.com/paper/communicative-efficiency-and-executive-function-in-normally-guszr8t1ts","2018","Journal Article","Aphasiology","Megan Loughnane
Laura L. Murray","10.1080/02687038.2018.1485856","","… Conclusions: Associations between performances of executive function tests (ie, verbal and nonverbal fluency) and spoken language informativeness measures provide new insight …","Background: Aging is associated with universal cognitive decline, with variability in individual trajectories; however, a history of mild, acquired brain injury (ABI) increases risk for exacerbated..."
"When word frequency meets word order: factors determining multiply-constrained creative association","https://scispace.com/paper/when-word-frequency-meets-word-order-factors-determining-1daou6js0z","2023","Journal Article","","Wangbing Shen
Bernhard Hommel
Qiping Ren
Meifeng Hua
Fang Lu","10.1080/13546783.2023.2259546","","… and essential to creativity and insight. Here we utilised a … ’s trial-by-trial reports regarding insight solution strategies. … to what is often used in a fluency task. In contrast, across three …","Creative association is inherent and essential to creativity and insight. Here we utilised a Chinese compound Remote Associates Task (cRAT) to identify the potential impact of word order (i.e., solution position hereinafter) and word frequency on creative association across two behavioural experiments. Experiment 1 identified the effects of (a) word order and word frequency on cRAT-induced association without considering the specific strategies used during solving such problems and (b) their interaction not only on performance in solving the cRAT, including solution time and accuracy, but also on difficulty rating. Following a coarse-to-fine approach, Experiment 2 examined the effect of both factors on creative association determined according to each participant’s trial-by-trial reports regarding insight solution strategies. Main effects of word order and word frequency, and a two-way interaction, were found on the accuracy and self-rated difficulty. These findings shed light on creative association, multiply-constrained problem solving and constructing compounds. "
"Characterizing cycling traffic fluency using big mobile activity tracking data","https://scispace.com/paper/characterizing-cycling-traffic-fluency-using-big-mobile-19otb8y4xv","2021","Journal Article","Computers, Environment and Urban Systems","Anna Brauer
Anna Brauer
Ville Mäkinen
Juha Oksanen","10.1016/J.COMPENVURBSYS.2020.101553","","… In this article, we quantify urban cycling quality by estimating the fluency of cycling traffic … Our approach to characterizing cycling traffic fluency offers a novel view on the cyclability of …",""
"Cognitive insight and introspective accuracy in individuals with bipolar disorder: a scoping review","https://scispace.com/paper/cognitive-insight-and-introspective-accuracy-in-individuals-1wcpeuchgh","2023","Journal Article","Neuroscience applied","L. Wels
Nina Dalkner
Melanie Lenger
Frederike T. Fellendorf
Elena Schönthaler
Philip D. Harvey
Eva Z. Reininghaus","10.1016/j.nsa.2023.101132","","Introduction Within the framework of metacognition, cognitive insight (CI) refers to the ability to distance oneself from distorted beliefs and misinterpretations, and to reevaluate thoughts, …","Within the framework of metacognition, cognitive insight (CI) refers to the ability to distance oneself from distorted beliefs and misinterpretations, and to reevaluate thoughts, beliefs, and interpretations, while also considering external feedback from others, in order to make well-considered conclusions. Similarly, introspective accuracy (IA) refers to the capacity to accurately assess one's skills, capabilities, and interpretations. CI and IA may be impaired in individuals with psychiatric disorders, as extensively documented in individuals with schizophrenia. However, there is a shortage of studies examining introspective accuracy in bipolar disorder. This scoping review aimed to provide an overview of the existing literature on CI and IA in individuals with bipolar disorder, as well as to examine their associations with clinical variables including cognitive performance. PubMed was systematically searched with the terms “cognitive insight”, “introspective accuracy”, “self estimation”, “self assessment”, “bipolar”, and “bipolar disorder”. Studies were included if they performed cognitive measures. Five studies (2015–2023) met the inclusion criteria and were further analyzed. Patients with bipolar disorder generally overestimate their cognitive performance, especially in numerical tasks. In a depressive episode, the performance was underestimated and related to impaired functioning. Manic symptoms and cognitive performance have been found to be predictors for low insight. The study results indicated that introspective accuracy is positively correlated with cognitive performance. Recent studies demonstrate the importance of cognitive insight and introspective accuracy measures for functional outcome parameters. Although there is little research in the field of cognitive insight in bipolar disorder so far, there are many factors that still need to be addressed. Most importantly, it is needed to address the differences between the types of bipolar disorder and the impact of current mood symptoms and medication on cognitive insight or introspective accuracy in these patients. "
"Outcomes of Exposure Based Treatment for Hoarding Disorder","https://scispace.com/paper/outcomes-of-exposure-based-treatment-for-hoarding-disorder-20ns7bdvcs","2024","Journal Article","American Journal of Geriatric Psychiatry","Jessica Zakrzewski
Mary Dozier
Tina Mayes
Elizabeth W. Twamley
Catherine Ayers","10.1016/j.jagp.2024.01.132","","… Multiple regression using all associated factors found more Verbal Fluency repetition errors (… with trial-by-trial feedback (WCST), we found better performance in those with lower insight. …","<h3>Introduction</h3> Hoarding Disorder (HD) is one of the most common and impairing neuropsychiatric conditions in late life. Individuals with HD, especially those at older ages, often have executive functioning deficits. Cognitive Rehabilitation and Exposure/Sorting Therapy (CREST) for HD is effective in reducing HD symptoms and improving executive functioning (cognitive flexibility and inhibition) when compared with case management. In the current trial, we compared CREST to a robust control condition, exposure therapy (ET), to determine if CREST provides additional benefit to HD symptom reduction and neuropsychological functioning over ET in a group of treatment-seeking Veterans with HD. <h3>Methods</h3> 115 Veterans who met clinical criteria for HD were randomized to receive 26 once weekly, 1 hour manualized individual sessions of either CREST (n=59) or ET (n=56). CREST included 7 sessions targeting prospective memory, prioritizing, problem solving, planning, and cognitive flexibility, followed by 19 sessions of exposure therapy. ET included the same manualized exposure therapy for 26 sessions. Participants completed assessments at baseline, week 7 of treatment, post-treatment, 3 month follow-up, and 6 month follow-up. Outcome measures included self-report hoarding symptom ratings (Saving Inventory-Revised, SI-R), self-report of overall levels of functioning, and neuropsychological tests focused on executive functioning (D-KEFS Color Word, Trails, Tower, Design Fluency, Verbal Fluency; Wisconsin Card Sorting Test). Multi-level modeling was used to examine treatment-related change at post-treatment and follow-up timepoints. <h3>Results</h3> Participants were mostly male (62%), White/Non-Hispanic (63%), and on average were 62 years old with 16 years of education. At baseline, mean HD symptoms were above clinical cut-offs for HD (mean SIR=57.7); 72% met criteria for comorbid major depression and 33% for post-traumatic stress disorder. 60% of the sample demonstrated at least mild impairments on at least one neuropsychological task, with impairments on Verbal Fluency category switching and Color Word inhibition/switching being the most common. Participants in both groups average of 47% improvement at baseline (ΔSI-R=24.4±17) and groups did not differ in improvement of HD symptoms. CREST group self-reported greater improvements in functioning at post-treatment (b=1.32, p=0.021). Neuropsychological test scores tended to improve over time in both groups (global deficit score across tasks b=1.1, p=0.007; D-KEFS Design Fluency b=1.3, p<0.001; D-KEFS Tower b=0.3, p=0.002; Wisconsin Card Sorting Test b=1.1, p=0.007). CREST demonstrated greater improvement in D-KEFS Color Word Inhibition/Switching at post-treatment (b=0.803, p=0.036) and the visual scanning condition of D-KEFS Trails (b =0.5, p=0.011) at follow-up. <h3>Conclusions</h3> Exposure based treatment is highly effective for HD. Both CREST and ET groups demonstrated significant reductions in HD symptoms as well as improvements on several measures of executive functioning. CREST participants demonstrated an additional improvements in self-reported functioning, visual based inhibition/switching and visual scanning, a key visual attention and processing speed function. "
"How long can naturalistic L2 pronunciation learning continue in adults? A 10-year study","https://scispace.com/paper/how-long-can-naturalistic-l2-pronunciation-learning-continue-1m5tyzm5","2023","Journal Article","Language Awareness","Ron I. Thomson
Tracey M. Derwing
Murray J. Munro","10.1080/09658416.2023.2227559","https://www.tandfonline.com/doi/pdf/10.1080/09658416.2023.2227559","… accentedness, comprehensibility and fluency for the remaining … We then considered individual trajectories, in the light of the … the current investigation provide new insight, indicating that …","Abstract We examined the naturalistic pronunciation development of two groups of L2 speakers over 10 years. Initially, 50 beginner ESL students participated in production tasks; despite attrition, the tasks were administered eight more times. Here we report listener judgements of accentedness, comprehensibility and fluency for the remaining six Mandarin and 12 Slavic language speakers at Year 10. Analyses of listener judgments of accentedness, comprehensibility, and fluency of utterances recorded at the 2-month, 1-year, 2-year, 7-year and 10-year points revealed that the Slavic language speakers improved in comprehensibility and fluency at each comparison point, while the Mandarin speakers’ results were variable; there was improvement in comprehensibility from Year 7 to Year 10, but only after worsening at earlier points. The Slavic language group showed improvement in accentedness several times, whereas the Mandarin group showed no improvement in accentedness at any point. The data were examined for individual differences in learning trajectories. Interview responses and a survey of language use were compared to participants’ trajectories. Some speakers showed steady improvement from Year 7 to Year 10, but the majority plateaued or regressed. We also elicited speakers’ views of their progress. The results are interpreted through Complexity Theory and the Willingness to Communicate framework. Suggestions are made for research and teaching interventions. ABSTRAIT Nous avons examiné longitudinalement le développement en contexte naturel de la prononciation en anglais L2 chez deux groupes de locuteurs: mandarin (LMA) et langues slaves (LSL). Au départ, les 50 participants ont réalisé les tâches de production, qui leur ont été passées huit fois de plus, sur une période de dix ans. Nous rapportons ici les jugements sur l‘accentuation, la compréhensibilité et la fluidité des locuteurs restant à la 10e année, après attrition au sein des deux groupes (LMA n = 6; LSL n = 12). Les données collectées aux années sept et 10 ont révélé que les LSL ont amélioré leur intelligibilité et leur fluidité à chaque point de comparaison, tandis que les LMA présentaient une variabilité: une amélioration de la compréhensibilité de la 7e à la 10e année, après une détérioration lors de points de comparaisons précédents. Les LSL ont démontré une amélioration de l‘accent à plusieurs reprises, tandis que les LMA n’en ont montré aucune dans le temps. Les données ont été examinées pour déterminer des différences individuelles. Les réponses aux entretiens et une enquête sur l‘utilisation de la langue ont été comparées aux trajectoires des participants. Une amélioration constante a été observée de la 7e à la 10e année chez certains locuteurs, mais la majorité d’entre eux a plafonné ou encore régressé. Nous avons également sollicité l’avis des locuteurs sur leurs progrès. Ces résultats sont interprétés dans le cadre de « la volonté de communiquer ». Des suggestions sont offertes pour la recherche et les interventions pédagogiques. PLAIN LANGUAGE SUMMARY This longitudinal study involved collecting data from two groups of second language speakers (Mandarin and Slavic language speakers) over 10 years. We recorded picture narratives from the 2-month, 1-year, 2-year, 7-year, and 10-year points. Audio samples of 20–25 s were randomized and played to 20 listeners who rated them on three dimensions using 9-point scales: fluency (1 = extremely fluent; 9 = extremely dysfluent); comprehensibility (1 = easy to understand; 9 = extremely difficult to understand); and accentedness (1 = no accent; 9 = extremely strong accent). Analyses indicated that the Slavic language speakers improved in comprehensibility and fluency at each comparison point, while the Mandarin speakers’ results were variable: there was improvement in comprehensibility from Year 7 to Year 10, but only after worsening at earlier points. The Slavic language group showed improvement in accentedness at several times, whereas the Mandarin group showed no improvement in accentedness at any point. We then considered individual trajectories, in the light of the language contexts in which each participant was immersed. There was tremendous variability in learner progress, but interestingly, the person who had the best ratings at the outset was judged the best after 10 years. It is clear that each person’s individual circumstances had an effect on their productions in English. The trajectories also suggested that some individuals made consistent progress in comprehensibility and fluency from Year 7 to Year 10, demonstrating that naturalistic language learning, at least for these dimensions, can continue for a long time, depending on the individual’s personal circumstances. The richer the interaction opportunities, the better."
"The dynamic multicausality of age of first bilingual language exposure: Evidence from a longitudinal content and language integrated learning study with dense time …","https://scispace.com/paper/pfKLO1QmYx4J","","","","SE Pfenninger","","https://onlinelibrary.wiley.com/doi/pdf/10.1111/modl.12666","… fluency, complexity, and vocabulary scores were nearly equal between written and oral samples, while accuracy and fluency … 2020a, for a discussion of individual trajectories). Within the …",""
