"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Neural and computational mechanisms underlying one-shot perceptual learning in humans","https://scispace.com/paper/neural-and-computational-mechanisms-underlying-one-shot-91seza0elw6h","2025","Journal Article","bioRxiv","Ayaka Hachisuka
Jonathan Shor
X. Liu
Daniel Friedman
Patricia Dugan
Ignacio Saez
Fedor E. Panov
Yao Wang
Werner Doyle
Orrin Devinsky
Eric Oermann
Biyu J. He","10.1101/2025.05.09.635727","https://www.nature.com/articles/s41467-026-68711-x.pdf","… in one-shot perceptual learning and send this prior information … in our psychophysical experiment for the perceptual priors, … learning, we performed a control analysis using pre-Mooney …",""
"Late maturation of backward masking in auditory cortex","https://scispace.com/paper/late-maturation-of-backward-masking-in-auditory-cortex-fw9h73bl4t","2018","Journal Article","Journal of Neurophysiology","Michelle M. Mattingly
Brittany M. Donell
Merri J. Rosen","10.1152/JN.00114.2018","https://journals.physiology.org/doi/prev/20180711-aop/pdf/10.1152/jn.00114.2018","… shifts were a better match to human psychophysical threshold … study between forward masking of the noise with backward … threshold was determined to match perceptual measures. In …","In children, auditory detection of backward masked signals is immature well into adolescence, and detection deficits correlate with problems in speech processing. Our auditory cortical recordings r..."
"Auditory representation of the vocal repertoire in a songbird with multiple song types","https://scispace.com/paper/auditory-representation-of-the-vocal-repertoire-in-a-53aqmh518j","2001","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Richard Mooney
William J. Hoese
Stephen Nowicki","10.1073/PNAS.221453298","https://www.pnas.org/doi/pdf/10.1073/pnas.221453298","… very close to spike threshold, or when threshold is actually below … BOS playback was measured by using the psychophysical … exploration of how perceptual categories are generated by …","Neural mechanisms for representing complex communication sounds must solve the problem of encoding multiple and potentially overlapping signals. Birdsong provides an excellent model for such processing, in that many songbird species produce multiple song types. Although auditory song representations in single song type species have been studied, how song is represented in the brains of species that sing multiple song types remains unknown. Here we examine song type representations in swamp sparrows (Melospiza georgiana), a multiple song type species, by making in vivo intracellular recordings from the telencephalic nucleus HVc, the major auditory-vocal interface in the songbird brain. These recordings show that single HVc relay neurons often generate action potentials to playback of only a single song type, even though synaptic inputs on these cells can be activated by playback of other song types in the bird’s repertoire and songs of other birds. These subthreshold response patterns suggest that the song evoked action potential discharge of a single relay neuron is more selective than its presynaptic network. One component of this presynaptic network is likely to be in HVc, because multiple recordings from single birds show that different relay neurons can respond best to different song types, whereas single interneurons can generate action potentials to all song types in the bird’s repertoire. These results show that single HVc neurons can generate song type-specific action potential responses, a feature that may facilitate the selective auditory encoding of multiple learned vocalizations in a single brain area."
"Perceptual specializations for processing species-specific vocalizations in the common marmoset (Callithrix jacchus)","https://scispace.com/paper/perceptual-specializations-for-processing-species-specific-1erinpfc","2023","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Michael S. Osmanski
Xiaoqin Wang","10.1073/pnas.2221756120","https://www.pnas.org/doi/pdf/10.1073/pnas.2221756120?","… Psychophysical results show that the marmoset threshold for reporting a change in phee DFR is 1.19 SD (0.6 kHz) (Fig. 3A and SI Appendix, Table S5). Hit rates below this …","Significance Human speech has long been the classic example of categorical processing in the auditory system, whereby speech sounds are perceptually aggregated and/or separated into linguistically distinct phonemic categories based on their acoustic features. Much less is known about complex categorical sound processing of vocalizations in other animals, especially nonhuman primates. We examined this question in a highly vocal monkey species, the common marmoset. Our results indicate that marmosets can perceptually categorize their vocalizations and that they possess specialized perceptual mechanisms which help to enhance and maintain those categories. These findings suggest that such specializations for vocal perception may be shared between humans and a New World primate species and further enhance our understanding of the mechanisms underlying vocal behavior in animals."
"Perceptual hearing sensitivity during vocal production","https://scispace.com/paper/perceptual-hearing-sensitivity-during-vocal-production-dxzmqm5v","2022","Journal Article","iScience","Huan Ye
Jinhong Luo","10.1016/j.isci.2022.105435","https://www.cell.com/iscience/pdf/S2589-0042(22)01707-2.pdf","… psychophysical method, we measured the perceptual … and psychophysical data showed that the effects of forward … on detection threshold estimation, we collected the detection threshold …",""
"Windows to the soul: vision science as a tool for studying biological mechanisms of information processing deficits in schizophrenia","https://scispace.com/paper/windows-to-the-soul-vision-science-as-a-tool-for-studying-47o2dtre3b","2013","Journal Article","Frontiers in Psychology","Jong H. Yoon
Summer Sheremata
Ariel Rokem
Michael A. Silver","10.3389/FPSYG.2013.00681","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2013.00681/pdf","… The psychophysical study of perceptual phenomena can also … how psychophysical analysis and design elements of … trials are well above perceptual threshold, and performance less …","Cognitive and information processing deficits are core features and important sources of disability in schizophrenia. Our understanding of the neural substrates of these deficits remains incomplete, in large part because the complexity of impairments in schizophrenia makes the identification of specific deficits very challenging. Vision science presents unique opportunities in this regard: many years of basic research have led to detailed characterization of relationships between structure and function in the early visual system and have produced sophisticated methods to quantify visual perception and characterize its neural substrates. We present a selective review of research that illustrates the opportunities for discovery provided by visual studies in schizophrenia. We highlight work that has been particularly effective in applying vision science methods to identify specific neural abnormalities underlying information processing deficits in schizophrenia. In addition, we describe studies that have utilized psychophysical experimental designs that mitigate generalized deficit confounds, thereby revealing specific visual impairments in schizophrenia. These studies contribute to accumulating evidence that early visual cortex is a useful experimental system for the study of local cortical circuit abnormalities in schizophrenia. The high degree of similarity across neocortical areas of neuronal subtypes and their patterns of connectivity suggests that insights obtained from the study of early visual cortex may be applicable to other brain regions. We conclude with a discussion of future studies that combine vision science and neuroimaging methods. These studies have the potential to address pressing questions in schizophrenia, including the dissociation of local circuit deficits vs. impairments in feedback modulation by cognitive processes such as spatial attention and working memory, and the relative contributions of glutamatergic and GABAergic deficits."
"Self-generation and sound intensity interactively modulate perceptual bias, but not perceptual sensitivity","https://scispace.com/paper/self-generation-and-sound-intensity-interactively-modulate-86huwocr0q","2020","Posted Content","bioRxiv","Nadia Paraskevoudi
Iria SanMiguel","10.1101/2020.11.23.393785","https://www.nature.com/articles/s41598-021-96346-z.pdf","… from the individual’s own action via internal forward modelling … comparison intensities), no psychophysical measures (eg, … -threshold conditions, while for the near-threshold conditions …","The ability to distinguish self-generated stimuli from those caused by external sources is critical for all behaving organisms. Although many studies point to a sensory attenuation of self-generated stimuli, recent evidence suggests that motor actions can result in either attenuated or enhanced perceptual processing depending on the environmental context (i.e., stimulus intensity). The present study employed 2-AFC sound detection and loudness discrimination tasks to test whether sound source (self- or externally-generated) and stimulus intensity (supra- or near-threshold) interactively modulate detection ability and loudness perception. Self-generation did not affect detection and discrimination sensitivity (i.e., detection thresholds and Just Noticeable Difference, respectively). However, in the discrimination task, we observed a significant interaction between self-generation and intensity on perceptual bias (i.e. Point of Subjective Equality). Supra-threshold self-generated sounds were perceived softer than externally-generated ones, while at near-threshold intensities self-generated sounds were perceived louder than externally-generated ones. Our findings provide empirical support to recent theories on how predictions and signal intensity modulate perceptual processing, pointing to interactive effects of intensity and self-generation that seem to be driven by a biased estimate of perceived loudness, rather by changes in detection and discrimination sensitivity. Highlights Self-generation and stimulus intensity interactively shape auditory perception. Supra-threshold self-generated sounds are perceptually attenuated. When near-threshold, perceived intensity is enhanced for self-generated sounds. Self-generation and intensity modulate perceptual bias, rather than sensitivity. Surprise-driven attentional mechanisms may underlie these perceptual shifts."
"Predictive attenuation of touch and tactile gating are distinct perceptual phenomena","https://scispace.com/paper/predictive-attenuation-of-touch-and-tactile-gating-are-18w1pat5kg","2020","Posted Content","bioRxiv","Konstantina Kilteni
H. Henrik Ehrsson","10.21203/RS.3.RS-101767/V1","https://www.cell.com/iscience/pdf/S2589-0042(22)00347-9.pdf","… with the same stimulus and psychophysics task. Here, in a single experimental design, we … Thus, collectively, our results show that gating and attenuation are two separate processes …","In recent decades, research on somatosensory perception has led to two important observations. First, self-generated touches that are predicted by voluntary movements become attenuated compared to externally generated touches of the same intensity (attenuation). Second, externally generated touches feel weaker and are more difficult to detect during movement compared to rest (gating). Researchers today often consider gating and attenuation to be the same suppression process; however, this assumption is unwarranted because, despite more than forty years of research, no study has combined them in a single paradigm. We quantified how people perceive self-generated and externally generated touches during movement and rest. We demonstrate that whereas voluntary movement gates the precision of both self-generated and externally generated touch, the amplitude of self-generated touch is selectively attenuated compared to externally generated touch. We further show that attenuation and gating neither interact nor correlate, and we conclude that they represent distinct perceptual phenomena."
"Continuous motion tracking for accurate and efficient color vision assessment","https://scispace.com/paper/continuous-motion-tracking-for-accurate-and-efficient-color-5nb4g7h9x7lx","2024","Journal Article","Behavior Research Methods","Chenxi Liang
Jing Chen
Zhongting Chen","10.3758/s13428-024-02518-w","https://www.researchgate.net/profile/Zhongting-Chen/publication/386424140_Continuous_motion_tracking_for_accurate_and_efficient_color_vision_assessment/links/6750e439a7fbc259f1acc491/Continuous-motion-tracking-for-accurate-and-efficient-color-vision-assessment.pdf","… a traditional psychophysical detection task to examine the consistency of perceptual noise … vision, as opposed to a single threshold index from traditional psychophysical procedures. …",""
"Neuromodulation and the timescale of evidence accumulation during perceptual decision-making","https://scispace.com/paper/RivW40oYUw4J","","","","T Pfeffer","","https://ediss.sub.uni-hamburg.de/bitstream/ediss/7799/1/Dissertation.pdf","… We used behavioral psychophysics and computational … discrimination threshold for each stimulus duration. This … We will henceforth abbreviate this as “DR-mapping”. The experiment …",""
