"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"High-speed videography reveals how honeybees can turn a spatial concept learning task into a simple discrimination task by stereotyped flight movements and …","https://scispace.com/paper/HL36s0TC4f4J","","","","M Guiraud
M Roper
L Chittka","","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2018.01347/pdf","… learning task could actually be mediated by turning it into a more manageable discrimination task by some animals, although one individual … and “abstract concept” learning may have to …",""
"Different mechanisms underlie implicit visual statistical learning in honey bees and humans","https://scispace.com/paper/different-mechanisms-underlie-implicit-visual-statistical-4h7dz1rnla","2020","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Aurore Avarguès-Weber
Valerie Finke
Márton Nagy
Tūnde Szabó
Tūnde Szabó
Daniele d’Amaro
Adrian G. Dyer
Adrian G. Dyer
József Fiser","10.1073/PNAS.1919387117","https://www.pnas.org/doi/pdf/10.1073/pnas.1919387117","… extracted individual … learning that could capture the honey bee behavior, and compared how this model measured up against the probabilistic model attributed to statistical learning …","The ability of developing complex internal representations of the environment is considered a crucial antecedent to the emergence of humans’ higher cognitive functions. Yet it is an open question whether there is any fundamental difference in how humans and other good visual learner species naturally encode aspects of novel visual scenes. Using the same modified visual statistical learning paradigm and multielement stimuli, we investigated how human adults and honey bees (Apis mellifera) encode spontaneously, without dedicated training, various statistical properties of novel visual scenes. We found that, similarly to humans, honey bees automatically develop a complex internal representation of their visual environment that evolves with accumulation of new evidence even without a targeted reinforcement. In particular, with more experience, they shift from being sensitive to statistics of only elemental features of the scenes to relying on co-occurrence frequencies of elements while losing their sensitivity to elemental frequencies, but they never encode automatically the predictivity of elements. In contrast, humans involuntarily develop an internal representation that includes single-element and co-occurrence statistics, as well as information about the predictivity between elements. Importantly, capturing human visual learning results requires a probabilistic chunk-learning model, whereas a simple fragment-based memory-trace model that counts occurrence summary statistics is sufficient to replicate honey bees’ learning behavior. Thus, humans’ sophisticated encoding of sensory stimuli that provides intrinsic sensitivity to predictive information might be one of the fundamental prerequisites of developing higher cognitive abilities."
"Conceptualization of above and below relationships by an insect","https://scispace.com/paper/conceptualization-of-above-and-below-relationships-by-an-4d29xtzg50","2011","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Aurore Avarguès-Weber
Adrian G. Dyer
Martin Giurfa
Martin Giurfa","10.1098/RSPB.2010.1891","","… The honeybee is thus capable of conceptual learning … Individual bees marked with a colour spot on the thorax were … , then an above–below abstract concept was formed by the bee …","Relational rules such as ‘same’ or ‘different’ are mastered by humans and non-human primates and are considered as abstract conceptual thinking as they require relational learning beyond perceptual generalization. Here, we investigated whether an insect, the honeybee (Apis mellifera), can form a conceptual representation of an above/below spatial relationship. In experiment 1, bees were trained with differential conditioning to choose a variable target located above or below a black bar that acted as constant referent throughout the experiment. In experiment 2, two visual stimuli were aligned vertically, one being the referent, which was kept constant throughout the experiment, and the other the target, which was variable. In both experiments, the distance between the target and the referent, and their location within the visual field was systematically varied. In both cases, bees succeeded in transferring the learned concept to novel stimuli, preserving the trained spatial relation, thus showing an ability to manipulate this relational concept independently of the physical nature of the stimuli. Absolute location of the referent into the visual field was not a low-level cue used by the bees to solve the task. The honeybee is thus capable of conceptual learning despite having a miniature brain, showing that such elaborated learning form is not a prerogative of vertebrates."
"Numerical cognition in honeybees: rule learning enables quantity discrimination, zero comprehension, simple arithmetic, and symbol use by an insect","https://scispace.com/paper/R_PWCr0cBlYJ","","","","S Howard","","https://research-repository.rmit.edu.au/articles/thesis/Numerical_cognition_in_honeybees_rule_learning_enables_quantity_discrimination_zero_comprehension_simple_arithmetic_and_symbol_use_by_an_insect/27590274/1/files/50760507.pdf","… the honeybees’ ability to discriminate between quantities above the subitizing range compared to appetitive-differential conditioning. Honeybees … Ordinality is the ranking of individual …",""
"Honey bees zero in on the empty set","https://scispace.com/paper/honey-bees-zero-in-on-the-empty-set-1b1nj3vr6n","2018","Journal Article","Science","Andreas Nieder","10.1126/SCIENCE.AAT8958","https://homepage.uni-tuebingen.de/andreas.nieder/Nieder%20(2018)%20Science.pdf","… quantity estimation and not a product of the learning history. … transform “nothing” into an abstract concept of zero. The … family to users who have purchased individual subscriptions. …","The number zero is central to contemporary mathematics and to our scientifically and technologically advanced culture ( 1 ). Yet, it is a difficult number to understand. Children grasp the symbolic number zero long after they start to understand, at around the age of 4 years, that “nothing” can be a numerical quantity—the empty set—that is smaller than one ( 2 ). Scientists therefore assumed that the concept of “nothing” as a numerical quantity was beyond the reach of any animal. Recent studies on cognitively advanced vertebrates challenge this view, however. Monkeys and birds can not only distinguish numerical quantities ( 3 ) but also grasp the empty set as the smallest quantity on the mental number line ( 4 , 5 ). On page 1124 of this issue, Howard et al. ( 6 ) show that the honey bee, a small insect on a branch very remote from humans on the animal tree of life, also belongs to the elite club of animals that comprehend the empty set as the conceptual precursor of the number zero."
"Category difference facilitates oddity learning in honeybees (Apis mellifera).","https://scispace.com/paper/category-difference-facilitates-oddity-learning-in-honeybees-3fan63jydx","2020","Journal Article","Journal of Comparative Psychology","Nicole M. Muszynski
P. A. Couvillon","10.1037/COM0000228","https://psycnet.apa.org/manuscript/2020-37265-001.pdf","… A close inspection of the choices of individual bees indicated that 4 of the nine subjects in … Analyses of the choices of the individual bees on all subsequent trials revealed no systematic …","Performance of honeybees resembles that of vertebrates in a variety of associative learning experiments. Recent work has focused on relational learning phenomena not easily explained by associative principles, including same/different problems, the simplest of which is the oddity problem. Free-flying bees were trained to visit a laboratory window and were rewarded for choice of the odd stimulus among a set of stimuli. There were two stimulus categories, single-color solids and two-color patterns. The training was trial-unique, with new sets of stimuli on each trial. In Experiment 1, 4 groups were trained in a 3-stimulus oddity problem, 2 with solid odd and patterns nonodd and 2 with pattern odd and solids nonodd. For 1 group in each condition, the odd and nonodd stimuli shared a color. The performance of all groups was better than chance. The bees could solve the problem on the basis of oddity (same vs. different) or category (solid vs. pattern). These possibilities were unconfounded in Experiment 2 with 2 groups trained in a 4-stimulus oddity problem. Group 1 was trained with a category difference on each trial; the solid color was odd on half the trials and the pattern odd on the others. Group 2 was trained with no category difference; all stimuli were patterns. Both groups showed better-than-chance performance, and the irrelevant category difference facilitated oddity discrimination for Group 1. The results support previous findings of oddity learning in honeybees, the only invertebrate species for which any relational learning phenomena have been demonstrated. (PsycInfo Database Record (c) 2020 APA, all rights reserved)."
"Interpreting insect behavior through the lens of executive functions","https://scispace.com/paper/interpreting-insect-behavior-through-the-lens-of-executive-3l72nl5ae917","2025","Journal Article","Frontiers in Behavioral Neuroscience","Bartosz Baran
Michał Obidziński
Mateusz Hohol","10.3389/fnbeh.2025.1638374","https://www.frontiersin.org/journals/behavioral-neuroscience/articles/10.3389/fnbeh.2025.1638374/pdf","… from highly domain-specific associative learning or from sets of … some of them do not situate individual terms within the broader … A similar case can be found in honeybees, which can be …","Despite miniature brains, insects exhibit flexible, adaptive, and goal-directed responses. Behaviors indicating rule abstraction and complex decision-making challenge the long-standing view of insects as rigid organisms limited to fixed reflexes. Here, we propose a new perspective: interpreting insect behavior through the lens of executive functions (EF). EF refers to a set of cognitive processes enabling behavioral control in situations requiring goal-directed action or adaptation to demanding conditions. Central among EF are inhibition (suppressing automatic, task-irrelevant responses), shifting (switching between strategies or rules), and updating (maintaining and revising relevant information), yet working memory, attention, planning, decision-making, and metacognition are also related to a widely understood set of EF. We argue that insect cognition can be productively reconsidered using the EF framework. Many behaviors documented in the literature align with EF components, even if not explicitly labeled as such. Others can be reinterpreted as EF-driven. Importantly, we show that EF-based interpretations support testable predictions: if executive control is involved, behavior should follow developmental trajectories, exhibit trade-offs between speed and accuracy, and adapt to changing contexts–patterns not expected from fixed heuristics or reflexes. Nonetheless, applying EF concepts to insects comes with challenges. Standard EF paradigms were originally developed to test human participants and often rely on language and explicit task instructions. Moreover, superficially flexible behaviors may still result from specialized, domain-specific routines rather than general cognitive control. Nevertheless, when used carefully, the EF perspective provides a structured, functional framework for studying insect cognition, enabling precise comparison across species with well-established concepts. "
"Conceptualization of relative size by honeybees","https://scispace.com/paper/conceptualization-of-relative-size-by-honeybees-1fzzl8txtt","2014","Journal Article","Frontiers in Behavioral Neuroscience","Aurore Avarguès-Weber
Daniele d’Amaro
Marita Metzler
Adrian G. Dyer","10.3389/FNBEH.2014.00080","https://www.frontiersin.org/journals/behavioral-neuroscience/articles/10.3389/fnbeh.2014.00080/pdf","… Here we show that individual free flying honeybees can … the set of relational concepts that honeybees have been shown to … insights into conceptual learning in honeybees and confirms …","The ability to process visual information using relational rules allows for decisions independent of the specific physical attributes of individual stimuli. Until recently, the manipulation of relational concepts was considered as a prerogative of large mammalian brains. Here we show that individual free flying honeybees can learn to use size relationship rules to choose either the larger or smaller stimulus as the correct solution in a given context, and subsequently apply the learnt rule to novel colors and shapes providing that there is sufficient input to the long wavelength (green) photoreceptor channel. Our results add a novel, size-based conceptual rule to the set of relational concepts that honeybees have been shown to master and underline the value of bees as an animal model for studying the emergence of conceptualization abilities."
"Conceptualization of relative size by honeybees","https://scispace.com/paper/conceptualization-of-relative-size-by-honeybees-1fzzl8txtt","2014","Journal Article","Frontiers in Behavioral Neuroscience","Aurore Avarguès-Weber
Daniele d’Amaro
Marita Metzler
Adrian G. Dyer","10.3389/FNBEH.2014.00080","http://journal.submanuscript.com/id/eprint/762/1/pubmed-zip/versions/1/package-entries/fnbeh-08-00080/fnbeh-08-00080.pdf","… Here we show that individual free flying honeybees can … the set of relational concepts that honeybees have been shown to … insights into conceptual learning in honeybees and confirms …","The ability to process visual information using relational rules allows for decisions independent of the specific physical attributes of individual stimuli. Until recently, the manipulation of relational concepts was considered as a prerogative of large mammalian brains. Here we show that individual free flying honeybees can learn to use size relationship rules to choose either the larger or smaller stimulus as the correct solution in a given context, and subsequently apply the learnt rule to novel colors and shapes providing that there is sufficient input to the long wavelength (green) photoreceptor channel. Our results add a novel, size-based conceptual rule to the set of relational concepts that honeybees have been shown to master and underline the value of bees as an animal model for studying the emergence of conceptualization abilities."
"Numerical cognition in honeybees enables addition and subtraction","https://scispace.com/paper/numerical-cognition-in-honeybees-enables-addition-and-1mn313fbp3","2019","Journal Article","Science Advances","Scarlett R. Howard
Aurore Avarguès-Weber
Jair E. Garcia
Andrew D. Greentree
Adrian G. Dyer
Adrian G. Dyer","10.1126/SCIADV.AAV0961","https://www.science.org/doi/pdf/10.1126/sciadv.aav0961","… not visually present, but rather an abstract concept that the bees had to … individual learning of numerical cognition, which occurs during an animal’s lifetime. In this regard, the honeybee …","Many animals understand numbers at a basic level for use in essential tasks such as foraging, shoaling, and resource management. However, complex arithmetic operations, such as addition and subtraction, using symbols and/or labeling have only been demonstrated in a limited number of nonhuman vertebrates. We show that honeybees, with a miniature brain, can learn to use blue and yellow as symbolic representations for addition or subtraction. In a free-flying environment, individual bees used this information to solve unfamiliar problems involving adding or subtracting one element from a group of elements. This display of numerosity requires bees to acquire long-term rules and use short-term working memory. Given that honeybees and humans are separated by over 400 million years of evolution, our findings suggest that advanced numerical cognition may be more accessible to nonhuman animals than previously suspected."
