"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"The effect of prior experience on children's tool innovation.","https://scispace.com/paper/the-effect-of-prior-experience-on-children-s-tool-innovation-30h9d8v9ua","2017","Journal Article","Journal of Experimental Child Psychology","Clare L. Whalley
Nicola Cutting
Sarah R. Beck","10.1016/J.JECP.2017.03.009","https://research.birmingham.ac.uk/portal/files/41883908/Whalley_et_al_Effect_Prior_Experience_Journal_Experimental_Child_Psychology.pdf","","target tool where performance was improved from near floor to 30% to 58% (see Table ). We suggest that it is especially difficult for children aged 4-7 years to independently generate the solution to the problem-that they need a hook. General discussion:
 The current series of experiments allows us to comment for the first time on how the performance of children on the hook-making task compares with that of the corvids. When children were faced with similar pretest experiences as that of the New Caledonian crow in the  version of the task, they too were able to innovate a hook to solve the hook-making task. It would now be interesting to see how corvid species perform on tool tasks such as the hook-making task without prior exposure to or experience with the target tool. Rooks had a different pretest experience from that of children and crows . They were exposed to wooden hook tools prior to needing to make a wire hook of their own. In sum, they transferred the solution from the wooden hook tool and transferred this to a new material when they made a wire hook on subsequent trials. Considering recent findings, this seems remarkable.  found that 4-to 7-year-olds do not transfer their knowledge of manufacturing a pipe-cleaner hook when they are later required to make a hook from dowel (or vice versa) to solve a similar task. General discussion:
 In line with previous findings , we noted children's difficulty with spontaneous innovation of a tool to solve the hook-making task. None of the 4-and 5-year-olds, and only a minority of the 6-and 7-year-olds, innovated a hook tool on their first attempt at the hookmaking task without prior experience of a premade tool. Betty the crow demonstrated innovation of the means to solve the task but not innovation of the solution itself, due to her experience with a premade wire hook . However, spontaneous tool innovation has been reported in ''Figaro"" the cockatoo . Given impressive reports of the abilities of certain nonhuman animal species, it remains intriguing that young children should experience such difficulty in innovating tools to solve problems independently. General discussion:
 It is important to bear in mind that reports of tool innovation in nonhuman animal species are often individual cases. For example, although Figaro the cockatoo could innovate a tool, other individuals either failed to use tools at all or showed components of tool-making behavior, which may have been the result of shared social experience with Figaro. Although this does not make the achievements of Figaro any less impressive, this does resonate with the literature examining children's propensity for tool innovation. It appears, at least in the case of younger children (4-to 7-year-olds), that some children have the capacity for innovation, whereas others do not. A recent study has suggested that individual differences in divergent and creative thinking are not associated with tool innovation . Future research efforts might explore whether the ability to innovate tools is related to other personal characteristics, personality traits, or a set of cognitive abilities that promote innovative behavior."
"Adaptive Behaviour: Understanding the Human Animal","https://scispace.com/paper/adaptive-behaviour-understanding-the-human-animal-4ymdg5vmm4","2012","","","Manuel Soler","","https://scispace.com/pdf/adaptive-behaviour-understanding-the-human-animal-4ymdg5vmm4.pdf","","random, as used to be thought. Instead they are capable of remembering what type of food they have hidden and where and when they hid it. In addition, an individual bears in mind whether or not it was seen by another bird when concealing food . The capacity for future planning:
 One of the investigations by Dally et al. went even further. California jays have been shown to be able to store food according to quite exact forecasts of future needs, something that no earlier investigations had revealed. The investigators performed an experiment in which each jay was kept in a cage with three compartments where they were trained for six days during which food availability was manipulated, so that it was scarce during the mornings in one of the side compartments. The birds were then tested and it was found that they stored food for their future needs in order to resolve two different situations. They preferred to store food in the place where they had learned that they might experience hunger the following morning. They also stored each of the two food types available to them in the place where they expected that food would otherwise be unavailable . Design and use of tools:
 Tool use is considered to mean making use of an external object as if it were an extension of an animal's body. Some of the best known examples of tool use under natural conditions are described in Box 11.2. Observations made in captivity are excluded. Design and use of tools:
 The chimpanzee is undoubtedly the species that makes the most extensive use of tools. By the 1970s Jane Goodall had described thirty different types of tool use that, in addition, differed significantly between chimpanzee populations. Nevertheless, the most surprising and striking known example of tool use involves the New Caledonian crow, a species that uses twigs to obtain food from its natural environment. Alex Weir and his co-workers at Oxford University, UK, have carried out some remarkable experiments using captive birds. Food was supplied to the crows in a small basket with handles that was placed within a tube out of reach of the birds' beaks. Instead of twigs the birds were supplied with wires that were curved at one end to a greater or lesser extent to form hooks. The birds inserted the hooked end of a wire into the tube and used it to hook the handles and lift out the food basket. The most fascinating event occurred, however, on an occasion in which individuals had to choose between a hooked wire and a straight one. One of the crows selected the curved wire but another, a female, chose the straight wire and bent it into a hook that allowed it to get the food. In other words, this female proved capable of manufacturing its tool and it did so quickly and without hesitation. Subsequent experiments showed that this was not a chance event since the bird proved capable of manufacturing an appropriate tool on nine out of ten trials ."
"Mental template matching is a potential cultural transmission mechanism for New Caledonian crow tool manufacturing traditions","https://scispace.com/paper/mental-template-matching-is-a-potential-cultural-38757wndm1","2018","Journal Article","Scientific Reports","Sarah A. Jelbert
Sarah A. Jelbert
Roger J. Hosking
Adrian H. Taylor
Russell D. Gray
Russell D. Gray
Russell D. Gray","10.1038/S41598-018-27405-1","https://scispace.com/pdf/mental-template-matching-is-a-potential-cultural-38757wndm1.pdf","Cumulative cultural evolution occurs when social traditions accumulate improvements over time. In humans cumulative cultural evolution is thought to depend on a unique suite of cognitive abilities, including teaching, language and imitation. Tool-making New Caledonian crows show some hallmarks of cumulative culture; but this claim is contentious, in part because these birds do not appear to imitate. One alternative hypothesis is that crows’ tool designs could be culturally transmitted through a process of mental template matching. That is, individuals could use or observe conspecifics’ tools, form a mental template of a particular tool design, and then reproduce this in their own manufacture – a process analogous to birdsong learning. Here, we provide the first evidence supporting this hypothesis, by demonstrating that New Caledonian crows have the cognitive capacity for mental template matching. Using a novel manufacture paradigm, crows were first trained to drop paper into a vending machine to retrieve rewards. They later learnt that only items of a particular size (large or small templates) were rewarded. At test, despite being rewarded at random, and with no physical templates present, crows manufactured items that were more similar in size to previously rewarded, than unrewarded, templates. Our results provide the first evidence that this cognitive ability may underpin the transmission of New Caledonian crows’ natural tool designs.","a small number of preceding trials; however, in follow-up tasks she did not appear to possess a full causal understanding of hooks . One explanation for this surprising behaviour is that Betty had formed a mental template of a hooked wire, which she then reproduced. Discussion:
 e mental template matching hypothesis also ts with our current understanding of avian song learning. e acquisition of birdsong comprises a memorisation phase, during which a juvenile acquires a song template from listening to conspeci cs, followed by a production phase, during which juveniles adjust their own vocalisations until they match that of the memorised template  . Although some researchers do not include song in discussions of animal culture (see discussion in  ) strikingly, song learning -among both birds and cetaceans -is currently the only domain for which there is robust evidence that cumulative cultural evolution does occur among nonhuman animals  . at is, changes in songs are demonstrably passed among individuals via learning, and these changes can accumulate over time  . New Caledonian crows are vocal learners, displaying cultural call variation in the wild  ; thus, these birds possess the neural architecture for memorising and reproducing auditory input  . In light of our ndings, we hypothesize that a similar mechanism may potentially enable them to memorise and reproduce material artefacts. Discussion:
 One key prediction of the mental template matching hypothesis is that this ability transmits information about tool design with high delity. Here, it is important to note that our arbitrary manufacture task likely underestimated the delity with which tool designs could be reproduced by wild crows. First, we supplied birds with a novel material: card. Card does not rip in a wholly predictable manner and is likely to be a more challenging material than pandanus leaves for these crows (particularly juveniles) to manipulate accurately with only their beak and feet. Pandanus leaves, in contrast to paper, rip in straight lines due to the veins that run parallel to their leaf edges, and can be snipped into precisely with the beak. us, the properties of pandanus leaves, used in the wild, limit variation in the form the tool can take. is may allow for higher-delity transmission of natural tool designs, than we observed using card that does not rip in xed, straight lines. Second, the designs we provided were arbitrary, and birds were rewarded at random for the items they produced. is design choice was necessary in the current experiment to ensure performance during manufacture test trials could not be explained by trial-and-error learning or operant conditioning; however, in the wild, producing functional tools has high adaptive signi cance  , as non-functional deviations from a standard design cannot be used to rake in food. Discussion:
 us, under natural conditions, it is likely that a capacity for mental template matching would be sca olded by additional mechanisms, including trial-and-error learning, to facilitate the high-delity transmission of tool designs  . Future work, assessing New Caledonian crow manufacture under conditions that more closely replicate their natural environment is needed to con rm this."
"Interaction between comparative psychology and cognitive development","https://scispace.com/paper/interaction-between-comparative-psychology-and-cognitive-4ewvn2d8bl","2017","Journal Article","Current opinion in behavioral sciences","Sarah R. Beck","10.1016/J.COBEHA.2017.07.002","https://research.birmingham.ac.uk/portal/files/42076179/1_s2.0_S2352154616301978_main.pdf","Comparative psychologists and cognitive developmentalists often share methods and topics of research. Here we review three domains in which there has been particularly fruitful interaction between the fields and reflect on the theoretical positions behind these interactions. Overall, we conclude that there is much to be gained, as cognitive and behavioural scientists, for drawing together work from human children and non-human species.","). Interestingly, rooks showed mixed performance in a version where they pulled a string to move the reward: while most birds seemed to learn a set of associative rules, one bird solved the task, even when associative rules would result in the wrong behaviour . Tool use:
 Meanwhile, cognitive development has focussed on social aspects of tool use, recognising that the diversity of human tool use must rely on transfer between generations of individuals (cumulative culture, see e.g. ). However, researchers often overlooked individual tool-use abilities. Indeed, the first study of human children's performance on the trap tube was concerned with adult demonstrations not children's independent problem solving . Two-and three-year-olds rarely retrieved the reward consistently without adult input. Subsequently, Horner and Whiten  found that 5-and 6-year-olds could master the trap tube, but were unaffected by social demonstrations. Tool use:
 In another task, a New Caledonian crow bent a piece of wire into a hook to retrieve a reward from a tall vertical tube . Despite the finding being heralded as evidence for innovation in corvids (see Bird and Emery  for an extension to rooks), it was a decade before this tool-innovation task was conducted with human children. These studies produced the surprising finding that 3-and 4-year-olds failed to make a novel tool to obtain a reward and it was not until around 8 years that the majority of children succeeded . Similar results were observed in children from different cultures  and tested in different environments (although when tested in an informal museum setting, while 3-and 4year-olds struggled, success was seen earlier than 8 years ). In a similar vein, Reindl et al.  tested children on 12 tool-using behaviours based on those observed in wild great apes and identified as potentially cultural e.g. . For example, a) chimpanzees use sticks to making probing holes in termite nests; children were required to use a stick perforate a barrier in a box to retrieve a sticker, b) chimpanzees use sticks to fish for honey or water; children were required to use a stick to dip for paint in a tube. Two-year-olds were able to reinvent these novel tool-use behaviours and at least some of them successfully completed the task (e.g. (a) retrieved the sticker, (b) transferred the paint to a new container). One change made in adapting these behaviours for children was that participants were directed by an adult to try to solve a task (but not told how they should do this), whereas the wild great apes were solving tasks that they had identified. Mental time travel:
 Research on what it is to think about the future and the past (mental time travel) has generated much interaction between cognitive development and comparative psychology."
"The development of pandanus tool manufacture in wild New Caledonian crows","https://scispace.com/paper/the-development-of-pandanus-tool-manufacture-in-wild-new-2wxrappp8j","2010","Journal Article","Behaviour","Jennifer C. Holzhaider
Gavin R. Hunt
Russell D. Gray","10.1163/000579510X12629536366284","https://scispace.com/pdf/the-development-of-pandanus-tool-manufacture-in-wild-new-2wxrappp8j.pdf","New Caledonian crows have remarkably complex tool manufacturing abilities. Here we document the ontogeny of pandanus tool manufacture in wild NC crows. Our results show that the development of wide pandanus tool manufacture is a lengthy process comparable to the development of tool use in primates. Juveniles pass through four main stages of tool manufacture before they acquire adult-like proficiency. By 10 to 12 months of age most juveniles can manufacture tools with adult-like competency, but adult-like speed in manufacture and tool use is only reached in their second year. Whilst individual trial and error learning appears to play a major role in juveniles' development of pandanus tool skills, this development takes place in an environment scaffolded by parental birds. Juveniles stay close to their parents for their first year and have ample opportunity to observe parental tool manufacture and use. Parents influence the juveniles' early learning by leading them to Pandanus sp. trees where they provide discarded tools for early tool use. Exposure to parental tools might help juveniles form a mental template of functional tool design and, thus, facilitate the faithful transmission of local design traditions.","reached adult-like technical skill in wide tool manufacture, carrying out the correct sequence of manufacture steps. Complete adult-like proficiency, however, was only reached at Stage IV in the second year of life when juveniles' speed of manufacture matched that of adults. Discussion:
 Successful tool use was also preceded by a period of ineffective probing that included failure to insert the tool into the hole or probing with a tool that was incorrectly inserted (Video 1). Even when probing with a correctly inserted and oriented tool juveniles mostly failed to extract meat during the first 6 months post-hatching. Juveniles' persistence at unsuccessful tool use might be an important factor in enabling animals to acquire complex behaviours.  found that their four hand-raised crows performed precursor actions and inserted objects into holes and crevices for several weeks before they managed to extract meat. They suggest that this behaviour might be the result of an inherited tendency to find certain actions rewarding even if they were not associated with food. Unrewarded persistence with tool use has also been observed in other animals. For example, neither chimpanzees nor capuchins appear to get reinforced other than by scrounging or tolerated theft before they crack their first nut after several years of interacting and practicing with the materials . In contrast, young crows frequently get fed a large part of the meat that they had just watched a parent extract. The parental feeding might help explain why juveniles persist with unrewarded tool manufacture and use for many months until they begin extracting their own prey. Discussion:
 The extensive trial and error learning that we observed by the juvenile crows is also seen in the development of tool use in other species.  suggested that woodpecker finches (Cactospiza pallida) acquired tool use through a specific learning disposition that involves trial and error during a sensitive phase, without the need for social learning or reinforcement by obtaining food. Chimpanzees and capuchins also make a range of mistakes before successfully cracking their first nut (Inoue-Nakamura & . According to action-perception theory , these mistakes are important to enable individuals to learn about the properties of objects and their causal relations. Young NC crows probably need to learn some kind of basic physical knowledge about pandanus tools and probe sites. Early uncoordinated ripping of Pandanus sp. leaves might enable them to learn about their physical properties and that they have strong parallel fibers which facilitates the production of uniformly wide tools. By bending and folding pandanus tools into holes they experience that they are flat, flexible and only work when one end is inserted into the hole. Experimental work has shown that most adult NC crows do not pay attention to the presence and direction of barbs on wide pandanus tools . Instead, they appear to obtain Stage III development above by associative learning about the correct sequence of manufacture actions required for successful food extraction."
"Selection of tool diameter by New Caledonian crows Corvus moneduloides.","https://scispace.com/paper/selection-of-tool-diameter-by-new-caledonian-crows-corvus-4a8kdqyl9o","2004","Journal Article","Animal Cognition","Jackie Chappell
Alex Kacelnik","10.1007/S10071-003-0202-Y","https://scispace.com/pdf/selection-of-tool-diameter-by-new-caledonian-crows-corvus-4a8kdqyl9o.pdf","One important element of complex and flexible tool use, particularly where tool manufacture is involved, is the ability to select or manufacture appropriate tools anticipating the needs of any given task—an ability that has been rarely tested in non-primates. We examine aspects of this ability in New Caledonian crows—a species known to be extraordinary tool users and manufacturers. In a 2002 study, Chappell and Kacelnik showed that these crows were able to select a tool of the appropriate length for a task among a set of different lengths, and in 2002, Weir, Chappell and Kacelnik showed that New Caledonian crows were able to shape unfamiliar materials to create a usable tool for a specific task. Here we examine their handling of tool diameter. In experiment 1, we show that when facing three loose sticks that were usable as tools, they preferred the thinnest one. When the three sticks were presented so that one was loose and the other two in a bundle, they only disassembled the bundle when their preferred tool was tied. In experiment 2, we show that they manufacture, and modify during use, a tool of a suitable diameter from a tree branch, according to the diameter of the hole through which the tool will have to be inserted. These results add to the developing picture of New Caledonian crows as sophisticated tool users and manufacturers, having an advanced level of folk physics.","preferred choice of tool, only dismantling the bundle if the thin rod was not freely available. This experiment, however, provided no evidence for an ability to take the hole diameter into account: the preferred tool was usable in all three diameters used. Discussion:
 In experiment 2, we tested for the birds' attention to tool diameter by allowing both crows to make their own tools. We found that in every trial but one, the crows made tools that were narrow enough to insert into the hole, on only two occasions by modifying their initial attempt at making a tool. Furthermore, the maximum diameter of the ""working end"" of the tool increased with the diameter of the hole, indicating that they were tracking the diameter of the hole and adjusting the diameter of the tool appropriately. Very thin tools are more flexible (and therefore less effective as pushing tools), and also more prone to breaking (unlike the human-made tools we provided in experiment 1), so making wider tools when the diameter of the hole allows it, rather than always manufacturing a very thin tool, is a good strategy. Their ability to manufacture such a well-fitting tool is impressive given the very uneven nature of oak twigs and sticks. There are numerous angles and projections that must either be removed or taken into account when selecting material to make a tool. Furthermore, some of the tools made for the 9 mm hole would have been too wide to fit into the 4 mm hole. These results add to the developing picture of New Caledonian crows as sophisticated tool users and manufacturers, showing that their tool behaviour is characterised by selectivity, flexibility and some level of understanding of the requirements of the task . Discussion:
 We have previously shown that the crows are able to select an appropriate length of tool for a task , and the observations in the current experiment support these findings. However, one might ask why on six occasions, the crows made tools which, while they were of a suitable diameter to fit the hole and were long enough to reach the food, were not long enough to push it out. There are two possible explanations. First, pulling food out of a hole corresponds closely to the natural action of tool use in the wild, whereas pushing food away does not (note that the crows are still able to successfully use this action, even though it does not form part of their known natural repertoire). Thus, they may find it more difficult to judge the required length in the latter case. Second, all but one of the tools made were between 5.2 cm and 7.8 cm long: long enough to reach the food cup, but too short to reach the outlet hole, so that they may have been judging the distance between the input hole and food. Further to this observation, in some trials the crows succeeded in obtaining the food with short tools by using a similar action to that employed when using a snooker cue, resulting in the cup being knocked out of the pipe with some force. So, making a tool of insufficient length was less of an impediment to success in this experiment (unlike the arrangement in  than one with too large a diameter."
"Bornean Orangutans (Pongo pygmaeus pygmaeus) Use Water as a Tool in the Floating Object Task","https://scispace.com/paper/bornean-orangutans-pongo-pygmaeus-pygmaeus-use-water-as-a-jqwm5j8jqv","2020","Journal Article","Animal Behavior and Cognition","Caroline M. DeLong
Christina Burnett","10.26451/ABC.07.03.05.2020","https://scispace.com/pdf/bornean-orangutans-pongo-pygmaeus-pygmaeus-use-water-as-a-jqwm5j8jqv.pdf","The purpose of this study was to investigate Bornean orangutans’ ability to use water as a tool. In the floating object task, subjects must spit water into a vertical transparent tube to obtain an out-of-reach food reward (peanut). Two zoo-living orangutans were tested: Denda, a 13-year-old male, and Kumang, a 38-year-old female. Three conditions were presented: ‘wet’, in which the tube was quarter-filled with water; ‘dry – stick tools’, in which the tube had no water and six stick tools that were unnecessary for obtaining the reward were provided; and ‘dry’, in which the tube had no water and no stick tools were provided. Both subjects completed two sessions in each condition. The dry conditions were presented first because it is a cognitively more demanding task to use water to obtain the peanut when there is no water in the tube initially to provide a cue. Denda was successful in all six sessions while Kumang was successful in only three sessions. Both subjects’ latency to spit water into the tube decreased exponentially across sessions. Both individuals displayed a variety of strategies to solve the problem, including using and manufacturing tools utilizing objects in their enclosure. Denda is the first orangutan to succeed on the task when presented with the ‘dry’ condition first. This study provides the first evidence of Bornean orangutans spontaneously solving the floating object task, but the mechanism underlying their success remains","were worthy potential tools. Because there were only two subjects in this study, it is not possible to determine whether their handling of the stick tools was due to their prior experience with stick tools, personal preference to use stick tools, or some other factor. Discussion:
 Denda solved the task in his first session. Whether Denda's performance is a result of insightful problem solving or some other process is open to interpretation.  coined the term 'insight' to explain a way in which animals can solve problems. In  classic study, chimpanzees stacked boxes on top of each other to reach a banana hanging from the ceiling.  describes how the chimpanzee Sultan first tried to jump up and retrieve the reward, and when that failed he ""suddenly stood still in front of the box, seized it, …began to climb upon it…and springing upwards with all his force, tore down the banana"" (p. 40). Shettleworth (2012) defined insightful behavior as ""sudden success after an impasse, that is, after a period of unrelated successful behavior as distinct from approximation through trial and error"" (p. 224). To show insightful behavior, the task is novel, there is no training provided, and no opportunity for social learning. After a period of ineffective strategies, it appears as though the individual suddenly acquires the correct solution (the ""aha"" moment described by humans; ."
"On the evolutionary and ontogenetic origins of tool-oriented behaviour in New Caledonian crows (Corvus moneduloides).","https://scispace.com/paper/on-the-evolutionary-and-ontogenetic-origins-of-tool-oriented-m8aznilkd5","2011","Journal Article","Biological Journal of The Linnean Society","Ben Kenward
Christian Schloegl
Christian Rutz
Alexander A. S. Weir
Thomas Bugnyar
Alex Kacelnik","10.1111/J.1095-8312.2011.01613.X","https://www.benkenward.com/articles/CrowRavenKenwardEtAlForDistribution.pdf","New Caledonian crows (Corvus moneduloides) are prolific tool users in captivity and in the wild, and have an inherited predisposition to express tool-oriented behaviours. To further understand the evolution and development of tool use, we compared the development of object manipulation in New Caledonian crows and common ravens (Corvus corax), which do not routinely use tools. We found striking qualitative similarities in the ontogeny of tool-oriented behaviour in New Caledonian crows and food-caching behaviour in ravens. Given that the common ancestor of New Caledonian crows and ravens was almost certainly a caching species, we therefore propose that the basic action patterns for tool use in New Caledonian crows may have their evolutionary origins in caching behaviour. Noncombinatorial object manipulations had similar frequencies in the two species. However, frequencies of object combinations that are precursors to functional behaviour increased in New Caledonian crows and decreased in ravens throughout the study period, ending 6 weeks post-fledging. These quantitative observations are consistent with the hypothesis that New Caledonian crows develop tool-oriented behaviour because of an increased motivation to perform object combinations that facilitate the necessary learning.","New Caledonia-rich in insect prey available under tree bark-this would have provided opportunities to accidentally obtain food. Under this scenario, the action patterns already possessed by the ancestral caching species could over evolutionary time have been modified by natural selection into TOB. THE EVOLUTION OF NEW CALEDONIAN CROW TOOL-ORIENTED BEHAVIOUR:
 We are not predicating that caching is a universal precursor of tool use across species. The woodpecker finch (Cactospiza pallida), that also has an inherited predisposition to use twig tools , does not cache, and neither do its closest relatives. However, different developmental precursor TOB behaviours are seen in woodpecker finches and NC crows (S. , suggesting different evolutionary origins. Other possible phylogenetic precursors for TOB are the actions involved in nest building , killing live prey (J. Marzluff, pers. comm.), and foraging in Pandanus leaves by ripping. The data presented here do not rule out these various possibilities, which in any case are not necessarily mutually exclusive. Food caching, however, shares all of the following six traits with TOB: (i) it entails inserting objects into small cavities, with subsequent repositioning; (ii) it involves twig insertion as an early developmental precursor; (iii) it predominantly involves food; (iv) it provides the animal with privileged knowledge about the presence of out-of-sight food; (v) it has a developmental pattern strikingly similar to TOB; and (vi) it is a less common behaviour than alternative evolutionary precursors, so better accounts for the rarity of avian tool use. Nest building shares only the first two traits, prey killing only the third and sixth, and Pandanus ripping only the third, fourth, and sixth. For this reason, food caching is currently the most parsimonious candidate for the evolutionary precursor of NC crow TOB. We acknowledge, however, that an argument based on such reasoning cannot be conclusive, and that this work should therefore be seen predominantly as a starting point for further research. We further note that none of these hypotheses for the evolutionary origins of the first NC crow TOB can account for the more complex forms of TOB such as hook manufacture, which presumably evolved subsequently to simple tool use. THE ONTOGENY OF NEW CALEDONIAN CROW TOOL-ORIENTED BEHAVIOUR:
 We now examine what our quantitative data can contribute to the question of what is special about NC crow ontogeny that causes themuniquely among the corvidsto develop widespread tool use. We note that, although we assert that NC crows inherit action patterns which are specialised for tool use , heritable action patterns do not provide a complete explanation, for three reasons. Firstly, as we have demonstrated here, other corvid species inherit very similar action patterns. Secondly, other corvid species can learn to use tools without it being an inherited specialisation . Thirdly, there is a substantial learning component in the ontogeny of NC crow TOB ."
"Recombinação de comportamento em ratos Wistar (Rattus norvegicus) em um novo procedimento de deslocamento de caixa","https://scispace.com/paper/recombinacao-de-comportamento-em-ratos-wistar-rattus-12e34mictq","2017","Dissertation","","Rodrigo Harder Ferro Dicezare","10.11606/D.47.2017.TDE-24072017-175858","https://scispace.com/pdf/recombinacao-de-comportamento-em-ratos-wistar-rattus-12e34mictq.pdf","","Keywords: Problem resolution, Insight, Recombination of behaviors, Rats, Tool use Introdução:
 Em 1925, Wolfgang Köhler publicou um longo estudo sobre a cognição primata intitulado The Mentality of Apes. 1 Neste estudo, chimpanzés (Pan troglodytes) foram expostos a situações-problema que poderiam ser resolvidas com o uso de ferramentas. Entre todos os sujeitos, um se destacou por sua capacidade de resolver problemas, chamado Sultão. Em um dos experimentos mais famosos, Sultão deveria alcançar o alimento do lado de fora do ambiente no qual se encontrava. Foram dispostas, no ambiente, duas varas com encaixes que, se unidas, poderiam ser utilizadas para alcançar o alimento. O alimento estava longe o suficiente para não ser alcançado somente com seus braços, nem com o uso de uma única vara. Após algumas tentativas fracassadas de alcançar o alimento dessas formas, Sultão combinou as varas, criando uma maior, e pegou o alimento. Em outro teste, um cacho de bananas foi pendurado no teto de uma sala e várias caixas foram colocadas no ambiente. Após tentativas infrutíferas de pegar as bananas saltando em direção a elas, o chimpanzé empurrou algumas caixas até debaixo das frutas, empilhou-as, subiu nas caixas e finalmente alcançou as bananas . Introdução:
 À resolução súbita de problemas, sem treino prévio, Köhler nomeou ""insight"", e propôs que um processo de reestruturação do campo perceptual do sujeito seria a causa da resolução. Introdução:
 Assim, o problema seria subitamente visto como um todo, uma vez que o organismo pudesse ver todas as informações necessárias para resolvê-lo. Ou seja, a resolução da situação-problema ocorreria, do começo ao fim, em um único ""salto"" de aprendizagem focando o objetivo finalno caso, a obtenção do alimento ."
"The multiplicative weight updates method for evolutionary biology","https://scispace.com/paper/the-multiplicative-weight-updates-method-for-evolutionary-4rfrjhzjl9","2017","","","Erick Chastain","10.7282/T3N300CZ","https://scispace.com/pdf/the-multiplicative-weight-updates-method-for-evolutionary-4rfrjhzjl9.pdf","Recently there is much interest in the application of methods from the Theory of computation to evolutionary biology. Starting with the work of Christos Papadimitriou and Adi Livnat, there has been a concerted effort to use these techniques to analyze such diverse phenomena as: the algorithmic role of recombination to increase mixability, the evolution of modularity, and the evolution of complex adaptations. There is also work by Les Valiant and his students using tools primarily from learning theory to more broadly analyze evolutionary processes. In parallel, computer science theory has developed a novel method which has been applied in diverse areas of algorithms and complexity: the Multiplicative Weight Updates (MWU) method. The MWU method simply applies the MWU general-purpose online learning algorithm on problem-specific loss functions. The contribution of this thesis is to apply the MWU method and the algorithmic lens to make models in evolutionary biology. The first contribution is a surprising equivalence between the MWU algorithm playing a coordination game and infinite-population genetics models with recombination and no mutation. By so doing, we resolve analytically a question asked by Papadimitriou and Livnat: whether mixability is increased in the short-term by recombination. Other models introduced using MWU as a basic dynamics include a model of the Evolution of Animal personality and of tool use. Finally, the thesis presents a novel connection between universal semantic communication and the Rivoire-Leibler model of population genetics, in addition to infinite population asexual selection models... with MWU as the key to proving the latter connection. Defense Committee: Prof. Eric Allender (Chair); Prof. Rebecca Wright; Prof. Shubhangi Saraf; Prof. Nina","As a result for many tasks, in species with very bad individual guesses (the distributions D which require many experiments to find a goodenough tool), the animal could simply fail to construct an optimal tool, or even succeed in constructing an optimal tool, but eventually end up using some other, less effective tool instead due to the difficulty of the task or the lack of experimentation time (see SI Remark 1). Suppose that the distribution D T changes throughout task T , ending up with D T at the end of the task. If some set of hypotheses that are good-enough for T become too likely as a trial hypothesis from D T as a result of the change, one would expect that D T would be useless for a task completely different from T . Then of course, in varying environments, where the types of materials available or the task itself are changing, it makes perfect sense to have a trial-hypothesis distribution D T that doesn't incorporate too much information gained from any one task T . Discussion:
 Given the complexities of outcomes for studies of animal tool-innovation, and the variety of models for the same, a unified framework for animal tool-innovation is necessary. Discussion:
 Especially considering that there are interesting phenomena that seem to fit somewhere in-between the immediate applications of the models, our model provides a way of combining key insights from past models to capture previously elusive outcomes. Recall for instance the behavior of the rooks and chimpanzees during the tool-innovation tasks."
