"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment","Data Characteristics and Availability","Statistical Methods for Transitions"
"Revealing abrupt transitions from goal-directed to habitual behavior","https://scispace.com/paper/revealing-abrupt-transitions-from-goal-directed-to-habitual-2gnm1xvk","2023","Posted Content","bioRxiv","Sharlen Moore
Ruolan Sun
Adam Charles
Kishore V. Kuchibhotla","10.1101/2023.07.05.547783","","- **Relevance Score:** 53/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses trial‑by‑trial data to track each animal, reports a sudden, step‑like shift to habitual responding, models the shift computationally though without a dedicated change‑point algorithm, and employs an auditory discrimination task rather than classic conditioning procedures.","A fundamental tenet of animal behavior is that decision-making involves multiple ‘controllers.’ Initially, behavior is goal-directed, driven by desired outcomes, shifting later to habitual control, where cues trigger actions independent of motivational state. Clark Hull’s question from 1943 still resonates today: “Is this transition abrupt, or is it gradual and progressive?”1 Despite a century-long belief in gradual transitions, this question remains unanswered2,3 as current methods cannot disambiguate goal-directed versus habitual control in real-time. Here, we introduce a novel ‘volitional engagement’ approach, motivating animals by palatability rather than biological need. Offering less palatable water in the home cage4,5 reduced motivation to ‘work’ for plain water in an auditory discrimination task when compared to water-restricted animals. Using quantitative behavior and computational modeling6, we found that palatability-driven animals learned to discriminate as quickly as water-restricted animals but exhibited state-like fluctuations when responding to the reward-predicting cue—reflecting goal-directed behavior. These fluctuations spontaneously and abruptly ceased after thousands of trials, with animals now always responding to the reward-predicting cue. In line with habitual control, post-transition behavior displayed motor automaticity, decreased error sensitivity (assessed via pupillary responses), and insensitivity to outcome devaluation. Bilateral lesions of the habit-related dorsolateral striatum7 blocked transitions to habitual behavior. Thus, ‘volitional engagement’ reveals spontaneous and abrupt transitions from goal-directed to habitual behavior, suggesting the involvement of a higher-level process that arbitrates between the two.","INDIVIDUAL_CURVES: Unclear
TRIAL_BY_TRIAL: Unclear
DATA_ACCESS: None
CHANGEPOINT_ANALYSIS: No
N_INDIVIDUALS: Unclear
N_TIMEPOINTS: Unclear
PRIORITY: Unclear","Not specified regarding individual-level learning curves, number of individuals/subjects, or trial-by-trial data. The study found transitions after thousands of trials. Data availability is not specified beyond the full text being accessible via PDF.","The paper uses ""quantitative behavior and computational modeling"" to find state-like fluctuations that spontaneously and abruptly ceased, revealing abrupt transitions from goal-directed to habitual behavior. It does not name specific advanced statistical methods like changepoint detection or Bayesian methods for discontinuities."
"A Simple and Flexible Bayesian Method for Inferring Step Changes in Cognition","https://scispace.com/paper/a-simple-and-flexible-bayesian-method-for-inferring-step-pd72rpicmovc","2017","Journal Article","","Michael Lee","10.31234/osf.io/4q63a_v1","","- **Relevance Score:** 46/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Bayesian change‑point model to infer step changes in cognition; applies to historical text and human prediction tasks, not animal conditioning data.","Human behavioral data often shows patterns of sudden change overtime. Sometimes the causes of these step changes are internal, such as learning curves that change abruptly when a learner implements a new rule. Sometimes the cause is external, such as when people's opinions about a topic change in response to a new relevant event. Detecting change points in sequences of binary data is basic statistical problem, with many existing solutions, but they seem rarely to be used in psychological modeling. We develop a simple and flexible Bayesian approach to modeling step changes in cognition, implemented as a graphical model in JAGS. The model is able to infer how many change points are justified by the data, as well as the location of the change points. The basic model is also easily extended to include latent-mixture and hierarchical structures, allowing it to be tailored to specific cognitive modeling problems. We demonstrate the adequacy of the basic model by applying it to the classic Lindisfarne Scribes problem, and the flexibility of the modeling approach through two new applications. The first involves a latent-mixture model to determine if individuals learn categories incrementally or in discrete stages.The second involves a hierarchical model of crowd-sourced predictions about the winner of the U.S. National Football League's Most Valuable Player for the 2016{2017 season. ","INDIVIDUAL_CURVES: Yes
TRIAL_BY_TRIAL: Unclear
DATA_ACCESS: Not available in metadata.
CHANGEPOINT_ANALYSIS: Yes
N_INDIVIDUALS: Not available in metadata.
N_TIMEPOINTS: Not available in metadata.
PRIORITY: Not available in metadata.","The paper mentions a latent-mixture model to determine if individuals learn categories incrementally or in discrete stages. No specific number of individuals/subjects, trials, or temporal resolution is provided. Data availability (raw data repository, supplementary files, digitizable figures) is not specified. Whether trial-by-trial data is presented is also not specified.","Yes, the paper uses a simple and flexible Bayesian method for inferring step changes in cognition, implemented as a graphical model in JAGS. It detects change points in sequences of binary data and can be extended to include latent-mixture and hierarchical structures, allowing it to model discrete stages of learning and sudden changes."
"Reconceptualized associative learning","https://scispace.com/paper/reconceptualized-associative-learning-utl0cf4775zd","2025","Journal Article","Perspectives on behavior science","C. R. Gallistel","10.1007/s40614-025-00442-8","https://link.springer.com/content/pdf/10.1007/s40614-025-00442-8.pdf","- **Relevance Score:** 46/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes step‑function learning in pigeon, rat, rabbit conditioning with Gallistel citations; models abrupt transitions, but offers limited trial‑by‑trial and change‑point detection details.","","INDIVIDUAL_CURVES: Unclear
TRIAL_BY_TRIAL: Unclear
DATA_ACCESS: None
CHANGEPOINT_ANALYSIS: Yes
N_INDIVIDUALS: Not available in metadata.
N_TIMEPOINTS: Not available in metadata.
PRIORITY: High","The paper's relevance metadata indicates ""Individual trial-by-trial learning curves"" are ""Somewhat Relevant"" and ""Change-point detection methodology"" is ""Somewhat Relevant,"" suggesting some discussion of individual data. However, the exact number of individuals/subjects, number of trials, or specific temporal resolution are not specified. Data availability (raw data repository, supplementary files, digitizable figures) is not mentioned. Whether trial-by-trial data is explicitly presented is also not specified, beyond its relevance.","The paper's relevance metadata indicates ""Abrupt transition / step-function modeling"" is highly relevant, and ""Change-point detection methodology"" is somewhat relevant. It also mentions ""Comparison of gradual vs. abrupt learning models"" as somewhat relevant. However, the metadata does not specify the exact advanced statistical methods used for these analyses, such as changepoint detection or Bayesian methods for discontinuities."
"Temporal Decision-making: Common Procedures and Contemporary Approaches","https://scispace.com/paper/temporal-decision-making-common-procedures-and-contemporary-1lwq5r8mql","2018","Book Chapter","","David Freestone
Fuat Balcı","10.1163/9789004280205_007","https://scispace.com/pdf/temporal-decision-making-common-procedures-and-contemporary-1lwq5r8mql.pdf","- **Relevance Score:** 46/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Applies change‑point detection to locate start/stop times per trial. Uses break‑run‑break pattern to model abrupt response shifts. Provides trial‑by‑trial timing data but lacks learning curves, conditioning, citations, comparisons, or simulations.","Various procedures have been developed to investigate interval timing and time-based choice behavior. These methods are typically first developed and validated in non-human animals and then adapted for human testing. Several researchers in particular have contributed to the adaptation of prominent procedures to humans and, thus, to our cross-species understanding of interval timing behavior (e.g., Allan & Gibbon 1991; Rakitin et al. 1998; Wearden 2002). Each of these procedures has advantages and disadvantages in terms of their sensitivity to measuring psychological variables. Thus, the choice of the most suitable procedure for a given research question entails a deep understanding of the procedure and its analysis. In this chapter, we describe three different interval timing procedures: the peak interval task, the switch task, and the differential reinforcement of low rates of responding (drl) task. Our aim is to provide a wide range of data acquisition and analysis tools to our readers. The peak interval task is a temporal differentiation task, the switch task is a real-time temporal discrimination task, and the drl task is a response inhibition task. The peak interval procedure is used most widely, whereas the switch and drl tasks are used relatively less often. However, together, these three tasks add complementary results about human timing ability. Furthermore, performance on the switch and drl tasks (and, maybe, the peak interval task) can be evaluated with respect to objective optimal functions to investigate the temporal risk assessment (for review see Balcı et al. 2011). We will describe each procedure separately. We will first provide background information regarding the use of each procedure, followed by the description of the analysis. Programming code written in Python to collect and analyze the data accompany this chapter. These applications include line by line descriptions and tutorials for readers who are interested in following each step of the experimental procedure through data processing. The Python code can be found","INDIVIDUAL_CURVES: No
TRIAL_BY_TRIAL: Yes
DATA_ACCESS: Repository
CHANGEPOINT_ANALYSIS: Yes
N_INDIVIDUALS: Not addressed in this paper.
N_TIMEPOINTS: Not addressed in this paper.
PRIORITY: High","The paper discusses individual-level response curves and single trial analysis, showing examples of individual participant data (Figures 6.2, 6.3, 6.5, 6.9). The number of individuals/subjects studied is not specified. Temporal resolution for data binning is typically 1 second. Programming code for data collection and analysis (Python) is available on GitHub (freestone-lab/timing_tasks.git and the book's GitHub repository). Trial-by-trial data is presented in raster plots and scatter plots (Figures 6.3, 6.9).","The paper discusses change detection algorithms to estimate start and stop times, which are abrupt increases and decreases in response rates. It mentions the Church, Meck, and Gibbon (1994) method, which maximizes total distance between response rates, and Gallistel, Fairhurts, and Balsam's (2004) method, which maximizes distance between cumulative response data and a null hypothesis line. It also briefly notes the OLS-CUSUM algorithm."
"Acquisition of peak responding: What is learned?","https://scispace.com/paper/acquisition-of-peak-responding-what-is-learned-14cnbhou8p","2009","Journal Article","Behavioural Processes","Fuat Balcı
Charles R. Gallistel
Brian D. Allen
Krystal M. Frank
Jacqueline M. Gibson
Daniela Brunner","10.1016/J.BEPROC.2008.09.010","","- **Relevance Score:** 45/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes individual mice timing data, detects abrupt stop-time change points, models step-like transitions qualitatively, but employs operant FI tasks rather than classical conditioning paradigms.","","","",""
"Mice in a labyrinth: Rapid learning, sudden insight, and efficient exploration","https://scispace.com/paper/mice-in-a-labyrinth-rapid-learning-sudden-insight-and-4nnr7126ox","2021","Posted Content","bioRxiv","Matthew Rosenberg
Tony Zhang
Pietro Perona
Markus Meister","10.1101/2021.01.14.426746","https://scispace.com/pdf/mice-in-a-labyrinth-rapid-learning-sudden-insight-and-4nnr7126ox.pdf","- **Relevance Score:** 44/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses single‑animal trial records to show sudden policy switches in maze navigation, but lacks formal change‑point analysis and does not employ classic conditioning tasks.","Animals learn certain complex tasks remarkably fast, sometimes after a single experience. What behavioral algorithms support this efficiency? Many contemporary studies based on two-alternative-forced-choice (2AFC) tasks observe only slow or incomplete learning. As an alternative, we study the unconstrained behavior of mice in a complex labyrinth and measure the dynamics of learning and the behaviors that enable it. A mouse in the labyrinth makes ~2000 navigation decisions per hour. The animal quickly discovers the location of a reward in the maze and executes correct 10-bit choices after only 10 reward experiences – a learning rate 1000-fold higher than in 2AFC experiments. Many mice improve discontinuously from one minute to the next, suggesting moments of sudden insight about the structure of the labyrinth. The underlying search algorithm does not require a global memory of places visited and is largely explained by purely local turning rules.","","",""
"Mice in a labyrinth show rapid learning, sudden insight, and efficient exploration.","https://scispace.com/paper/mice-in-a-labyrinth-show-rapid-learning-sudden-insight-and-lihisls4kr","2021","Journal Article","eLife","Matthew Rosenberg
Tony Zhang
Pietro Perona
Markus Meister","10.7554/ELIFE.66175","","- **Relevance Score:** 44/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses high‑resolution single‑mouse trajectories to show rapid, discontinuous learning; describes sudden insight but lacks formal change‑point algorithms; maze task is not a classical conditioning paradigm.","Animals learn certain complex tasks remarkably fast, sometimes after a single experience. What behavioral algorithms support this efficiency? Many contemporary studies based on two-alternative-forced-choice (2AFC) tasks observe only slow or incomplete learning. As an alternative, we study the unconstrained behavior of mice in a complex labyrinth and measure the dynamics of learning and the behaviors that enable it. A mouse in the labyrinth makes ~2000 navigation decisions per hour. The animal explores the maze, quickly discovers the location of a reward, and executes correct 10-bit choices after only 10 reward experiences - a learning rate 1000-fold higher than in 2AFC experiments. Many mice improve discontinuously from one minute to the next, suggesting moments of sudden insight about the structure of the labyrinth. The underlying search algorithm does not require a global memory of places visited and is largely explained by purely local turning rules.","","",""
"Mice take calculated risks","https://scispace.com/paper/mice-take-calculated-risks-2n2ahw3u5b","2012","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Aaron Kheifets
Charles R. Gallistel","10.1073/PNAS.1205131109","https://www.pnas.org/doi/pdf/10.1073/pnas.1205131109","- **Relevance Score:** 44/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses trial‑by‑trial mouse data to show rapid, step‑like probability adjustments; models abrupt shifts but lacks formal change‑point algorithms; no classical conditioning tasks.","Animals successfully navigate the world despite having only incomplete information about behaviorally important contingencies. It is an open question to what degree this behavior is driven by estimates of stochastic parameters (brain-constructed models of the experienced world) and to what degree it is directed by reinforcement-driven processes that optimize behavior in the limit without estimating stochastic parameters (model-free adaptation processes, such as associative learning). We find that mice adjust their behavior in response to a change in probability more quickly and abruptly than can be explained by differential reinforcement. Our results imply that mice represent probabilities and perform calculations over them to optimize their behavior, even when the optimization produces negligible material gain.","","",""
"Serial visual reversal learning in harbor seals (Phoca vitulina)","https://scispace.com/paper/serial-visual-reversal-learning-in-harbor-seals-phoca-26zhcc30","2022","Journal Article","Animal Cognition","Nicola Erdsack
Guido Dehnhardt
Frederike D. Hanke","10.1007/s10071-022-01653-1","https://scispace.com/pdf/serial-visual-reversal-learning-in-harbor-seals-phoca-26zhcc30.pdf","- **Relevance Score:** 44/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses individual seal trial data to show sudden performance leaps, matching abrupt transition focus, but lacks formal change‑point analysis, classical conditioning tasks, or cited theoretical work.","Abstract Progressively improving performance in a serial reversal learning (SRL) test has been associated with higher cognitive abilities and has served as a measure for cognitive/behavioral flexibility. Although the cognitive and sensory abilities of marine mammals have been subject of extensive investigation, and numerous vertebrate and invertebrate species were tested, SRL studies in aquatic mammals are sparse. Particularly in pinnipeds, a high degree of behavioral flexibility seems probable as they face a highly variable environment in air and underwater. Thus, we tested four harbor seals in a visual two-alternative forced-choice discrimination task and its subsequent reversals. We found significant individual differences in performance. One individual was able to solve 37 reversals showing progressive improvement of performance with a minimum of 6 errors in reversal 33. Two seals mastered two reversals, while one animal had difficulties in learning the discrimination task and failed to complete a single reversal. In conclusion, harbor seals can master an SRL experiment; however, the performance is inferior to results obtained in other vertebrates in comparable tasks. Future experiments will need to assess whether factors such as the modality addressed in the experiment have an influence on reversal learning performance or whether indeed, during evolution, behavioral flexibility has not specifically been favored in harbor seals. ","","",""
"Developing theory of mind and executive functions from three- to five -years -old: Cross -sectional group and longitudinal single -case approaches","https://scispace.com/paper/developing-theory-of-mind-and-executive-functions-from-three-4lzwb8l0ge","2007","","","Sara T. Baker","10.7282/T3TB17BR","https://scispace.com/pdf/developing-theory-of-mind-and-executive-functions-from-three-4lzwb8l0ge.pdf","- **Relevance Score:** 41/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Gallistel algorithm to detect change points in individual children's task performance, revealing abrupt step‑like improvements; however focuses on human theory‑of‑mind tasks, not animal conditioning.","","","",""
"Average group behavior does not represent individual behavior in classical conditioning of the honeybee","https://scispace.com/paper/average-group-behavior-does-not-represent-individual-243z7f527g","2011","Journal Article","Learning & Memory","Evren Pamir
Neloy Kumar Chakroborty
Nicola Stollhoff
Katrin B. Gehring
Victoria Antemann
Laura Morgenstern
Johannes Felsenberg
Dorothea Eisenhardt
Randolf Menzel
Martin P. Nawrot","10.1101/LM.2232711","https://scispace.com/pdf/average-group-behavior-does-not-represent-individual-243z7f527g.pdf","- **Relevance Score:** 41/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses a threshold step to model sudden learning; applies honeybee conditioning. Analyzes probabilistic trial data per bee but fits group curves; contrasts step vs. gradual models; lacks explicit change‑point detection, Gallistel citations, or simulated data.","Conditioned behavior as observed during classical conditioning in a group of identically treated animals provides insights into the physiological process of learning and memory formation. However, several studies in vertebrates found a remarkable difference between the group-average behavioral performance and the behavioral characteristics of individual animals. Here, we analyzed a large number of data (1640 animals) on olfactory conditioning in the honeybee (Apis mellifera). The data acquired during absolute and differential classical conditioning differed with respect to the number of conditioning trials, the conditioned odors, the intertrial intervals, and the time of retention tests. We further investigated data in which animals were tested for spontaneous recovery from extinction. In all data sets we found that the gradually increasing group-average learning curve did not adequately represent the behavior of individual animals. Individual behavior was characterized by a rapid and stable acquisition of the conditioned response (CR), as well as by a rapid and stable cessation of the CR following unrewarded stimuli. In addition, we present and evaluate different model hypotheses on how honeybees form associations during classical conditioning by implementing a gradual learning process on the one hand and an all-or-none learning process on the other hand. In summary, our findings advise that individual behavior should be recognized as a meaningful predictor for the internal state of a honeybee--irrespective of the group-average behavioral performance.","","",""
"Change point estimation by the mouse medial frontal cortex during probabilistic reward learning","https://scispace.com/paper/change-point-estimation-by-the-mouse-medial-frontal-cortex-2vsdp4yb","2022","Posted Content","bioRxiv","Huriye Atilgan
Cayla E. Murphy
Hongli Wang
Heather Ortega
Lucas Pinto
Alex C. Kwan","10.1101/2022.05.26.493245","https://scispace.com/pdf/change-point-estimation-by-the-mouse-medial-frontal-cortex-2vsdp4yb.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses trial‑by‑trial choice data from head‑fixed mice; models belief updating and hazard‑rate estimation to infer change points; employs statistical inference for change‑point detection; does not involve classical conditioning tasks.","There are often sudden changes in the state of environment. For a decision maker, accurate prediction and detection of change points are crucial for optimizing performance. Still unclear, however, is whether rodents are simply reactive to reinforcements, or if they can be proactive to estimate future change points during value-based decision making. In this study, we characterize head-fixed mice performing a two-armed bandit task with probabilistic reward reversals. Choice behavior deviates from classic reinforcement learning, but instead suggests a strategy involving belief updating, consistent with the anticipation of change points to exploit the task structure. Excitotoxic lesion and optogenetic inactivation implicate the anterior cingulate and premotor regions of medial frontal cortex. Specifically, over-estimation of hazard rate arises from imbalance across frontal hemispheres during the time window before the choice is made. Collectively, the results demonstrate that mice can capitalize on their knowledge of task regularities, and this estimation of future changes in the environment may be a main computational function of the rodent dorsal medial frontal cortex.","","",""
"Where have I been? Where should I go? Spatial working memory on a radial arm maze in a rat model of depression.","https://scispace.com/paper/where-have-i-been-where-should-i-go-spatial-working-memory-4iytbknh5w","2013","Journal Article","PLOS ONE","Sophie Helene Richter
Benjamin Zeuch
Katja Lankisch
Peter Gass
Daniel Durstewitz
Barbara Vollmayr","10.1371/JOURNAL.PONE.0062458","https://scispace.com/pdf/where-have-i-been-where-should-i-go-spatial-working-memory-4iytbknh5w.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses individual rat performance data to fit sigmoids, notes sudden steplike jumps, but lacks formal change‑point analysis; employs a radial arm maze, a standard animal learning task.","Disturbances in cognitive functioning are among the most debilitating problems experienced by patients with major depression. Investigations of these deficits in animals help to extend and refine our understanding of human emotional disorder, while at the same time providing valid tools to study higher executive functions in animals. We employ the “learned helplessness” genetic rat model of depression in studying working memory using an eight arm radial maze procedure with temporal delay. This so-called delayed spatial win-shift task consists of three phases, training, delay and test, requiring rats to hold information on-line across a retention interval and making choices based on this information in the test phase. According to a 2×2 factorial design, working memory performance of thirty-one congenitally helpless (cLH) and non-helpless (cNLH) rats was tested on eighteen trials, additionally imposing two different delay durations, 30 s and 15 min, respectively. While not observing a general cognitive deficit in cLH rats, the delay length greatly influenced maze performance. Notably, performance was most impaired in cLH rats tested with the shorter 30 s delay, suggesting a stress-related disruption of attentional processes in rats that are more sensitive to stress. Our study provides direct animal homologues of clinically important measures in human research, and contributes to the non-invasive assessment of cognitive deficits associated with depression.","","",""
"Change point estimation by the mouse medial frontal cortex during probabilistic reward learning","https://scispace.com/paper/change-point-estimation-by-the-mouse-medial-frontal-cortex-6d24uoahhmv5","2024","Journal Article","","Cayla E Murphy
Hongli Wang
Heather K. Ortega
Alex C. Kwan
Huriye Atilgan","10.7554/elife.103001.1","","- **Relevance Score:** 38/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses trial‑by‑trial choice data to infer belief updates; estimates hazard rates and change points with computational models; focuses on probabilistic bandit reversals rather than classic conditioning tasks.","There are often sudden changes in the state of environment. For a decision maker, accurate prediction and detection of change points are crucial for optimizing performance. Still unclear, however, is whether rodents are simply reactive to reinforcements, or if they can be proactive to estimate future change points during value-based decision making. In this study, we characterize head-fixed mice performing a two-armed bandit task with probabilistic reward reversals. Choice behavior deviates from classic reinforcement learning, but instead suggests a strategy involving belief updating, consistent with the anticipation of change points to exploit the task structure. Excitotoxic lesion and optogenetic inactivation implicate the anterior cingulate and premotor regions of medial frontal cortex. Specifically, over-estimation of hazard rate arises from imbalance across frontal hemispheres during the time window before the choice is made. Collectively, the results demonstrate that mice can capitalize on their knowledge of task regularities, and this estimation of future changes in the environment may be a main computational function of the rodent dorsal medial frontal cortex. ","","",""
"Blocking, unblocking, and overexpectation in autoshaping with pigeons","https://scispace.com/paper/blocking-unblocking-and-overexpectation-in-autoshaping-with-3fp0znyhee","1996","Journal Article","Journal of the Experimental Analysis of Behavior","Yacoub Khallad
Jay Moore","10.1901/JEAB.1996.65-575","https://scispace.com/pdf/blocking-unblocking-and-overexpectation-in-autoshaping-with-3fp0znyhee.pdf","- **Relevance Score:** 38/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses single‑subject autoshaping data per trial; no step‑function analysis or change‑point methods; clearly a classic pigeon conditioning study.","Three experiments used pigeons in an autoshaping procedure and a single-subject design to examine compound stimulus control in classical conditioning. Experiment 1 examined the blocking effect, and Experiment 2 examined the unblocking effect. In both experiments, response-independent food was first delivered intermittently in the presence of one distinctively colored houselight but not another. Then, conventional autoshaping trials were carried out in the presence of each houselight. In Experiment 1, the keylight readily elicited responding in the presence of the houselight that had been negatively correlated with food, but not in the presence of the houselight that had been positively correlated with food. In Experiment 2, the keylight readily elicited responding in the presence of the houselight positively correlated with food, but only when the amount of food used on the autoshaping trials was either greater or less than that previously delivered in the presence of the houselight. Experiment 3 examined the overexpectation effect. Conventional autoshaping trials were first carried out by presenting each of two keylights individually. Then, additional autoshaping trials were carried out by presenting the two keylights as a compound, with either the same amount of food or a greater amount of food per trial. Finally, the keylights were retested by again presenting them individually. The number of responses per trial elicited by the keylights decreased when the amount of food used in compound trials was the same as that used in individual trials. However, the number of responses per trial remained approximately the same when the amount of food used in compound trials was greater than that used in individual trials. Taken together, the results of the three experiments demonstrate (a) the generality of the blocking, unblocking, and overexpectation effects by virtue of their extension to appetitive unconditioned stimuli; (b) the suitability of pigeons as subjects and autoshaping as a procedure for studying classical conditioning; and (c) the appropriateness of single-subject designs.","","",""
"On the role of responses in Pavlovian acquisition.","https://scispace.com/paper/on-the-role-of-responses-in-pavlovian-acquisition-3zytfvulka","2019","Journal Article","Journal of experimental psychology. Animal learning and cognition","Stefano Ghirlanda
Magnus Enquist","10.1037/XAN0000194","https://scispace.com/pdf/on-the-role-of-responses-in-pavlovian-acquisition-3zytfvulka.pdf","- **Relevance Score:** 38/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses trial‑by‑trial data across rabbit eye‑blink, pigeon autoshaping, and rat lever‑press tasks; introduces quantitative methods that hint at abrupt shifts and change‑point analysis, but does not explicitly model step‑functions, compare learning models, cite Gallistel et al., or provide simulated data.","A defining feature of Pavlovian conditioning is that the unconditioned stimulus (US) is delivered whether or not the animal performs a conditioned response (CR). This has lead to the question: Does CR performance play any role in conditioning? Between the 1930s and 1970s, a consensus emerged that CR acquisition is driven by CS-US (CS, conditioned stimulus) experiences, and that CRs play a minimal role, if any. Here we revisit the question and present 2 new quantitative methods to evaluate whether CRs influence the course of learning. Our results suggest that CRs play an important role in Pavlovian acquisition, in such paradigms as rabbit eye blink conditioning, pigeon autoshaped key pecking, and rat autoshaped lever pressing and magazine entry. (PsycINFO Database Record (c) 2019 APA, all rights reserved).","","",""
"The Dynamics of Conditioning and Extinction","https://scispace.com/paper/the-dynamics-of-conditioning-and-extinction-cpqc302761","2009","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Peter R. Killeen
Federico Sanabria
Igor Dolgov","10.1037/A0015626","","- **Relevance Score:** 38/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses trial‑by‑trial pigeon conditioning data; models response states with a persistence‑learning framework that hints at rapid shifts but lacks explicit step‑function or change‑point analysis; fully fits classic animal conditioning criteria.","Pigeons responded to intermittently reinforced classical conditioning trials with erratic bouts of responding to the conditioned stimulus. Responding depended on whether the prior trial contained a peck, food, or both. A linear persistence-learning model moved pigeons into and out of a response state, and a Weibull distribution for number of within-trial responses governed in-state pecking. Variations of trial and intertrial durations caused correlated changes in rate and probability of responding and in model parameters. A novel prediction--in the protracted absence of food, response rates can plateau above zero--was validated. The model predicted smooth acquisition functions when instantiated with the probability of food but a more accurate jagged learning curve when instantiated with trial-to-trial records of reinforcement. The Skinnerian parameter was dominant only when food could be accelerated or delayed by pecking. These experiments provide a framework for trial-by-trial accounts of conditioning and extinction that increases the information available from the data, permitting such accounts to comment more definitively on complex contemporary models of momentum and conditioning.","","",""
"Reviewer #1 (Public review): Change point estimation by the mouse medial frontal cortex during probabilistic reward learning","https://scispace.com/paper/reviewer-1-public-review-change-point-estimation-by-the-3t9tek9s99jo","2024","Journal Article","","","10.7554/elife.103001.1.sa3","","- **Relevance Score:** 38/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses trial‑by‑trial mouse bandit data to estimate hazard rates and change points, but focuses on belief updating rather than classic conditioning or pure step‑function fits.","There are often sudden changes in the state of environment. For a decision maker, accurate prediction and detection of change points are crucial for optimizing performance. Still unclear, however, is whether rodents are simply reactive to reinforcements, or if they can be proactive to estimate future change points during value-based decision making. In this study, we characterize head-fixed mice performing a two-armed bandit task with probabilistic reward reversals. Choice behavior deviates from classic reinforcement learning, but instead suggests a strategy involving belief updating, consistent with the anticipation of change points to exploit the task structure. Excitotoxic lesion and optogenetic inactivation implicate the anterior cingulate and premotor regions of medial frontal cortex. Specifically, over-estimation of hazard rate arises from imbalance across frontal hemispheres during the time window before the choice is made. Collectively, the results demonstrate that mice can capitalize on their knowledge of task regularities, and this estimation of future changes in the environment may be a main computational function of the rodent dorsal medial frontal cortex. ","","",""
