"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Problem solving, inhibition and domain-specific experience: experiments on cottontop tamarins, Saguinus oedipus","https://scispace.com/paper/problem-solving-inhibition-and-domain-specific-experience-8k9pux7ws7","2002","Journal Article","Animal Behaviour","Marc D. Hauser
Laurie R. Santos
Geertrui M. Spaepen
Heather E. Pearson","10.1006/ANBE.2002.3066","https://www.academia.edu/download/51935068/Problem_solving_inhibition_and_domain-sp20170225-14611-y4mejx.pdf","… We tested nine cottontop tamarins from the Primate Cognitive … because colour plays no role in the solution. In contrast, if TI … found little difference in performance between groups. In …",""
"Insightful problem solving and emulation in brown capuchin monkeys","https://scispace.com/paper/insightful-problem-solving-and-emulation-in-brown-capuchin-3t6twlf1la","2017","Journal Article","Animal Cognition","Elizabeth Renner
Allison M. Abramo
M. Karen Hambright
Kimberley A. Phillips
Kimberley A. Phillips","10.1007/S10071-017-1080-Z","https://scispace.com/pdf/insightful-problem-solving-and-emulation-in-brown-capuchin-3t6twlf1la.pdf","… While the use of tools to produce novel solutions to problems … , ie, a sudden realization of the solution to a problem? The … it is important to examine the performance of capuchins on tasks …","We investigated problem solving abilities of capuchin monkeys via the ""floating object problem,"" a task in which the subject must use creative problem solving to retrieve a favored food item from the bottom of a clear tube. Some great apes have solved this problem by adding water to raise the object to a level at which it can be easily grabbed. We presented seven capuchins with the task over eight trials (four ""dry"" and four ""wet""). None of the subjects solved the task, indicating that no capuchin demonstrated insightful problem solving under these experimental conditions. We then investigated whether capuchins would emulate a solution to the task. Seven subjects observed a human model solve the problem by pouring water from a cup into the tube, which brought the object to the top of the tube, allowing the subject to retrieve it. Subjects were then allowed to interact freely with an unfilled tube containing the object in the presence of water and objects that could be used to solve the task. While most subjects were unable to solve the task after viewing a demonstrator solve it, one subject did so, but in a unique way. Our results are consistent with some previous results in great ape species and indicate that capuchins do not spontaneously solve the floating object problem via insight."
"Three ingredients for becoming a creative tool user","https://scispace.com/paper/three-ingredients-for-becoming-a-creative-tool-user-222pzbo64a","2013","Book Chapter","","Josep Call","10.1017/CBO9780511894800.002","","… appropriate training can use tools, spontaneous and customary tool use is relatively rare … and the chimpanzee performance, the cognitive processes involved in the solution could be …",""
"Do animals have insight, and what is insight anyway?","https://scispace.com/paper/do-animals-have-insight-and-what-is-insight-anyway-1zmu789ses","2012","Journal Article","Canadian Journal of Experimental Psychology","Sara J. Shettleworth","10.1037/A0030674","https://scholar.archive.org/work/6jdv5rwixvasrdnip4pyu4a5ba/access/wayback/http://pdfs.semanticscholar.org/c30b/7154daa930a82a3b1437059236910516ad3b.pdf","… by Köhler as sudden solution of a problem after an impasse. The … this study, this novel performance was presumably possible … signifies more for the chimpanzee than visual contact in a …","We cannot test animals for insight's distinctive phenomenology, the ""aha"" experience, but we can study the processes underlying insightful behaviour, classically described by Kohler as sudden solution of a problem after an impasse. The central question in the study of insightful behaviour in any species is whether it is the product of a distinctive cognitive process, insight. Although some claims for insight in animals confuse it with other problem-solving processes, contemporary research on string pulling and other physical problems, primarily with birds, has uncovered new examples of insightful behaviour and shed light on the role of experience in producing it. New research suggests insightful behaviour can be captured in common laboratory tasks while brain activity is monitored, opening the way to better integration of research on animals with the cognitive neuroscience of human insight.Keywords: insight, comparative cognition, problem solving, animals, learningA chimpanzee gestures fruitlessly toward a banana lying beyond arm's reach. An elephant extends its trunk toward an apple hanging high overhead. When animals are confronted with inaccessible rewards like these, do they ever use insight to solve the problem of getting them? That is, do they seem to suddenly see a solution? This question was central to some of the earliest studies of animal problem solving (Boakes, 1984). It also motivated the seminal work of Kohler (1925/1959) and figured in Thorpe's (1956) discussion of learning in animals, but otherwise the question whether nonhuman species have insight was largely neglected by comparative psychologists for most of the 20th century. One exception was D. O. Hebb (1949), in whose honour this essay is written and whose contributions are discussed later in this article.Recently the study of animal insight has reemerged as part of the burgeoning field of comparative cognition. Contemporary research on many topics in this field such as memory, numerical and spatial cognition, and theory of mind has become seamlessly integrated with theory and data from cognitive neuroscience and human cognitive and developmental psychology (see Shettleworth, 2010a). A good example is in the study of numerical cognition. Parallel experiments with monkeys and children have uncovered common systems for precise assessment of small numbers of items and for approximate representations of large quantities (Cantlon, Piatt, & Brannon, 2009). These same systems are evident in behavioural tests with human adults and in single-cell recordings with monkeys (Nieder & Dehaene, 2009), supporting a view of human numerical competence in which it develops via uniquely human mechanisms from simple core systems shared with other species (Spelke & Lee, 2012). In contrast, with few exceptions (e.g., Call, in press), most current discussions of animal insight almost completely overlook recent literature on human problem-solving. They also tend to give short shrift to explanations of insightful behaviours in terms of basic learning mechanisms. The purpose of this article is to redress this balance and to ask whether doing so suggests new directions for comparative research.The article has three main sections. For a basis from which to compare work with nonhuman animals (henceforth simply animals), we first look at major issues and approaches in current research on human insight. We then turn to the landmarks in 20th century research on animal insight, with particular attention to the work of Kohler (1925/1959) and Epstein (1985). Finally we look at a sample of 21st century studies with diverse species and paradigms that have been claimed to reveal insight.Human Insight: A Brief ReviewLike the problem of the out-of-reach banana or the dangling apple, problems that humans may solve insightfully involve a goal that cannot be reached in the way most subjects try first. Such problems can be as simple as a paper-and-pencil test in which dots in a 3 X 3 array must be joined by four connected straight lines (the ""9 dot"" problem, see Weisberg, 2006). …"
"12 The emergence of intentional communication as a problem-solving strategy in the gorilla","https://scispace.com/paper/Qj-KZUHxG0IJ","","","","JC Gómez","","","… orthodox solution (pushing a box) in the classical problem of … frequently,(3) spontaneous experimental tasks designed to take … Insofar as this performance involves using a scheme on a …",""
"Bridging the conceptual gap between inferential reasoning and problem solving in primates","https://scispace.com/paper/bridging-the-conceptual-gap-between-inferential-reasoning-3ljh0gk0","2022","Book Chapter","","Miguel Alonso","10.1017/9781108955836.014","","… will use the labels inference and insight to refer to the sudden solutions in cup and tool tasks… settings, next I will discuss how performance in the cups and tools tasks can be enhanced or …","Although commonly treated as two separate areas of study in primate cognition, inferential reasoning and problem solving share two key features. They involve going “beyond the information given,” and they compete with associative accounts to explain observable behavior. Despite these commonalities, the study of inferential reasoning and problem solving differ in non-trivial ways from both a methodological and conceptual perspective. They use different setups and use different concepts to investigate how individuals innovate when faced with novel challenges. However, these differences, I will argue, are far less substantial than their commonalities, especially when contrasted with competing frameworks such as associative or perceptual-based accounts of behavior. In this chapter, I will review some of the most relevant empirical studies in primates on inferential reasoning and problem solving. In general, studies on inferential reasoning entail choosing from two or more alternatives to locate a hidden food item (e.g., object permanence) whereas problem-solving studies require individuals to overcome some obstacle that is blocking their access to a visible food item (e.g., tool use). I will then attempt to synthesize this information to extract the key theoretical constructs, paying particular attention to the commonalities and differences between them. Finally, I will contrast the “inferential” approach to other competing approaches (associative, perceptual) in an attempt to strengthen the ties between inferential reasoning and problem solving and propose ways to foster progress in the coming years. "
"Chimpanzees solve the trap problem when the confound of tool-use is removed.","https://scispace.com/paper/chimpanzees-solve-the-trap-problem-when-the-confound-of-tool-3s3tbutnje","2009","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Amanda M. Seed
Josep Call
Nathan J. Emery
Nicola S. Clayton","10.1037/A0012925","https://www.eva.mpg.de/documents/AmericanPsychologicalAss/Seed_Chimpanzees_JExpPsychAnimBeh_2009_1553002.pdf","… performance of Povinelli’s seven chimpanzees on the trap-tube test was surprisingly poor: only one chimpanzee was able to learn the solution (… orangutans and one chimpanzee) speed …","The trap-tube problem is difficult for chimpanzees to solve; in several studies only 1 to 2 subjects learn the solution. The authors tested eight chimpanzees on a non-tool-using version of the problem to investigate whether the inclusion of a tool in previous tests of the trap problem may have masked the ability of chimpanzees to solve it. All eight learned to avoid the trap, in 40 to 100 trials. One transferred to two tasks that had no visual cue in common. The authors examined the performance of 15 chimpanzees on a new task in a 2 x 2 design: seven had experience on the two-trap box, eight had not; half of each group was tested with a tool, half without one. An ANOVA revealed a significant effect of tool-inclusion and experience (p < .05). Our results show that including a tool in the trap problem profoundly affects the ability of chimpanzees to solve it. With regard to what the chimpanzees had learned, the results support the notion that rather than using the available stimuli as arbitrary cues, the subjects had encoded information about functional properties."
"The relation of previous experience to insightful problem-solving.","https://scispace.com/paper/the-relation-of-previous-experience-to-insightful-problem-4d7esifchw","1945","Journal Article","Journal of Comparative Psychology","H. G. Birch","10.1037/H0056104","","… with the intuitional aspect of insight that the present paper is … question of chimpanzee problem-solving, Kohler seems to … the insightful solution of problems of the type used by Kohler, …",""
"Development of sensorimotor intelligence in infant gorillas: the manipulation of objects in problem-solving and exploration","https://scispace.com/paper/X187XINN718J","","","","JC Gomez","","","… the solutions that depart from the classical stick-use strategy … and Bioko – also showed spontaneous tool manipulations. At … The ontogeny of primate intelligence and its implications for …",""
"The mentality of apes","https://scispace.com/paper/the-mentality-of-apes-1h169ujck1","1959","Book","","Wolfgang Köhler","","","… that chimpanzees could solve problems by applying insight. His … Köhler demonstrated the solution to Sultan by putting his … of human cognition in chimpanzee problem solving. Rather he …","Wolfgang Koehler demonstrated that chimpanzees could solve problems by applying insight His research showed that the intellectual gap between humans and chimpanzees was much narrower than previously thought The work was revolutionary when originally published in 1917 in German, but it was largely ignored for decades because it violated the conventional wisdom that animal behavior is simply the result of instinct or conditioning
However, Koehler's research showed this was not the case He used four chimps in his experiments, Chica, Grande, Konsul, and Sultan The experiments consisted of placing chimpanzees in an enclosed area and presenting them with a desired object that was out of reach In one experiment, Koehler placed bananas outside Sultan's cage and two bamboo sticks inside his cage which needed to be put together to reach the bananas Koehler demonstrated the solution to Sultan by putting his fingers into the end of one of the sticks After some contemplation, Sultan put the two sticks together and was able to reach the bananas
As Jaan Valsiner shows in his introduction to this classic work, Koehler's analysis of the intelligence of apes marked a turning point in the psychology of thinking and the continuing struggle between behaviorism and cognitive psychology Koehler achieved his two-fold aim: to determine the relationship between the intellectual capacity of higher primates and man, and to gain insight into the nature of intelligent acts"
