"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment"
"Rapid change in lexical development in comprehension and production","https://scispace.com/paper/rapid-change-in-lexical-development-in-comprehension-and-baknfxbt3t","1992","Journal Article","Developmental Psychology","J. Steven Reznick
Beverly A. Goldfield","10.1037/0012-1649.28.3.406","","- **Relevance Score:** 38/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses 2‑month longitudinal tests to track each infant’s comprehension and production, identifies comprehension and production spurts, notes timing variability, discusses implications for language‑acquisition theory, but lacks fine‑grained sampling, formal model fitting, and cross‑linguistic data.","Twenty-four infants were given word comprehension tests at 2-month intervals from 14 to 22 months. For each word, the child observed 2 slides and was prompted to look at 1 named by the experimenter. Visual fixation following the prompt was compared with fixation during a preprompt baseline to calculate a word comprehension score reflecting increase of attention to the referent independent of initial salience. The month-to-month change in comprehension scores revealed a spurt or surge for some but not all children, with the largest number of spurts occurring in the 20-22 month interval. For a subset of children (n=18), parents maintained diaries of spojen words. For a statistically significant number of children, the presence of a comprehension spurt was associated with the presence of a production spurt","INDIVIDUAL_CHILDREN: Yes
LONGITUDINAL_DATA: Yes
DATA_ACCESS: None
VOCABULARY_SPURT: Yes
N_CHILDREN: 24
N_TIMEPOINTS: 5
PRIORITY: Not available in metadata."
"The interplay between language, gesture, and affect during communicative transition: a dynamic systems approach.","https://scispace.com/paper/the-interplay-between-language-gesture-and-affect-during-2qeqxwae2v","2011","Journal Article","Developmental Psychology","Meaghan V. Parladé
Jana M. Iverson","10.1037/A0021811","","- **Relevance Score:** 38/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses dynamic‑systems analysis to examine vocabulary spurt, identifies spurters vs. non‑spurters, reports individual variability, but relies on three time points and lacks formal modeling or cross‑linguistic data.","From a dynamic systems perspective, transition points in development are times of increased instability, during which behavioral patterns are susceptible to temporary decoupling. This study investigated the impact of the vocabulary spurt on existing patterns of communicative coordination. Eighteen typically developing infants were videotaped at home 1 month before, at, and after the vocabulary spurt. Infants were identified as spurters if they underwent a discrete phase transition in vocabulary development (marked by an inflection point), and compared with a group of nonspurters whose word-learning rates followed a trajectory of continuous change. Relative to surrounding sessions, there were significant reductions in overall coordination of communicative behaviors and in words produced in coordination at the vocabulary spurt session for infants who experienced more dramatic vocabulary growth. In contrast, nonspurters demonstrated little change across sessions. Findings underscore the importance of transitions as opportunities for observing processes of developmental change.","INDIVIDUAL_CHILDREN: Unclear
LONGITUDINAL_DATA: Yes
DATA_ACCESS: None
VOCABULARY_SPURT: Yes
N_CHILDREN: 18
N_TIMEPOINTS: 3
PRIORITY: Medium"
"Testing Theories of the Vocabulary Spurt with Monolingual and Bilingual Infants","https://scispace.com/paper/testing-theories-of-the-vocabulary-spurt-with-monolingual-tq5sccyq8z","2023","Preprint","","Miranda Gómez Díaz
Laia Fibla
Rachel Ka Ying Tsui
Krista Byers‐Heinlein","10.31234/osf.io/dhpm3","https://scispace.compdf/testing-theories-of-the-vocabulary-spurt-with-monolingual-tq5sccyq8z.pdf","- **Relevance Score:** 38/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Offers individual spurt estimates and variability, focuses on spurt, includes bilingual comparison, but lacks fine‑grained sampling, step‑vs‑gradual model tests, and computational modeling.","Sometime before their second birthday, many children have a period of rapid expressive vocabulary growth called the vocabulary spurt. Theories of the underlying mechanisms differ: accumulator models emphasize the accumulation of experience with words over time to yield a spurt-like pattern, while cognitive models attribute the spurt to cognitive changes. To test these theories, English–French monolingual and bilingual children with different exposure to each language were studied. Dense, longitudinal data was analyzed from 45 infants aged 16-30 months, whose expressive vocabulary was measured on a total of 617 occasions in English and/or French. Single-language (English and/or French), concept (number of concepts lexicalized across both languages), and word (sum of both languages) vocabulary scores were computed. Infants’ exposure to each language and their exposure balance were measured using a language exposure questionnaire. Logistic curves were fitted to each infant’s data to estimate the timing (midpoint) and steepness (slope) of the vocabulary spurt in single-language, concept, and word vocabularies. 76% of infants showed a spurt in at least one vocabulary type, and bilinguals were less likely to show one in their non-dominant than their dominant language. For single-language vocabulary, infants with more exposure to a language had earlier spurts. For combined vocabularies (concept and word), monolinguals and unbalanced bilinguals had earlier and steeper spurts than balanced bilinguals. Results better support the predictions of accumulator models than cognitive theories, and show that infants follow different vocabulary acquisition trajectories based on their language background. ","INDIVIDUAL_CHILDREN: Yes
LONGITUDINAL_DATA: Yes
DATA_ACCESS: Repository
VOCABULARY_SPURT: Yes
N_CHILDREN: 45
N_TIMEPOINTS: 617
PRIORITY: High"
"Growth Trajectories of Expressive Vocabulary Size in Toddlerhood: A Comparison of Late Talker Status and Vocabulary Growth Phenotype in Predicting Later …","https://scispace.com/paper/zIbzDYsLZMgJ","","","","JI Nikolaeva","","","- **Relevance Score:** 37/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses longitudinal vocab size curves for each toddler, highlighting variability and late‑talker status; mentions later language outcomes but does not model a sharp spurt or compare step vs. gradual models, nor include theory, modeling, or cross‑linguistic data.","","INDIVIDUAL_CHILDREN: Yes
LONGITUDINAL_DATA: Yes
DATA_ACCESS: None
VOCABULARY_SPURT: Somewhat Relevant
N_CHILDREN: Unclear
N_TIMEPOINTS: Unclear
PRIORITY: Unclear"
"The birth of a word","https://scispace.com/paper/the-birth-of-a-word-1wo0jv8mbw","2013","Dissertation","","Deb Roy
Brandon Roy","","https://scispace.com/pdf/the-birth-of-a-word-1wo0jv8mbw.pdf","- **Relevance Score:** 35/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a single child's 9‑24 month corpus to provide fine‑grained, individual vocabulary counts; mentions acceleration then slowdown but lacks explicit spurt modeling or comparisons; no multiple participants, no formal models, and no cross‑linguistic data.","A hallmark of a child's first two years of life is their entry into language, from first productive word use around 12 months of age to the emergence of combinatorial speech in their second year. What is the nature of early language development and how is it shaped by everyday experience? 
This work builds from the ground up to study early word learning, characterizing vocabulary growth and its relation to the child's environment. Our study is guided"" by the idea that the natural activities and social structures of daily life provide helpful learning constraints. We study this through analysis of the largest-ever corpus of one child's everyday experience at home. Through the Human Speechome Project, the home of a family with a young child was outfitted with a custom audio-video recording system, capturing more than 200,000 hours of audio and video of daily life from birth to age three. The annotated subset of this data spans the child's 9-24 month age range and contains more than 8 million words of transcribed speech, constituting a detailed record of both the child's input and linguistic development. 
Such a comprehensive, naturalistic dataset presents new research opportunities but also requires new analysis approaches—questions must be operationalized to leverage the full scale of the data. We begin with the task of speech 'transcription, then identify ""word births""—the child's first use of each word in his vocabulary. Vocabulary growth accelerates and then shows a surprising deceleration that coincides with an increase in combinatorial speech. The vocabulary growth timeline provides a means to 888eB8 the environmental contributions to word learning, beginning with aspects of caregiver input speech. But language is tied to everyday activity, and we investigate how spatial and activity contexts relate to word learning. Activity contexts, such as ""mealtime"", are identified manually and with probabilistic methods that can scale to large datasets. These new nonlinguistic variables are predictive of when words are learned and are complementary to more traditionally studied linguistic measures. Characterizing word learning and assessing natural input variables can lead to new insights on fundamental learning mechanisms. (Copies available exclusively from MIT Libraries, libraries.mit.edu/docs - [email protected])","INDIVIDUAL_CHILDREN: Yes
LONGITUDINAL_DATA: Yes
DATA_ACCESS: None
VOCABULARY_SPURT: Yes
N_CHILDREN: 1
N_TIMEPOINTS: Unclear
PRIORITY: High"
"Vocabulary Spurt: Are Infants full of Zipf?.","https://scispace.com/paper/vocabulary-spurt-are-infants-full-of-zipf-1kr9pngxjj","2010","Book Chapter","","Julien Mayor
Kim Plunkett","","https://scispace.com/pdf/vocabulary-spurt-are-infants-full-of-zipf-1kr9pngxjj.pdf","- **Relevance Score:** 34/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses computational model to simulate spurt; discusses endogenous vs. exogenous hypotheses; compares nonlinear trajectory to gradual learning; lacks child‑level longitudinal data and individual difference reporting; no cross‑linguistic evidence.","Infants do not learn words at a constant rate. During the second year of life, a dramatic increase in the speed of word learning is observed. Different mechanisms explaining this vocabulary spurt have been proposed, either through endogenous factors such as learning capacity or exogenous factors, such as frequency of word usage. We demonstrate that occurrence statistics alone is not sufﬁcient to explain the acceleration in vocabulary growth, discuss other potential exogenous contributions such as phonological complexity and suggest that a change in word learning capacities is necessary. A model implementing an increased ease of learning is introduced and illustrates this endogenous approach by replicating the non-linear vocabulary growth characteristics of language acquisition.","INDIVIDUAL_CHILDREN: No
LONGITUDINAL_DATA: No
DATA_ACCESS: None
VOCABULARY_SPURT: Yes
N_CHILDREN: Unclear
N_TIMEPOINTS: Unclear
PRIORITY: Low"
"The language development of children with Down syndrome: First words to two-word phrases","https://scispace.com/paper/the-language-development-of-children-with-down-syndrome-34j7xc45k3","1994","Journal Article","Down Syndrome Research and Practice","Bonamy R Oliver
Sue Buckley","10.3104/REPORTS.33","https://scispace.com/pdf/the-language-development-of-children-with-down-syndrome-34j7xc45k3.pdf","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses detailed case studies to examine vocabulary spurt timing and variability; provides per‑child vocab counts but only monthly data; lacks quantitative model comparison; discusses less dramatic spurt relative to typical development; no computational model or cross‑linguistic evidence.","A longitudinal study was conducted to investigate the early language development of children with Down syndrome. Using parental records of their children's speech, the study investigated very early language development, from first words to the consolidation of two-word phrases. Seventeen children were studied, all with Down syndrome and the age range of these subjects when the study began was one year to four years. The mean age for reaching the ten word stage was 27.3 months, a delay of around 12 months. The results showed that the children with Down syndrome studied here learned very similar words to those of typically developing children. The results also indicated that, as with typically developing children, some children with Down syndrome experienced a vocabulary explosion. The mean age for this language explosion was 30 months, with a mean vocabulary of 24.4 words. However, it was clear that there was a wide range of individual differences with some children showing no explosion. The mean age for two-word phrase consolidation was 36.9 months, suggesting a delay of around 18 months. The results indicated that, having reached the ten word stage, children with Down syndrome proceed in their language development at a slower rate to a two-word stage than typically developing children. Detailed individual profiles are included to illustrate the wide range of individual differences observed in the rate of language acquisition in this group.","INDIVIDUAL_CHILDREN: Yes
LONGITUDINAL_DATA: Yes
DATA_ACCESS: Figures
VOCABULARY_SPURT: Yes
N_CHILDREN: 17
N_TIMEPOINTS: Not addressed in this paper.
PRIORITY: Medium"
"Early Conversations and Word Learning: Contributions from Child and Adult","https://scispace.com/paper/early-conversations-and-word-learning-contributions-from-bs97w94mg4","1996","Journal Article","Child Development","Lois Bloom
Cheryl Margulis
Erin Tinker
Naomi Fujita","10.1111/J.1467-8624.1996.TB01907.X","https://scispace.com/pdf/early-conversations-and-word-learning-contributions-from-bs97w94mg4.pdf","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Defines and tracks monthly vocab spurt per child, reports timing variability, but lacks fine‑grained sampling and model comparisons; no computational or cross‑linguistic work.","Temporal and topic contingencies between child and mother speech are reported at 2 achievements in language development in the second year. Measured against their respective baseline rates of speech, children were most likely to talk before mother speech and mothers most likely to talk after child speech. This pattern, evident at both language achievements, increased in amplitude with development. These early conversations were generated by the children; neither their interactions nor word learning depended on adult-scaffolded formats. Only about one-third of all child speech occurred in response to something mothers said; only half of all child speech received a topic-related response. When mothers responded, they most often simply acknowledged, repeated, or clarified what the child said. The results supported the intentionality model for language development, in which the child's role is primary: Children learn words for expression and interpretation in order to share contents of mind, bringing words to their conversations that they've already learned in other contexts.","INDIVIDUAL_CHILDREN: Yes
LONGITUDINAL_DATA: Yes
DATA_ACCESS: None
VOCABULARY_SPURT: Yes
N_CHILDREN: 12
N_TIMEPOINTS: 2
PRIORITY: High"
"Modelling Vocabulary Growth from Birth to Young Adulthood","https://scispace.com/paper/modelling-vocabulary-growth-from-birth-to-young-adulthood-yvealjq0z5up","","","","Roger K. Moore
Louis ten Bosch","10.21437/interspeech.2009-520","","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses large longitudinal dataset to model vocabulary growth, challenges spurt, includes computational model, but lacks fine‑grained individual trajectories and cross‑linguistic data.","There has been considerable debate over the existence of the 'vocabulary spurt' phenomenon - an apparent acceleration in word learning that is commonly said to occur in children around the age of 18 months. This paper presents an investigation into modelling the phenomenon using data from almost 1800 children. The results indicate that the acquisition of a receptive/productive lexicon can be quite adequately modelled as a single growth function with an ecologically well founded and cognitively plausible interpretation. Hence it is concluded that there is little evidence for the vocabulary spurt phenomenon as a separable aspect of language acquisition.","INDIVIDUAL_CHILDREN: Unclear
LONGITUDINAL_DATA: Unclear
DATA_ACCESS: None
VOCABULARY_SPURT: No
N_CHILDREN: 1800
N_TIMEPOINTS: Unclear
PRIORITY: Low"
"A Look into Vocabulary Spurt in a Typically Developing Child and a Child with a Developmental Language Disorder","https://scispace.com/paper/a-look-into-vocabulary-spurt-in-a-typically-developing-child-30kxxs9u6n","2014","","","Abiot Yenealem Derbie","","","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses CHILDES longitudinal data for one typical and one DLD child to test vocab spurt existence; focuses directly on spurt phenomenon but lacks fine‑grained sampling, model comparison, and broader variability analysis. Briefly discusses theoretical implications; no computational model or cross‑linguistic evidence.","Vocabulary spurt is a swift increase of lexicon in the process of language acquisition of children‟s. The goal of the present research, thus, was to test the replicability and refutability of the claim in both typically and atypically developing children‟s. For this, one typically developing child and one child with developmental language disorder from Child Language Data Exchange System/CHILDES (MacWhinney, 2000) were taken. The data was longitudinal. Computerized Language Analysis (CLAN) v.30 for Windows was employed to analyze the non-elicited spontaneous speech of the typically developing child and the child with developmental language disorder. Number of lexicon across age (in months) was calculated. Based on observed regression line of number of lexicon produced, the present study unveils the existence of VS in typically developing child, while the presence of VS in the child with developmental language disorder is refuted.","INDIVIDUAL_CHILDREN: Yes
LONGITUDINAL_DATA: Yes
DATA_ACCESS: None
VOCABULARY_SPURT: Yes
N_CHILDREN: 2
N_TIMEPOINTS: Unclear
PRIORITY: Medium"
"Two routes to language: stylistic variation in one child:","https://scispace.com/paper/two-routes-to-language-stylistic-variation-in-one-child-3vxc1l7iud","1996","Journal Article","Language","Hilke Elsen","10.1177/014272379601604701","https://scispace.com/pdf/two-routes-to-language-stylistic-variation-in-one-child-3vxc1l7iud.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses detailed single‑child lexical counts to document a clear vocabulary spurt; lacks multiple participants, model comparisons, or cross‑linguistic data, and offers limited theoretical discussion.","This paper reports the early language development of a Germanspeaking girl who produced referential as well as expressive utterances Expressive speech style is illustrated by the use of babbling strings with target intonation, universal words, filler syllables, pivot constructions and a smooth transition to syntax Referential style is characterized by the gradual development of phonology, the gradual elaboration of words, distinct articulation, telegraphic speech and a distinct increase of vocabulary at one point in time The child produced expressive style, eg, holistic utterances, in situations of communicative urgency and when dealing with complex linguistic material It is assumed that the child tried to compensate for poorly developed production capacities when there was too much information to be processed at the same time Expressive speech served as a conversationmaintenance 
strategy It provided the girl with provisional substitutes to maintain conversation and thus had a distinct function for this child","INDIVIDUAL_CHILDREN: Yes
LONGITUDINAL_DATA: Yes
DATA_ACCESS: Figures
VOCABULARY_SPURT: Yes
N_CHILDREN: 1
N_TIMEPOINTS: Not addressed in this paper.
PRIORITY: High"
