"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment"
"Aha! moments correspond to metacognitive prediction errors","https://scispace.com/paper/aha-moments-correspond-to-meta-cognitive-prediction-errors-2g4ne8da9m","2021","Posted Content","","Rachit Dubey
Ho Mk
Hermish Mehta
Thomas L. Griffiths","10.31234/OSF.IO/C5V42","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5475080","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses trial‑level prediction errors and Aha ratings to link faster‑than‑expected solutions with sudden insight feelings; no animal subjects, no latent‑learning design, and no longitudinal tracking.","Psychologists have long been fascinated with understanding the nature of Aha! moments, moments when we transition from not knowing to suddenly realizing the solution to a problem. In this work, we present a theoretical framework that explains when and why we experience Aha! moments. Our theory posits that during problem-solving, in addition to solving the problem, people also maintain a meta-cognitive model of their ability to solve the problem as well as a prediction about the time it would take them to solve that problem. Aha! moments arise when we experience a positive error in this meta-cognitive prediction, i.e. when we solve a problem much faster than we expected to solve it. We posit that this meta-cognitive error is analogous to a positive reward prediction error thereby explaining why we feel so good after an Aha! moment. A large-scale pre-registered experiment on anagram solving supports this theory, showing that people's time prediction errors are strongly correlated with their ratings of an Aha! experience while solving anagrams. A second experiment provides further evidence to our theory by demonstrating a causal link between time prediction errors and the Aha! experience. These results highlight the importance of meta-cognitive prediction errors and deepen our understanding of human meta-reasoning.",""
"Sudden and Gradual Processes of Insight Problem Solving: Investigation by Combination of Experiments and Simulations","https://scispace.com/paper/sudden-and-gradual-processes-of-insight-problem-solving-17lvsg67bj","2006","","","Kazuhisa Miwa
Hitoshi Terai","","https://scispace.com/pdf/sudden-and-gradual-processes-of-insight-problem-solving-17lvsg67bj.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses human discovery task to show sudden vs gradual insight, analyzes trial‑by‑trial performance; no animal subjects, no Tolman‑style latent learning, and no longitudinal child tracking.","Sudden and Gradual Processes of Insight Problem Solving: Investigation by Combination of Experiments and Simulations Hitoshi Terai and Kazuhisa Miwa({terai, miwa}@cog.human.nagoya-u.ac.jp) Graduate School of Information Science, Nagoya University Furo-cho, Chikusa-ku, Nagoya, 464-8601 Japan Abstract ple screenshot of the task is shown in Figure 1. The display consists of three slots, and in each slot a single digit rotates at a speed that prevents the subjects from perceiving each digit. A history data window indicates the instances of the past four trials. The digit in the third slot is controlled by an unknown rule (target rule). If the subjects find the target rule, then they can predict the digit in the third slot. The mission of the sub- jects is to find the target rule and predict the digits in the third slot. The insight process is generally characterized by suddenly finding a solution in problem solving. On the other hand, re- cent cognitive studies have indicated that the insight process involves a gradual process of approaching the solution. In this study, we investigated such bifacial characteristics of the in- sight process from the viewpoint of a hypothesis search pro- cess by psychological experiments, and tried to explain how these characteristics arise using a computer simulation model. In the computer simulation model, we assumed that the insight process consists of two qualitatively different types of hypoth- esis search processes in which reinforcement and chunking learning methods are used. The results of computer simula- tion models indicated that both sudden and gradual character- istics arose from the interaction of these processes in problem solving. Keyword: cognitive science; creativity; problem solving; hu- man experimentation; symbolic computational modeling. First Slot Third Slot Second Slot History Data Window Introduction Bifacial Characteristics of the Insight Process Insight problem solving is different from normal problem solving in many aspects. In normal problem solving, we ap- proach to a solution through incremental steps. On the other hand, in insight problem solving, we meet an impasse be- cause we use experiences of past problem solving as negative factors and then suddenly find a solution (Metcalfe & Wiebe, 1987; Smith, 1995). In contrast to the sudden attainment of a solution, the process of insight problem solving develops through gradual steps. In this context, the insight process is described from the viewpoint of mental constraint relaxation. First, mental constraints arise from past experiences and the structures of problems, and we meet an impasse because these constraints prevent us from reaching a solution. Gradually these mental constraints are relaxed. Therefore a search that does not follow these mental constraints gradually increases, and we reach a solution (Knoblich, Ohlsson, & Raney, 2001; Suzuki, Abe, Hiraki, & Miyazaki, 2003). Figure 1: Screenshot of discovery task used in this study. Subjects are required to predict the digit in the third slot after the two digits in the first and second slots stop rotating. A series of the procedure, stopping the first and second slots and then predicting and confirming the third digit, is called a trial. A history data window below the three slots shows the results of the past four trials as history data. The rules reported in each trial by the subjects are called hypotheses, which are proposed in the process of hypothesis formation and testing. This is a discovery task that requires insight. Therefore, the task is manipulated to lead the subjects to find a sham rule called a blocking hypothesis, which differs from the tar- get rule. The target rule: “the third digit in the n-th trial is determined by adding three to the third digit in the n-1th (pre- vious) trial” with a vertical relation. The blocking hypothesis: “the third digit is equal to the sum of the first and second dig- its” with a horizontal relation. Subjects are required to predict the digit in the third slot after the two digits in the first and second slots stop rotating. In the initial eight trials, by controlling the first and second digits, the third digit is consistent with the sum of the first and second digits while maintaining the target rule existing across the vertical row (see the example display in Figure 1; this rule is confirmed as follows: 1 + 3 = 4, 6 + 1 = 7, 0 + 0 = 0, 2 + 1 = 3, 1 + 5 = 6 in each column, and a series of 4, 7, 0, 3, 6 from bottom to top in the third row). Therefore, the subjects are guided to the blocking hypothesis with the horizontal relation as a sham rule. After the first eight trials, a Purpose How can we systematically explain such bifacial character- istics of the insight process? The purpose of this study is to construct a computational model for the insight process from a viewpoint where it consists of both sudden and gradual pro- cesses. In this study, we attempt to understand the insight process by conducting psychological experiments and using computer simulations. Insight Task Overview In this study, we proposed and used a discovery task that asked subjects to find a rule for predicting a digit. An exam-",""
"Abrupt learning and retinal size specificity in illusory-contour perception","https://scispace.com/paper/abrupt-learning-and-retinal-size-specificity-in-illusory-2804isk9hx","1997","Journal Article","Current Biology","Nava Rubin
Ken Nakayama
Robert Shapley","10.1016/S0960-9822(06)00217-X","https://www.cns.nyu.edu/~nava/mypapers/Rubin_etal_CurrBio1997.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Shows abrupt, ‘aha’‑like performance jumps in human subjects; no animal or Tolman‑style latent learning; not a longitudinal child study; includes trial‑by‑trial analysis but not as primary focus.","",""
"A reinforcement-based mechanism for discontinuous learning","https://scispace.com/paper/a-reinforcement-based-mechanism-for-discontinuous-learning-2xte5rd3","2022","Posted Content","bioRxiv","G. Ramalinga Reddy","10.1101/2022.05.06.490910","https://scispace.com/pdf/a-reinforcement-based-mechanism-for-discontinuous-learning-2xte5rd3.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Shows sudden, discontinuous learning in mice via reinforcement waves, but focuses on maze navigation rather than novel manipulation tasks; touches on cognitive‑map ideas without classic Tolman latent‑learning design; no human participants or single‑trial analyses.","Problem-solving and reasoning involve mental exploration and navigation in sparse relational spaces. A physical analogue is spatial navigation in structured environments such as a network of burrows. Recent experiments with mice navigating a labyrinth show a sharp discontinuity during learning, corresponding to a distinct moment of ‘sudden insight’ when mice figure out long, direct paths to the goal. This discontinuity is seemingly at odds with reinforcement learning (RL), which involves a gradual build-up of a value signal during learning. Here, we show that biologically-plausible RL rules combined with persistent exploration generically exhibit discontinuous learning. In tree-like structured environments, positive feedback from learning on behavior generates a ‘reinforcement wave’ with a steep profile. The discontinuity occurs when the wave reaches the starting point. By examining the nonlinear dynamics of reinforcement propagation, we establish a quantitative relationship between the learning rule, the agent’s exploration biases and learning speed. Predictions explain existing data and motivate specific experiments to isolate the phenomenon. Additionally, we characterize the exact learning dynamics of various RL rules for a complex sequential task.",""
"Accounting for sensitivity of latent learning to behavioral statistics with successor representations","https://scispace.com/paper/ozxps6-5kNgJ","","","","M Menezes
X Zeng
S Cheng","","https://www.biorxiv.org/content/biorxiv/early/2025/10/24/2025.03.01.640768.full.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses successor representations to model latent learning and cognitive maps; analyzes trial‑by‑trial performance of animal agents, but lacks sudden insight moments, human data, or novel manipulation tasks.","",""
"Regularised neural networks mimic human insight","https://scispace.com/paper/regularised-neural-networks-mimic-human-insight-3s0qot5z","2023","Posted Content","","","10.48550/arxiv.2302.11351","https://scispace.com/pdf/regularised-neural-networks-mimic-human-insight-3s0qot5z.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on sudden performance jumps in humans and networks, using sigmoid fits to identify steep transitions; lacks animal, longitudinal, or pure trial‑by‑trial analyses.","Humans sometimes show sudden improvements in task performance that have been linked to moments of insight. Such insight-related performance improvements appear special because they are preceded by an extended period of impasse, are unusually abrupt, and occur only in some, but not all, learners. Here, we ask whether insight-like behaviour also occurs in artificial neural networks trained with gradient descent algorithms. We compared learning dynamics in humans and regularised neural networks in a perceptual decision task that provided a hidden opportunity which allowed to solve the task more efficiently. We show that humans tend to discover this regularity through insight, rather than gradually. Notably, neural networks with regularised gate modulation closely mimicked behavioural characteristics of human insights, exhibiting delay of insight, suddenness and selective occurrence. Analyses of network learning dynamics revealed that insight-like behaviour crucially depended on noise added to gradient updates, and was preceded by ``silent knowledge'' that is initially suppressed by regularised (attentional) gating. This suggests that insights can arise naturally from gradual learning, where they reflect the combined influences of noise, attentional gating and regularisation. ",""
"Pigeons, portals, and Pacman: Insightful problem solving and navigation using a touchscreen video game","https://scispace.com/paper/yOs1JuDWHg0J","","","","RS Rodrigues
C Kirkman","","https://onlinelibrary.wiley.com/doi/pdf/10.1002/jeab.70083","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses touchscreen Pac‑Man game to test pigeons' spontaneous problem solving, showing novel action combinations. Reports occasional sharp performance jumps and provides trial‑by‑trial records, but lacks latent‑learning design and human longitudinal data.","",""
"Cognitive Maps in Rats","https://scispace.com/paper/kLAU6pm3GCcJ","","","","EC Tolman","","","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Tolman's latent‑learning paradigm to show rats forming cognitive maps; mentions individual differences but lacks sudden ‘aha’ moments, human data, or trial‑by‑trial curves.","",""
"'Insight' in the pigeon: antecedents and determinants of an intelligent performance.","https://scispace.com/paper/insight-in-the-pigeon-antecedents-and-determinants-of-an-ezs1v24g32","1984","Journal Article","Nature","Russell A. Epstein
C. E. Kirshnit
Robert Lanza
L. C. Rubin","10.1038/308061A0","","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses pigeons to replicate classic insight problem, showing sudden, chimp‑like solution; however, lacks Tolman‑style latent learning, human longitudinal data, and detailed trial‑by‑trial analysis.","In 1917 Wolfgang Kohler reported some rather extraordinary instances of problem solving by a number of chimpanzees1, and his observations have been the subject of controversy ever since2,3. The period of quiescence that sometimes preceded the solution, its sudden onset, and its smooth, continuous emergence were proffered as evidence that (1) contrary to suggestions of learning theorists of the day, problem solving was not necessarily a trial-and-error process, and (2) constructs such as ‘insight’ were necessary for an adequate account1,4–6. Here, in an attempt to shed further light on these issues, we have replicated with pigeons a classic problem with that Kohler confronted his chimpanzees. Pigeons that had acquired relevant skills solved the problem in a remarkably chimpanzee-like (and, perforce, human-like) fashion. The possible contributions of different experiences were determined by varying the training histories of different birds. We offer a tentative moment-to-moment account of a successful performance.",""
"Explorative Learning and Functional Inferences on a Five- Step Means-Means-End Problem in Goffin's Cockatoos (Cacatua goffini)","https://scispace.com/paper/explorative-learning-and-functional-inferences-on-a-five-iw9kgq5rhm","2013","Journal Article","PLOS ONE","Alice M. I. Auersperg
Alice M. I. Auersperg
Alex Kacelnik
Auguste Marie Philippa von Bayern","10.1371/JOURNAL.PONE.0068979","https://scispace.com/pdf/explorative-learning-and-functional-inferences-on-a-five-iw9kgq5rhm.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a five‑step means‑means‑end task with Goffin's cockatoos, showing spontaneous multi‑step innovation; provides trial‑by‑trial performance but lacks Tolman‑style latent learning or human participants.","To investigate cognitive operations underlying sequential problem solving, we confronted ten Goffin’s cockatoos with a baited box locked by five different inter-locking devices. Subjects were either naive or had watched a conspecific demonstration, and either faced all devices at once or incrementally. One naive subject solved the problem without demonstration and with all locks present within the first five sessions (each consisting of one trial of up to 20 minutes), while five others did so after social demonstrations or incremental experience. Performance was aided by species-specific traits including neophilia, a haptic modality and persistence. Most birds showed a ratchet-like progress, rarely failing to solve a stage once they had done it once. In most transfer tests subjects reacted flexibly and sensitively to alterations of the locks’ sequencing and functionality, as expected from the presence of predictive inferences about mechanical interactions between the locks.",""
"“Insight” in pigeons: absence of means–end processing in displacement tests","https://scispace.com/paper/insight-in-pigeons-absence-of-means-end-processing-in-p6jmdq4r0x","2014","Journal Article","Animal Cognition","Robert G. Cook
Catherine Fowler","10.1007/S10071-013-0653-8","https://pmc.ncbi.nlm.nih.gov/articles/PMC3894253/pdf/nihms495104.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses pigeon box‑displacement to test means‑end understanding; shows rapid first‑attempt success but lacks sudden trial‑by‑trial insight metrics or human data.","The understanding of functional relations between action and consequence is a critical component of intelligence. To examine this linkage in pigeons, we investigated their understanding of the relations of the elements tested in an extension of Kohler’s box stacking task to this species. In the experiments, the pigeons had to move a spatially displaced box under an out-of-reach target. Experiment 1 successfully replicated and extended the previous finding showing that when separately trained to move a box and stand on it to peck the target, pigeons can synthesize these behaviors to solve the single-box displacement problem quickly on their first attempt. Experiment 2 tested whether pigeons, when given a simultaneous choice between two boxes with identical reinforcement histories, would selectively choose the box with the correct functional affordance (i.e., permitting standing) to solve the problem rather than a non-functional one. Their extensive, equivalent, and undirected behavior in moving both boxes during these tests suggests the pigeons did not possess a means–end understanding of the functional properties of the boxes. Instead, their results were consistent with an analysis of their earlier synthetic behavior as being due to the temporal and spatial relations of the physical elements in the task and their prior learned behaviors.",""
"Animal cognition as the praxist views it","https://scispace.com/paper/animal-cognition-as-the-praxist-views-it-2xtqd51fie","1985","Journal Article","Neuroscience & Biobehavioral Reviews","Robert Epstein","10.1016/0149-7634(85)90009-0","https://drrobertepstein.com/downloads/Epstein-Animal_Cognition_as_the_Praxist_Views_It-Neuroscience_and_Biobehavioral_Reviews-1985.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses pigeons climbing onto a box and pecking a green target as spontaneous manipulation task. Reports average solution time but no single‑trial ‘aha’ drop. No latent‑learning, human, or trial‑by‑trial focus.","",""
"Exploration and learning of topographical relationships by the rat","https://scispace.com/paper/exploration-and-learning-of-topographical-relationships-by-1m6rtev7xi","1980","Journal Article","Bulletin of the psychonomic society","Takiji Yamamoto
Seymour Wapner
David A. Stevens","10.3758/BF03334478","","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Classic Tolman‑style latent‑learning study with rats; shows sudden performance after reward, but lacks insight moments, human data, or trial‑by‑trial analysis.","In three experiments, the exploratory behavior of thirsty rats systematically progressed to areas distant from the starting location in an unfamiliar environment (table with seven objects on it). In a fourth experiment, this systematic pattern was disrupted when one of the objects in the new environment was familiar. Learning of spatial relations occurred during exploration, as evidenced by exploratory behavior on a test in which a previously neutral object in the environment became a source of water. Exploratory activity differed when the starting location was fixed in one corner of the table from when it was varied daily from corner to corner on a large table in one experiment; it did not differ with a table half that size in another experiment. The findings are taken to indicate that the development of the spatial structure consists of utilizing a known part of a given locale as anchor point or “base of operations” upon which is built a network of topographic relations among objects in particular locales.",""
