"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Exploration of the visual cognitive capacities of the bees","https://scispace.com/paper/E4FMBavSKA4J","","","","A Avarguès-Weber","","https://hal.science/tel-05023836/document","… Giurfa, M* (2018) Transfer of visual learning between a virtual and a real environment in honey bees… to Toulouse to do my PhD with Martin Giurfa. I wished to pursue his disruptive and …",""
"Imitation of honey bees' concept learning processes using vector symbolic architectures","https://scispace.com/paper/imitation-of-honey-bees-concept-learning-processes-using-4jsl6kycru","2015","Journal Article","Biologically Inspired Cognitive Architectures","Denis Kleyko
Evgeny Osipov
Ross W. Gayler
Asad I. Khan
Adrian G. Dyer","10.1016/J.BICA.2015.09.002","https://www.researchgate.net/profile/Denis-Kleyko-2/publication/282670579_Imitation_of_honey_bees%27_concept_learning_processes_using_Vector_Symbolic_Architectures/links/60ac57a6299bf1031fc85a2d/Imitation-of-honey-bees-concept-learning-processes-using-Vector-Symbolic-Architectures.pdf","… The system is showcased through the functional imitation of concept learning in honey bees. Data from real-world experiments with honey bees (Avarguès-Weber et al., 2012) are used …","This article presents a proof-of-concept validation of the use of Vector Symbolic Architectures as central component of an online learning architectures. It is demonstrated that Vector Symbolic Architectures enable the structured combination of features/relations that have been detected by a perceptual circuitry and allow such relations to be applied to novel structures without requiring the massive training needed for classical neural networks that depend on trainable connections. The system is showcased through the functional imitation of concept learning in honey bees. Data from real-world experiments with honey bees (Avargues-Weber et al., 2012) are used for benchmarking. It is demonstrated that the proposed pipeline features a similar learning curve and accuracy of generalization to that observed for the living bees. The main claim of this article is that there is a class of simple artificial systems that reproduce the learning behaviors of certain living organisms without requiring the implementation of computationally intensive cognitive architectures. Consequently, it is possible in some cases to implement rather advanced cognitive behavior using simple techniques."
"Visual cognition in social insects","https://scispace.com/paper/visual-cognition-in-social-insects-4v5tjwp2jo","2011","Journal Article","Annual Review of Entomology","Aurore Avarguès-Weber
Nina Deisig
Martin Giurfa","10.1146/ANNUREV-ENTO-120709-144855","https://www.academia.edu/download/50477161/Visual_cognition_in_social_insects20161122-3176-1wvqhcq.pdf","… In any case, honey bees show positive transfer of learning from a trained to a novel set of stimuli, and their performances are consistent with the definition of categorization. Visual …","Visual learning admits different levels of complexity, from the formation of a simple associative link between a visual stimulus and its outcome, to more sophisticated performances, such as object categorization or rules learning, that allow flexible responses beyond simple forms of learning. Not surprisingly, higher-order forms of visual learning have been studied primarily in vertebrates with larger brains, while simple visual learning has been the focus in animals with small brains such as insects. This dichotomy has recently changed as studies on visual learning in social insects have shown that these animals can master extremely sophisticated tasks. Here we review a spectrum of visual learning forms in social insects, from color and pattern learning, visual attention, and top-down image recognition, to interindividual recognition, conditional discrimination, category learning, and rule extraction. We analyze the necessity and sufficiency of simple associations to account for complex visual learning in Hymenoptera and discuss possible neural mechanisms underlying these visual performances."
"The concepts of 'sameness' and 'difference'in an insect","https://scispace.com/paper/WknqBkMEXpsJ","","","","M Giurfa
S Zhang
A Jenett
R Menzel
MV Srinivasan","","https://www.academia.edu/download/69575982/3507358220210913-25535-1hpzwi.pdf","… For example, honeybees can interpolate visual information 3 … Here we show that honeybees can form ‘sameness’ and ‘… different stimulus; they can also transfer the learned rules to new …",""
"Article I","https://scispace.com/paper/article-i-2mcc4t3b3o","2024","Book Chapter","","Schmahl Stefanie","10.1093/law/9780192855114.003.0019","https://www.researchgate.net/profile/Aurore-Avargues-Weber/publication/279657534_Cognition_visuelle_chez_l'abeille_Apis_mellifera_categorisation_par_extraction_de_configurations_spatiales_et_de_concepts_relationnels/links/58ecbc650f7e9b81aedcf991/Cognition-visuelle-chez-labeille-Apis-mellifera-categorisation-par-extraction-de-configurations-spatiales-et-de-concepts-relationnels.pdf#page=143","… whether honeybees can form abstract concepts based on spatial relationships such as above/… In a first experiment, we studied whether bees were able to transfer the learned spatial …","This chapter elaborates on Article I. It starts with the premise of the Convention responding to the difficulty of handling refugees subsequent to the Second World War. However, the refugee crisis expanded beyond the Western sphere and affected regions such as Asia and Africa. Thus, the 1967 Protocol achieved the formal, but not the substantive, universalization of the 1951 Convention definition of refugee status. The chapter cites that the 1967 Protocol liberated the 1951 Convention from temporal and geographical limitations, which also equalised the legal status of future refugees independent from the dateline of January 1951. It explains the subsequent result of the 1951 Convention and the 1967 Protocol as the Magna Carta for refugees. "
"Different mechanisms underlie implicit visual statistical learning in honey bees and humans","https://scispace.com/paper/different-mechanisms-underlie-implicit-visual-statistical-4h7dz1rnla","2020","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Aurore Avarguès-Weber
Valerie Finke
Márton Nagy
Tūnde Szabó
Tūnde Szabó
Daniele d’Amaro
Adrian G. Dyer
Adrian G. Dyer
József Fiser","10.1073/PNAS.1919387117","https://www.pnas.org/doi/pdf/10.1073/pnas.1919387117","… we investigated how human adults and honey bees (Apis mellifera) … We found that, similarly to humans, honey bees … statistics is sufficient to replicate honey bees’ learning behavior. …","The ability of developing complex internal representations of the environment is considered a crucial antecedent to the emergence of humans’ higher cognitive functions. Yet it is an open question whether there is any fundamental difference in how humans and other good visual learner species naturally encode aspects of novel visual scenes. Using the same modified visual statistical learning paradigm and multielement stimuli, we investigated how human adults and honey bees (Apis mellifera) encode spontaneously, without dedicated training, various statistical properties of novel visual scenes. We found that, similarly to humans, honey bees automatically develop a complex internal representation of their visual environment that evolves with accumulation of new evidence even without a targeted reinforcement. In particular, with more experience, they shift from being sensitive to statistics of only elemental features of the scenes to relying on co-occurrence frequencies of elements while losing their sensitivity to elemental frequencies, but they never encode automatically the predictivity of elements. In contrast, humans involuntarily develop an internal representation that includes single-element and co-occurrence statistics, as well as information about the predictivity between elements. Importantly, capturing human visual learning results requires a probabilistic chunk-learning model, whereas a simple fragment-based memory-trace model that counts occurrence summary statistics is sufficient to replicate honey bees’ learning behavior. Thus, humans’ sophisticated encoding of sensory stimuli that provides intrinsic sensitivity to predictive information might be one of the fundamental prerequisites of developing higher cognitive abilities."
"Conceptualization of relative size by honeybees","https://scispace.com/paper/conceptualization-of-relative-size-by-honeybees-1fzzl8txtt","2014","Journal Article","Frontiers in Behavioral Neuroscience","Aurore Avarguès-Weber
Daniele d’Amaro
Marita Metzler
Adrian G. Dyer","10.3389/FNBEH.2014.00080","http://journal.submanuscript.com/id/eprint/762/1/pubmed-zip/versions/1/package-entries/fnbeh-08-00080/fnbeh-08-00080.pdf","… concept learning. Once training was completed, the bees were subjected to non-rewarded transfer … Martin Giurfa on previous versions of the manuscript. Adrian G. Dyer was supported …","The ability to process visual information using relational rules allows for decisions independent of the specific physical attributes of individual stimuli. Until recently, the manipulation of relational concepts was considered as a prerogative of large mammalian brains. Here we show that individual free flying honeybees can learn to use size relationship rules to choose either the larger or smaller stimulus as the correct solution in a given context, and subsequently apply the learnt rule to novel colors and shapes providing that there is sufficient input to the long wavelength (green) photoreceptor channel. Our results add a novel, size-based conceptual rule to the set of relational concepts that honeybees have been shown to master and underline the value of bees as an animal model for studying the emergence of conceptualization abilities."
"New vistas on honey bee vision","https://scispace.com/paper/new-vistas-on-honey-bee-vision-3izqrkdzbm","2012","Journal Article","Apidologie","Aurore Avarguès-Weber
Aurore Avarguès-Weber
Aurore Avarguès-Weber
Theo Mota
Theo Mota
Martin Giurfa
Martin Giurfa","10.1007/S13592-012-0124-2","https://hal.science/hal-01003646/document","The honey bee is a traditional animal model for the study of visual perception, learning, and memory. Extensive behavioral studies have shown that honey bees perceive, learn, and …","The honey bee is a traditional animal model for the study of visual perception, learning, and memory. Extensive behavioral studies have shown that honey bees perceive, learn, and memorize colors, shapes, and patterns when these visual cues are paired with sucrose reward. Bee color vision is trichromatic, based on three photoreceptor types (S, M, L), which peak in the UV, blue, and green region of the spectrum. Perceptual color spaces have been proposed to account for bee color vision, and the anatomy of the visual neuropils in the bee brain was described to a large extent. In the last decade, conceptual and technical advances improved significantly our comprehension of visual processing in bees. At the behavioral level, unexpected cognitive visual capacities were discovered such as categorical and conceptual categorization. At the neurobiological level, molecular analyses of the compound eye revealed an intricate heterogeneity in the distribution of photoreceptors in the retina. Spatial segregation and integration of visual information in the bee brain has been analyzed at functional levels so far unexploited. These recent discoveries associated with the perspective of accessing the bee brain of harnessed bees while they perceive and learn visual cues open new avenues toward a comprehension of the neural substrates of visual perception and learning in bees. Understanding how the miniature brain of bees achieves sophisticated visual performances is a fundamental goal for the comparative study of vision and cognition."
"Cognition with few neurons: higher-order learning in insects","https://scispace.com/paper/cognition-with-few-neurons-higher-order-learning-in-insects-1p6vdkk11i","2013","Journal Article","Trends in Neurosciences","Martin Giurfa","10.1016/J.TINS.2012.12.011","https://www.researchgate.net/profile/Martin-Giurfa/publication/235396033_Cognition_with_few_neurons_Higher-order_learning_in_insects/links/5a263b34aca2727dd8810506/Cognition-with-few-neurons-Higher-order-learning-in-insects.pdf","… Here, I focus on capabilities such as attentional modulation and concept learning and … whether honey bees learn an above/below relationship between visual stimuli and transfer it to …",""
"An Investigation of Same/Different Concept Learning in Bumblebees (Bombus impatiens)","https://scispace.com/paper/hLD6YbCfHagJ","","","","JM Sayde","","https://search.proquest.com/openview/0bcd7c60e44d05b040555e99e46d9fdc/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y","… of positive transfer. Here, bumblebees were exposed to a … As evidenced by a number of studies, honeybees possess … experiment was to assess the generality of Giurfa et al.‟s (…",""
